CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment,ML_Cluster
C005621,141,7,18264.53,1,2,4,124,7,Potential Loyalists,1
C005622,108,6,5371.19,2,2,1,221,5,At Risk,2
C005623,55,8,17139.43,3,3,3,333,9,Potential Loyalists,1
C005624,78,7,15455.43,3,2,3,323,8,Potential Loyalists,1
C005625,137,10,13365.88,2,4,3,243,9,Potential Loyalists,1
C005626,37,5,12166.71,4,1,2,412,7,Potential Loyalists,4
C005627,13,12,28350.99,5,5,5,555,15,Champions,0
C005628,45,7,17162.5,4,2,3,423,9,Potential Loyalists,1
C005629,75,7,9789.22,3,2,2,322,7,Potential Loyalists,1
C005630,21,10,35422.16,5,4,5,545,14,Champions,3
C005631,89,12,21336.37,2,5,4,254,11,Loyal Customers,3
C005632,170,7,21287.56,1,2,4,124,7,Potential Loyalists,1
C005633,215,10,20070.73,1,4,4,144,9,Potential Loyalists,3
C005634,38,15,16433.73,4,5,3,453,12,Loyal Customers,3
C005635,28,10,11557.26,4,4,2,442,10,Loyal Customers,4
C005636,182,9,25115.12,1,4,5,145,10,Loyal Customers,3
C005637,86,8,6079.88,2,3,1,231,6,At Risk,1
C005638,15,11,12148.82,5,5,2,552,12,Loyal Customers,0
C005639,71,4,8604.06,3,1,1,311,5,Recent Customers,2
C005640,16,8,27860.02,5,3,5,535,13,Champions,0
C005641,108,9,16277.27,2,4,3,243,9,Potential Loyalists,1
C005642,50,9,27187.77,3,4,5,345,12,Loyal Customers,3
C005643,139,9,17578.15,2,4,4,244,10,Loyal Customers,1
C005644,96,6,9067.86,2,2,2,222,6,At Risk,1
C005645,75,10,9745.07,3,4,2,342,9,Potential Loyalists,1
C005646,203,6,29789.49,1,2,5,125,8,Potential Loyalists,1
C005647,1,10,20738.82,5,4,4,544,13,Champions,0
C005648,21,10,32494.88,5,4,5,545,14,Champions,3
C005649,2,10,43162.87,5,4,5,545,14,Champions,0
C005650,77,15,57983.49,3,5,5,355,13,Champions,3
C005651,103,8,6250.29,2,3,1,231,6,At Risk,1
C005652,45,11,24648.71,4,5,5,455,14,Champions,3
C005653,6,11,13160.85,5,5,3,553,13,Champions,0
C005654,31,4,13736.66,4,1,3,413,8,Potential Loyalists,4
C005655,25,9,12671.98,4,4,2,442,10,Loyal Customers,4
C005656,23,10,12342.93,4,4,2,442,10,Loyal Customers,4
C005657,34,8,14881.19,4,3,3,433,10,Loyal Customers,4
C005658,61,11,13565.12,3,5,3,353,11,Loyal Customers,3
C005659,65,9,12874.06,3,4,3,343,10,Loyal Customers,1
C005660,206,8,15856.5,1,3,3,133,7,Potential Loyalists,1
C005661,15,9,12862.49,5,4,3,543,12,Loyal Customers,4
C005662,10,10,15639.04,5,4,3,543,12,Loyal Customers,0
C005663,27,9,16232.91,4,4,3,443,11,Loyal Customers,4
C005664,189,10,28334.28,1,4,5,145,10,Loyal Customers,3
C005665,56,14,12079.48,3,5,2,352,10,Loyal Customers,3
C005666,86,5,14939.73,2,1,3,213,6,At Risk,1
C005667,46,7,6631.95,3,2,1,321,6,Recent Customers,4
C005668,73,11,24934.82,3,5,5,355,13,Champions,3
C005669,28,12,10849.56,4,5,2,452,11,Loyal Customers,4
C005670,53,8,14011.9,3,3,3,333,9,Potential Loyalists,1
C005671,192,7,7236.16,1,2,1,121,4,Lost Customers,1
C005672,57,11,21329.52,3,5,4,354,12,Loyal Customers,3
C005673,47,7,15914.78,3,2,3,323,8,Potential Loyalists,1
C005674,23,8,7129.12,4,3,1,431,8,Potential Loyalists,4
C005675,215,4,10849.82,1,1,2,112,4,Lost Customers,2
C005676,172,7,23059.58,1,2,4,124,7,Potential Loyalists,1
C005677,43,8,14473.84,4,3,3,433,10,Loyal Customers,4
C005678,19,9,15133.29,5,4,3,543,12,Loyal Customers,4
C005679,126,7,12937.65,2,2,3,223,7,Potential Loyalists,1
C005680,73,6,6608.27,3,2,1,321,6,Recent Customers,2
C005681,193,7,9218.32,1,2,2,122,5,At Risk,1
C005682,41,8,9034.63,4,3,2,432,9,Potential Loyalists,4
C005683,105,6,18173.95,2,2,4,224,8,Potential Loyalists,1
C005684,114,8,14480.28,2,3,3,233,8,Potential Loyalists,1
C005685,18,7,18275.3,5,2,4,524,11,Loyal Customers,4
C005686,563,5,5807.9400000000005,1,1,1,111,3,Lost Customers,2
C005687,41,12,42670.86,4,5,5,455,14,Champions,3
C005688,43,12,27817.4,4,5,5,455,14,Champions,3
C005689,45,7,5778.44,4,2,1,421,7,Potential Loyalists,4
C005690,10,13,12887.8,5,5,3,553,13,Champions,0
C005691,120,8,9269.05,2,3,2,232,7,Potential Loyalists,1
C005692,89,9,18656.91,2,4,4,244,10,Loyal Customers,3
C005693,85,7,10475.83,2,2,2,222,6,At Risk,1
C005694,113,10,16977.9,2,4,3,243,9,Potential Loyalists,3
C005695,39,7,24428.63,4,2,5,425,11,Loyal Customers,3
C005696,116,3,4338.87,2,1,1,211,4,Lost Customers,2
C005697,39,8,19265.21,4,3,4,434,11,Loyal Customers,3
C005698,86,8,15126.9,2,3,3,233,8,Potential Loyalists,1
C005699,45,9,22463.66,4,4,4,444,12,Loyal Customers,3
C005700,242,2,2079.62,1,1,1,111,3,Lost Customers,2
C005701,276,7,9615.77,1,2,2,122,5,At Risk,1
C005702,45,8,16542.36,4,3,3,433,10,Loyal Customers,1
C005703,6,11,18038.92,5,5,4,554,14,Champions,0
C005704,223,10,33280.79,1,4,5,145,10,Loyal Customers,3
C005705,35,8,31012.25,4,3,5,435,12,Loyal Customers,3
C005706,56,10,8623.01,3,4,1,341,8,Potential Loyalists,4
C005707,63,3,5698.56,3,1,1,311,5,Recent Customers,2
C005708,22,8,9648.98,4,3,2,432,9,Potential Loyalists,4
C005709,75,8,8224.98,3,3,1,331,7,Potential Loyalists,1
C005710,66,11,35234.74,3,5,5,355,13,Champions,3
C005711,20,9,23980.89,5,4,4,544,13,Champions,0
C005712,117,10,13380.1,2,4,3,243,9,Potential Loyalists,1
C005713,192,5,6085.55,1,1,1,111,3,Lost Customers,2
C005714,15,7,7777.52,5,2,1,521,8,Potential Loyalists,4
C005715,138,6,11881.79,2,2,2,222,6,At Risk,1
C005716,20,11,23376.18,5,5,4,554,14,Champions,0
C005717,19,7,5067.99,5,2,1,521,8,Potential Loyalists,4
C005718,38,17,15267.6,4,5,3,453,12,Loyal Customers,3
C005719,20,10,14041.24,5,4,3,543,12,Loyal Customers,0
C005720,107,6,6226.12,2,2,1,221,5,At Risk,2
C005721,175,3,2379.28,1,1,1,111,3,Lost Customers,2
C005722,150,10,18881.58,1,4,4,144,9,Potential Loyalists,3
C005723,1,11,26358.44,5,5,5,555,15,Champions,0
C005724,1,14,36379.44,5,5,5,555,15,Champions,0
C005725,38,11,9451.04,4,5,2,452,11,Loyal Customers,4
C005726,82,7,15470.65,2,2,3,223,7,Potential Loyalists,1
C005727,7,9,37225.43,5,4,5,545,14,Champions,0
C005728,44,9,18778.17,4,4,4,444,12,Loyal Customers,3
C005729,61,8,8125.37,3,3,1,331,7,Potential Loyalists,4
C005730,134,13,11359.9,2,5,2,252,9,Potential Loyalists,3
C005731,33,9,16405.87,4,4,3,443,11,Loyal Customers,3
C005732,323,8,12108.96,1,3,2,132,6,At Risk,1
C005733,75,5,5217.06,3,1,1,311,5,Recent Customers,2
C005734,90,9,28409.69,2,4,5,245,11,Loyal Customers,3
C005735,71,10,22373.26,3,4,4,344,11,Loyal Customers,3
C005736,112,8,19857.6,2,3,4,234,9,Potential Loyalists,1
C005737,134,5,17242.25,2,1,3,213,6,At Risk,1
C005738,58,12,12744.61,3,5,3,353,11,Loyal Customers,3
C005739,195,9,19103.09,1,4,4,144,9,Potential Loyalists,1
C005740,78,8,16379.73,3,3,3,333,9,Potential Loyalists,1
C005741,51,11,32722.49,3,5,5,355,13,Champions,3
C005743,35,9,6881.06,4,4,1,441,9,Potential Loyalists,4
C005744,19,13,36159.85,5,5,5,555,15,Champions,3
C005745,49,7,21278.66,3,2,4,324,9,Potential Loyalists,1
C005746,170,4,5511.879999999999,1,1,1,111,3,Lost Customers,2
C005747,55,6,13890.93,3,2,3,323,8,Potential Loyalists,1
C005748,148,4,3362.76,1,1,1,111,3,Lost Customers,2
C005749,47,5,12407.64,3,1,2,312,6,Recent Customers,4
C005750,58,10,35030.3,3,4,5,345,12,Loyal Customers,3
C005751,18,18,36764.3,5,5,5,555,15,Champions,3
C005752,10,3,8412.5,5,1,1,511,7,Potential Loyalists,4
C005753,16,16,17702.87,5,5,4,554,14,Champions,0
C005754,124,10,7003.68,2,4,1,241,7,Potential Loyalists,1
C005755,23,8,15542.71,4,3,3,433,10,Loyal Customers,4
C005756,47,8,34548.57,3,3,5,335,11,Loyal Customers,3
C005757,50,10,18503.78,3,4,4,344,11,Loyal Customers,3
C005758,125,5,6625.110000000001,2,1,1,211,4,Lost Customers,2
C005759,47,10,10053.2,3,4,2,342,9,Potential Loyalists,4
C005760,79,11,40235.92,3,5,5,355,13,Champions,3
C005761,111,8,20335.69,2,3,4,234,9,Potential Loyalists,1
C005762,132,8,9443.57,2,3,2,232,7,Potential Loyalists,1
C005763,58,4,8108.559999999999,3,1,1,311,5,Recent Customers,2
C005764,31,7,10674.1,4,2,2,422,8,Potential Loyalists,4
C005765,65,12,19155.65,3,5,4,354,12,Loyal Customers,3
C005766,147,8,10736.31,1,3,2,132,6,At Risk,1
C005767,60,7,20287.83,3,2,4,324,9,Potential Loyalists,1
C005768,89,5,16003.98,2,1,3,213,6,At Risk,1
C005769,22,9,14479.87,4,4,3,443,11,Loyal Customers,4
C005770,25,6,15646.99,4,2,3,423,9,Potential Loyalists,4
C005771,255,5,5252.72,1,1,1,111,3,Lost Customers,2
C005772,62,9,16312.28,3,4,3,343,10,Loyal Customers,3
C005773,153,7,8743.87,1,2,1,121,4,Lost Customers,1
C005774,45,11,18006.62,4,5,4,454,13,Champions,3
C005775,10,7,12767.66,5,2,3,523,10,Loyal Customers,4
C005776,8,9,6970.2,5,4,1,541,10,Loyal Customers,4
C005777,141,5,10962.28,1,1,2,112,4,Lost Customers,1
C005778,94,9,9120.29,2,4,2,242,8,Potential Loyalists,1
C005779,7,11,26515.95,5,5,5,555,15,Champions,0
C005780,51,11,47744.11,3,5,5,355,13,Champions,3
C005781,208,7,20974.19,1,2,4,124,7,Potential Loyalists,1
C005782,31,9,26125.22,4,4,5,445,13,Champions,3
C005783,64,6,14441.2,3,2,3,323,8,Potential Loyalists,1
C005784,18,4,4644.99,5,1,1,511,7,Potential Loyalists,2
C005785,130,3,2409.36,2,1,1,211,4,Lost Customers,2
C005786,220,10,40053.87,1,4,5,145,10,Loyal Customers,3
C005787,103,8,25991.88,2,3,5,235,10,Loyal Customers,3
C005788,24,7,9171.01,4,2,2,422,8,Potential Loyalists,4
C005789,96,11,33056.05,2,5,5,255,12,Loyal Customers,3
C005790,86,8,5372.25,2,3,1,231,6,At Risk,1
C005791,121,4,5298.48,2,1,1,211,4,Lost Customers,2
C005792,321,4,5500.32,1,1,1,111,3,Lost Customers,2
C005793,128,8,15560.82,2,3,3,233,8,Potential Loyalists,1
C005794,27,9,29997.44,4,4,5,445,13,Champions,3
C005795,89,11,26481.47,2,5,5,255,12,Loyal Customers,3
C005796,29,11,19076.9,4,5,4,454,13,Champions,3
C005797,82,7,9662.76,2,2,2,222,6,At Risk,1
C005798,134,6,19048.03,2,2,4,224,8,Potential Loyalists,1
C005799,10,8,33100.619999999995,5,3,5,535,13,Champions,0
C005800,7,9,18649.76,5,4,4,544,13,Champions,0
C005801,18,4,8245.23,5,1,1,511,7,Potential Loyalists,4
C005802,124,8,24177.53,2,3,4,234,9,Potential Loyalists,3
C005803,14,10,33067.85,5,4,5,545,14,Champions,0
C005804,207,10,13336.23,1,4,3,143,8,Potential Loyalists,1
C005805,59,10,16201.18,3,4,3,343,10,Loyal Customers,3
C005806,45,12,21906.7,4,5,4,454,13,Champions,3
C005807,97,12,20819.33,2,5,4,254,11,Loyal Customers,3
C005808,36,12,52125.98,4,5,5,455,14,Champions,3
C005809,5,8,21545.72,5,3,4,534,12,Loyal Customers,0
C005810,113,9,18161.86,2,4,4,244,10,Loyal Customers,1
C005811,11,2,2819.21,5,1,1,511,7,Potential Loyalists,2
C005812,302,7,9620.9,1,2,2,122,5,At Risk,1
C005813,7,9,20587.81,5,4,4,544,13,Champions,0
C005814,6,9,34458.63,5,4,5,545,14,Champions,0
C005815,9,9,33856.25,5,4,5,545,14,Champions,0
C005816,40,7,10596.66,4,2,2,422,8,Potential Loyalists,4
C005817,7,11,31352.66,5,5,5,555,15,Champions,0
C005818,85,6,17077.62,2,2,3,223,7,Potential Loyalists,1
C005819,278,8,13380.93,1,3,3,133,7,Potential Loyalists,1
C005820,106,9,20851.39,2,4,4,244,10,Loyal Customers,3
C005821,113,14,17185.73,2,5,3,253,10,Loyal Customers,3
C005822,112,10,23107.48,2,4,4,244,10,Loyal Customers,3
C005823,45,4,5640.18,4,1,1,411,6,Recent Customers,2
C005824,163,6,4185.91,1,2,1,121,4,Lost Customers,2
C005825,106,5,9093.16,2,1,2,212,5,At Risk,2
C005826,72,8,16562.28,3,3,3,333,9,Potential Loyalists,1
C005827,69,7,8019.92,3,2,1,321,6,Recent Customers,1
C005828,47,8,9302.92,3,3,2,332,8,Potential Loyalists,4
C005829,31,10,10775.86,4,4,2,442,10,Loyal Customers,4
C005830,40,6,13962.64,4,2,3,423,9,Potential Loyalists,4
C005831,103,4,8184.31,2,1,1,211,4,Lost Customers,2
C005832,25,11,18289.77,4,5,4,454,13,Champions,3
C005833,112,9,11249.69,2,4,2,242,8,Potential Loyalists,1
C005834,26,13,23598.9,4,5,4,454,13,Champions,3
C005835,108,10,27988.21,2,4,5,245,11,Loyal Customers,3
C005836,3,11,46123.27,5,5,5,555,15,Champions,0
C005837,102,3,2990.29,2,1,1,211,4,Lost Customers,2
C005838,66,13,52826.98,3,5,5,355,13,Champions,3
C005839,16,6,13827.62,5,2,3,523,10,Loyal Customers,4
C005840,3,15,32124.01,5,5,5,555,15,Champions,0
C005841,147,6,22009.7,1,2,4,124,7,Potential Loyalists,1
C005842,99,8,17675.69,2,3,4,234,9,Potential Loyalists,1
C005843,38,7,20290.66,4,2,4,424,10,Loyal Customers,4
C005844,75,14,14622.94,3,5,3,353,11,Loyal Customers,3
C005845,353,5,7353.3,1,1,1,111,3,Lost Customers,2
C005846,1,15,29614.63,5,5,5,555,15,Champions,0
C005847,89,9,35249.19,2,4,5,245,11,Loyal Customers,3
C005848,6,7,22506.81,5,2,4,524,11,Loyal Customers,0
C005849,12,4,9052.35,5,1,2,512,8,Potential Loyalists,4
C005850,35,4,10109.66,4,1,2,412,7,Potential Loyalists,2
C005851,1,15,34501.68,5,5,5,555,15,Champions,0
C005852,17,7,5167.2,5,2,1,521,8,Potential Loyalists,4
C005853,70,12,16712.07,3,5,3,353,11,Loyal Customers,3
C005854,101,8,12711.9,2,3,3,233,8,Potential Loyalists,1
C005855,16,3,4587.18,5,1,1,511,7,Potential Loyalists,2
C005856,89,6,6951.26,2,2,1,221,5,At Risk,2
C005857,102,7,17374.83,2,2,3,223,7,Potential Loyalists,1
C005858,19,12,11166.18,5,5,2,552,12,Loyal Customers,0
C005859,32,8,43191.19,4,3,5,435,12,Loyal Customers,3
C005860,157,8,8491.59,1,3,1,131,5,At Risk,1
C005861,75,8,30022.04,3,3,5,335,11,Loyal Customers,3
C005862,178,6,8817.99,1,2,2,122,5,At Risk,1
C005863,36,9,13686.89,4,4,3,443,11,Loyal Customers,4
C005864,131,8,17143.940000000002,2,3,3,233,8,Potential Loyalists,1
C005865,91,15,51739.37,2,5,5,255,12,Loyal Customers,3
C005866,58,18,36089.2,3,5,5,355,13,Champions,3
C005867,97,8,14908.44,2,3,3,233,8,Potential Loyalists,1
C005868,90,12,32970.46,2,5,5,255,12,Loyal Customers,3
C005869,105,5,12626.01,2,1,2,212,5,At Risk,1
C005870,60,13,25433.95,3,5,5,355,13,Champions,3
C005871,155,11,19253.07,1,5,4,154,10,Loyal Customers,3
C005872,6,4,20462.67,5,1,4,514,10,Loyal Customers,4
C005873,19,2,4656.72,5,1,1,511,7,Potential Loyalists,2
C005874,193,5,17512.79,1,1,4,114,6,At Risk,1
C005875,26,11,23823.93,4,5,4,454,13,Champions,3
C005876,73,8,14052.89,3,3,3,333,9,Potential Loyalists,1
C005877,146,8,9419.26,1,3,2,132,6,At Risk,1
C005878,4,12,35292.71,5,5,5,555,15,Champions,0
C005879,78,8,22951.81,3,3,4,334,10,Loyal Customers,3
C005880,6,5,12499.63,5,1,2,512,8,Potential Loyalists,4
C005881,103,9,14595.4,2,4,3,243,9,Potential Loyalists,1
C005882,33,9,10359.14,4,4,2,442,10,Loyal Customers,4
C005883,73,12,23984.1,3,5,4,354,12,Loyal Customers,3
C005884,39,11,14508.87,4,5,3,453,12,Loyal Customers,3
C005885,17,16,27300.85,5,5,5,555,15,Champions,0
C005886,43,9,24876.89,4,4,5,445,13,Champions,3
C005887,292,7,11374.74,1,2,2,122,5,At Risk,1
C005888,79,5,26603.15,3,1,5,315,9,Potential Loyalists,1
C005889,25,11,8957.44,4,5,2,452,11,Loyal Customers,4
C005890,100,14,48120.2,2,5,5,255,12,Loyal Customers,3
C005891,51,9,14151.9,3,4,3,343,10,Loyal Customers,1
C005892,42,4,6306.61,4,1,1,411,6,Recent Customers,2
C005893,41,9,17994.45,4,4,4,444,12,Loyal Customers,3
C005894,147,11,19493.88,1,5,4,154,10,Loyal Customers,3
C005895,14,10,54835.02,5,4,5,545,14,Champions,0
C005896,22,12,16133.86,4,5,3,453,12,Loyal Customers,0
C005897,66,12,27528.0,3,5,5,355,13,Champions,3
C005898,229,6,9172.55,1,2,2,122,5,At Risk,1
C005899,10,12,24654.71,5,5,5,555,15,Champions,0
C005900,387,6,12482.12,1,2,2,122,5,At Risk,1
C005901,45,8,8806.27,4,3,2,432,9,Potential Loyalists,4
C005902,54,10,32395.47,3,4,5,345,12,Loyal Customers,3
C005903,29,8,15112.45,4,3,3,433,10,Loyal Customers,4
C005904,51,8,28049.11,3,3,5,335,11,Loyal Customers,3
C005905,6,8,12682.25,5,3,2,532,10,Loyal Customers,0
C005906,287,6,12576.16,1,2,2,122,5,At Risk,1
C005907,85,10,21547.83,2,4,4,244,10,Loyal Customers,3
C005908,21,11,21159.07,5,5,4,554,14,Champions,0
C005909,76,5,15451.67,3,1,3,313,7,Potential Loyalists,1
C005910,1,12,22817.64,5,5,4,554,14,Champions,0
C005911,254,9,21907.2,1,4,4,144,9,Potential Loyalists,1
C005912,63,10,19133.33,3,4,4,344,11,Loyal Customers,3
C005913,148,6,21490.73,1,2,4,124,7,Potential Loyalists,1
C005914,408,2,4324.27,1,1,1,111,3,Lost Customers,2
C005915,104,4,5476.030000000001,2,1,1,211,4,Lost Customers,2
C005916,113,7,23132.69,2,2,4,224,8,Potential Loyalists,1
C005917,141,10,9691.34,1,4,2,142,7,Potential Loyalists,1
C005918,35,8,8823.51,4,3,2,432,9,Potential Loyalists,4
C005919,188,7,9998.76,1,2,2,122,5,At Risk,1
C005920,67,4,9233.01,3,1,2,312,6,Recent Customers,2
C005921,23,11,24932.35,4,5,5,455,14,Champions,3
C005922,76,9,19039.09,3,4,4,344,11,Loyal Customers,3
C005923,71,7,13517.74,3,2,3,323,8,Potential Loyalists,1
C005924,420,5,8476.31,1,1,1,111,3,Lost Customers,2
C005925,96,6,19749.25,2,2,4,224,8,Potential Loyalists,1
C005926,9,11,10727.61,5,5,2,552,12,Loyal Customers,0
C005927,142,11,12802.24,1,5,3,153,9,Potential Loyalists,1
C005928,344,3,3421.35,1,1,1,111,3,Lost Customers,2
C005929,37,15,31977.41,4,5,5,455,14,Champions,3
C005930,172,8,16912.600000000002,1,3,3,133,7,Potential Loyalists,1
C005931,66,9,20485.59,3,4,4,344,11,Loyal Customers,3
C005932,226,6,6324.92,1,2,1,121,4,Lost Customers,2
C005933,47,13,13548.69,3,5,3,353,11,Loyal Customers,3
C005934,1,8,11350.86,5,3,2,532,10,Loyal Customers,0
C005935,71,7,10543.56,3,2,2,322,7,Potential Loyalists,1
C005936,49,8,7013.84,3,3,1,331,7,Potential Loyalists,4
C005937,12,11,17731.5,5,5,4,554,14,Champions,0
C005938,50,13,19139.45,3,5,4,354,12,Loyal Customers,3
C005939,1,9,9151.78,5,4,2,542,11,Loyal Customers,0
C005940,109,5,6727.900000000001,2,1,1,211,4,Lost Customers,2
C005941,186,6,12328.36,1,2,2,122,5,At Risk,1
C005942,48,6,9361.94,3,2,2,322,7,Potential Loyalists,4
C005943,23,10,16994.89,4,4,3,443,11,Loyal Customers,0
C005944,257,6,29796.28,1,2,5,125,8,Potential Loyalists,1
C005945,7,4,7865.809999999999,5,1,1,511,7,Potential Loyalists,4
C005946,1,12,27484.83,5,5,5,555,15,Champions,0
C005947,34,12,23313.79,4,5,4,454,13,Champions,3
C005948,21,9,38564.27,5,4,5,545,14,Champions,3
C005949,111,8,27905.3,2,3,5,235,10,Loyal Customers,3
C005950,9,8,15414.52,5,3,3,533,11,Loyal Customers,0
C005951,15,10,22869.17,5,4,4,544,13,Champions,0
C005952,148,5,10912.57,1,1,2,112,4,Lost Customers,1
C005953,111,8,9265.0,2,3,2,232,7,Potential Loyalists,1
C005954,71,7,13227.96,3,2,3,323,8,Potential Loyalists,1
C005955,43,10,10889.79,4,4,2,442,10,Loyal Customers,4
C005956,219,10,10694.45,1,4,2,142,7,Potential Loyalists,1
C005957,101,10,20440.26,2,4,4,244,10,Loyal Customers,3
C005958,39,8,18356.21,4,3,4,434,11,Loyal Customers,3
C005959,79,15,30306.41,3,5,5,355,13,Champions,3
C005960,183,8,32166.12,1,3,5,135,9,Potential Loyalists,3
C005961,30,8,14532.26,4,3,3,433,10,Loyal Customers,4
C005962,115,7,17970.46,2,2,4,224,8,Potential Loyalists,1
C005963,9,9,22715.1,5,4,4,544,13,Champions,0
C005964,16,8,6600.8,5,3,1,531,9,Potential Loyalists,4
C005965,63,8,17273.07,3,3,3,333,9,Potential Loyalists,1
C005966,413,3,7870.65,1,1,1,111,3,Lost Customers,2
C005967,40,5,7180.46,4,1,1,411,6,Recent Customers,4
C005968,42,11,19216.84,4,5,4,454,13,Champions,3
C005969,235,7,16310.94,1,2,3,123,6,At Risk,1
C005970,57,7,11700.85,3,2,2,322,7,Potential Loyalists,1
C005971,107,9,9951.35,2,4,2,242,8,Potential Loyalists,1
C005972,4,11,20620.89,5,5,4,554,14,Champions,0
C005973,58,7,11587.57,3,2,2,322,7,Potential Loyalists,1
C005974,364,6,15076.44,1,2,3,123,6,At Risk,1
C005975,35,16,28085.88,4,5,5,455,14,Champions,3
C005976,4,6,5722.860000000001,5,2,1,521,8,Potential Loyalists,4
C005977,50,10,19622.9,3,4,4,344,11,Loyal Customers,3
C005978,1,7,15314.21,5,2,3,523,10,Loyal Customers,0
C005979,61,6,13180.43,3,2,3,323,8,Potential Loyalists,1
C005980,57,7,5194.77,3,2,1,321,6,Recent Customers,4
C005981,49,13,30340.79,3,5,5,355,13,Champions,3
C005982,49,11,19726.75,3,5,4,354,12,Loyal Customers,3
C005983,25,6,10364.91,4,2,2,422,8,Potential Loyalists,4
C005984,47,10,8292.36,3,4,1,341,8,Potential Loyalists,4
C005985,115,13,27328.98,2,5,5,255,12,Loyal Customers,3
C005986,57,7,9158.97,3,2,2,322,7,Potential Loyalists,4
C005987,62,7,9182.99,3,2,2,322,7,Potential Loyalists,4
C005988,118,4,7010.09,2,1,1,211,4,Lost Customers,2
C005989,20,10,18530.84,5,4,4,544,13,Champions,0
C005990,133,11,20172.47,2,5,4,254,11,Loyal Customers,3
C005991,279,4,6152.64,1,1,1,111,3,Lost Customers,2
C005992,22,13,27713.98,4,5,5,455,14,Champions,3
C005993,35,10,50532.79,4,4,5,445,13,Champions,3
C005994,102,9,16496.36,2,4,3,243,9,Potential Loyalists,1
C005995,184,6,16870.54,1,2,3,123,6,At Risk,1
C005996,103,6,12350.82,2,2,2,222,6,At Risk,1
C005997,128,10,28616.04,2,4,5,245,11,Loyal Customers,3
C005998,50,7,27988.69,3,2,5,325,10,Loyal Customers,3
C005999,40,7,6420.46,4,2,1,421,7,Potential Loyalists,4
C006000,533,3,3470.73,1,1,1,111,3,Lost Customers,2
C006001,32,8,15605.76,4,3,3,433,10,Loyal Customers,4
C006002,152,11,14104.98,1,5,3,153,9,Potential Loyalists,1
C006003,378,5,7365.26,1,1,1,111,3,Lost Customers,2
C006004,14,7,6025.35,5,2,1,521,8,Potential Loyalists,4
C006005,4,12,26909.4,5,5,5,555,15,Champions,0
C006006,40,11,9826.43,4,5,2,452,11,Loyal Customers,4
C006007,50,11,39529.82,3,5,5,355,13,Champions,3
C006008,3,10,35998.1,5,4,5,545,14,Champions,0
C006009,23,10,16599.71,4,4,3,443,11,Loyal Customers,0
C006010,144,3,6650.68,1,1,1,111,3,Lost Customers,2
C006011,34,12,29589.19,4,5,5,455,14,Champions,3
C006012,17,8,14598.19,5,3,3,533,11,Loyal Customers,4
C006013,174,9,8078.019999999999,1,4,1,141,6,At Risk,1
C006014,163,12,39699.86,1,5,5,155,11,Loyal Customers,3
C006015,122,12,16375.33,2,5,3,253,10,Loyal Customers,3
C006016,66,7,26883.36,3,2,5,325,10,Loyal Customers,3
C006017,47,4,13634.12,3,1,3,313,7,Potential Loyalists,4
C006018,14,11,39503.45,5,5,5,555,15,Champions,0
C006019,223,5,5295.64,1,1,1,111,3,Lost Customers,2
C006020,262,7,14998.19,1,2,3,123,6,At Risk,1
C006021,20,12,16428.989999999998,5,5,3,553,13,Champions,0
C006022,48,10,25555.27,3,4,5,345,12,Loyal Customers,3
C006023,51,11,18119.3,3,5,4,354,12,Loyal Customers,3
C006024,35,9,24633.94,4,4,5,445,13,Champions,3
C006025,244,12,50128.04,1,5,5,155,11,Loyal Customers,3
C006026,29,6,12182.08,4,2,2,422,8,Potential Loyalists,4
C006027,100,11,21272.03,2,5,4,254,11,Loyal Customers,3
C006028,213,5,10517.09,1,1,2,112,4,Lost Customers,1
C006029,55,5,11367.88,3,1,2,312,6,Recent Customers,4
C006030,226,9,14580.62,1,4,3,143,8,Potential Loyalists,1
C006031,3,11,9466.07,5,5,2,552,12,Loyal Customers,0
C006032,11,7,11295.5,5,2,2,522,9,Potential Loyalists,4
C006033,4,12,39215.84,5,5,5,555,15,Champions,0
C006034,136,7,21760.09,2,2,4,224,8,Potential Loyalists,1
C006035,241,7,11766.46,1,2,2,122,5,At Risk,1
C006036,20,6,8228.32,5,2,1,521,8,Potential Loyalists,4
C006037,9,16,73336.5,5,5,5,555,15,Champions,0
C006038,169,8,11502.22,1,3,2,132,6,At Risk,1
C006039,65,9,14577.53,3,4,3,343,10,Loyal Customers,1
C006040,19,11,14392.3,5,5,3,553,13,Champions,0
C006041,219,8,11889.35,1,3,2,132,6,At Risk,1
C006042,18,8,29932.99,5,3,5,535,13,Champions,0
C006043,234,6,11206.76,1,2,2,122,5,At Risk,1
C006044,27,11,29390.67,4,5,5,455,14,Champions,3
C006045,107,8,16091.95,2,3,3,233,8,Potential Loyalists,1
C006046,134,9,18789.63,2,4,4,244,10,Loyal Customers,1
C006047,160,8,10983.509999999998,1,3,2,132,6,At Risk,1
C006048,248,5,11006.54,1,1,2,112,4,Lost Customers,1
C006049,147,9,10201.3,1,4,2,142,7,Potential Loyalists,1
C006050,41,9,10754.67,4,4,2,442,10,Loyal Customers,4
C006051,48,8,21703.72,3,3,4,334,10,Loyal Customers,3
C006052,198,9,21359.74,1,4,4,144,9,Potential Loyalists,1
C006053,110,4,7463.3,2,1,1,211,4,Lost Customers,2
