CustomerID,Segment,Age,IncomeLevel,JoinDate
C006024,Premium,58,High,2023-07-16
C006025,Premium,44,High,2023-07-04
C006026,Trendy,31,Medium-High,2023-08-02
C006027,Casual Shopper,23,Medium-Low,2023-03-20
C006028,Trendy,32,Medium-High,2023-05-28
C006029,Trendy,23,Medium-High,2023-12-10
C006030,Fitness Enthusiast,36,Medium-High,2023-03-06
C006031,Value-Conscious,36,Medium,2023-03-10
C006032,Trendy,18,Medium-High,2023-01-06
C006033,Trendy,36,Medium-High,2023-02-06
C006034,Casual Shopper,53,Medium-Low,2023-11-28
C006035,Casual Shopper,35,Medium-Low,2023-01-09
C006036,Fitness Enthusiast,30,Medium-High,2023-03-15
C006037,Premium,43,High,2023-09-07
C006038,Value-Conscious,33,Medium,2023-12-03
C006039,Trendy,34,Medium-High,2023-08-12
C006040,Trendy,48,Medium-High,2023-03-11
C006041,Casual Shopper,24,Medium-Low,2023-02-13
C006042,Premium,45,High,2023-03-12
C006043,Trendy,18,Medium-High,2023-11-25
C006044,Casual Shopper,60,Medium-Low,2023-08-01
C006045,Casual Shopper,24,Medium-Low,2023-08-22
C006046,Fitness Enthusiast,35,Medium-High,2023-12-23
C006047,Trendy,51,Medium-High,2023-11-06
C006048,Casual Shopper,18,Medium-Low,2023-08-06
C006049,Value-Conscious,28,Medium,2023-11-16
C006050,Value-Conscious,44,Medium,2023-04-03
C006051,Trendy,18,Medium-High,2023-08-21
C006052,Casual Shopper,40,Medium-Low,2023-09-18
C006053,Casual Shopper,38,Medium-Low,2023-08-06
C006054,Value-Conscious,18,Medium,2023-10-10
C006055,Trendy,18,Medium-High,2023-08-19
C006056,Value-Conscious,18,Medium,2023-07-16
C006057,Premium,18,High,2023-07-01
C006058,Premium,38,High,2023-04-26
C006059,Value-Conscious,26,Medium,2023-04-06
C006060,Premium,18,High,2023-08-06
C006061,Trendy,46,Medium-High,2023-11-06
C006062,Casual Shopper,52,Medium-Low,2023-01-04
C006063,Trendy,51,Medium-High,2023-10-23
C006064,Trendy,36,Medium-High,2023-09-13
C006065,Casual Shopper,18,Medium-Low,2023-05-02
C006066,Casual Shopper,18,Medium-Low,2023-12-31
C006067,Value-Conscious,21,Medium,2023-09-14
C006068,Value-Conscious,26,Medium,2023-05-18
C006069,Value-Conscious,51,Medium,2023-07-30
C006070,Casual Shopper,39,Medium-Low,2023-10-07
C006071,Value-Conscious,35,Medium,2023-10-23
C006072,Value-Conscious,36,Medium,2023-07-07
C006073,Casual Shopper,45,Medium-Low,2023-01-18
C006074,Value-Conscious,45,Medium,2023-01-20
C006075,Trendy,35,Medium-High,2023-10-18
C006076,Casual Shopper,48,Medium-Low,2023-09-05
C006077,Trendy,29,Medium-High,2023-12-27
C006078,Trendy,44,Medium-High,2023-07-08
C006079,Premium,48,High,2023-02-27
C006080,Premium,45,High,2023-10-25
C006081,Casual Shopper,23,Medium-Low,2023-09-04
C006082,Trendy,32,Medium-High,2023-12-20
C006083,Value-Conscious,18,Medium,2023-02-10
C006084,Casual Shopper,19,Medium-Low,2023-03-14
C006085,Casual Shopper,31,Medium-Low,2023-09-27
C006086,Fitness Enthusiast,35,Medium-High,2023-05-24
C006087,Casual Shopper,39,Medium-Low,2023-08-27
C006088,Trendy,18,Medium-High,2023-09-22
C006089,Trendy,33,Medium-High,2023-02-10
C006090,Premium,46,High,2023-09-25
C006091,Fitness Enthusiast,37,Medium-High,2023-11-09
C006092,Trendy,41,Medium-High,2023-02-15
C006093,Premium,35,High,2023-05-06
C006094,Value-Conscious,25,Medium,2023-08-30
C006095,Premium,22,High,2023-11-19
C006096,Value-Conscious,32,Medium,2023-12-06
C006097,Premium,42,High,2023-12-09
C006098,Casual Shopper,24,Medium-Low,2023-02-09
C006099,Trendy,28,Medium-High,2023-12-17
C006100,Premium,35,High,2023-11-21
C006101,Value-Conscious,55,Medium,2023-10-04
C006102,Casual Shopper,38,Medium-Low,2023-10-24
C006103,Value-Conscious,38,Medium,2023-06-09
C006104,Value-Conscious,30,Medium,2023-11-10
C006105,Casual Shopper,55,Medium-Low,2023-01-28
C006106,Fitness Enthusiast,36,Medium-High,2023-06-25
C006107,Fitness Enthusiast,47,Medium-High,2023-10-01
C006108,Value-Conscious,65,Medium,2023-01-06
C006109,Fitness Enthusiast,22,Medium-High,2023-08-29
C006110,Trendy,33,Medium-High,2023-08-21
C006111,Premium,65,High,2023-09-20
C006112,Value-Conscious,36,Medium,2023-08-29
C006113,Premium,30,High,2023-10-21
C006114,Casual Shopper,47,Medium-Low,2023-06-19
C006115,Trendy,31,Medium-High,2023-08-04
C006116,Value-Conscious,31,Medium,2023-06-30
C006117,Premium,18,High,2023-05-31
C006118,Value-Conscious,18,Medium,2023-05-29
C006119,Trendy,39,Medium-High,2023-03-27
C006120,Value-Conscious,28,Medium,2023-01-19
C006121,Trendy,42,Medium-High,2023-12-22
C006122,Casual Shopper,38,Medium-Low,2023-11-02
C006123,Casual Shopper,35,Medium-Low,2023-06-05
C006124,Casual Shopper,18,Medium-Low,2023-10-16
C006125,Fitness Enthusiast,32,Medium-High,2023-05-14
C006126,Casual Shopper,24,Medium-Low,2023-02-01
C006127,Trendy,23,Medium-High,2023-11-19
C006128,Casual Shopper,18,Medium-Low,2023-08-31
C006129,Fitness Enthusiast,18,Medium-High,2023-10-24
C006130,Value-Conscious,34,Medium,2023-03-28
C006131,Premium,55,High,2023-10-21
C006132,Value-Conscious,61,Medium,2023-01-27
C006133,Casual Shopper,24,Medium-Low,2023-12-03
C006134,Value-Conscious,45,Medium,2023-05-30
C006135,Fitness Enthusiast,50,Medium-High,2023-11-16
C006136,Trendy,27,Medium-High,2023-01-14
C006137,Casual Shopper,43,Medium-Low,2023-05-27
C006138,Fitness Enthusiast,48,Medium-High,2023-09-06
C006139,Fitness Enthusiast,18,Medium-High,2023-02-12
C006140,Value-Conscious,40,Medium,2023-03-06
C006141,Casual Shopper,22,Medium-Low,2023-09-16
C006142,Premium,40,High,2023-02-09
C006143,Casual Shopper,34,Medium-Low,2023-05-23
C006144,Casual Shopper,18,Medium-Low,2023-05-10
C006145,Trendy,26,Medium-High,2023-03-09
C006146,Trendy,25,Medium-High,2023-11-12
C006147,Trendy,48,Medium-High,2023-05-24
C006148,Casual Shopper,33,Medium-Low,2023-05-21
C006149,Trendy,24,Medium-High,2023-05-12
C006150,Casual Shopper,42,Medium-Low,2023-01-08
C006151,Value-Conscious,31,Medium,2023-02-27
C006152,Fitness Enthusiast,37,Medium-High,2023-11-06
C006153,Value-Conscious,32,Medium,2023-03-31
C006154,Value-Conscious,60,Medium,2023-10-30
C006155,Casual Shopper,37,Medium-Low,2023-03-19
C006156,Casual Shopper,43,Medium-Low,2023-12-04
C006157,Value-Conscious,48,Medium,2023-08-17
C006158,Trendy,33,Medium-High,2023-07-09
C006159,Trendy,51,Medium-High,2023-03-31
C006160,Trendy,45,Medium-High,2023-05-14
C006161,Premium,18,High,2023-12-25
C006162,Trendy,25,Medium-High,2023-05-01
C006163,Fitness Enthusiast,34,Medium-High,2023-09-06
C006164,Fitness Enthusiast,35,Medium-High,2023-04-03
C006165,Trendy,27,Medium-High,2023-09-28
C006166,Casual Shopper,40,Medium-Low,2023-01-17
C006167,Value-Conscious,31,Medium,2023-06-25
C006168,Value-Conscious,34,Medium,2023-02-13
C006169,Premium,30,High,2023-03-16
C006170,Casual Shopper,32,Medium-Low,2023-11-01
C006171,Premium,22,High,2023-03-20
C006172,Fitness Enthusiast,38,Medium-High,2023-09-11
C006173,Fitness Enthusiast,41,Medium-High,2023-07-31
C006174,Premium,19,High,2023-07-16
C006175,Fitness Enthusiast,27,Medium-High,2023-05-02
C006176,Value-Conscious,35,Medium,2023-12-05
C006177,Premium,54,High,2023-08-14
C006178,Trendy,22,Medium-High,2023-11-23
C006179,Value-Conscious,31,Medium,2023-03-27
C006180,Premium,29,High,2023-04-18
C006181,Casual Shopper,38,Medium-Low,2023-10-23
C006182,Value-Conscious,22,Medium,2023-06-26
C006183,Value-Conscious,27,Medium,2023-01-28
C006184,Trendy,60,Medium-High,2023-11-25
C006185,Trendy,18,Medium-High,2023-05-16
C006186,Trendy,33,Medium-High,2023-03-01
C006187,Casual Shopper,34,Medium-Low,2023-01-27
C006188,Premium,29,High,2023-03-27
C006189,Value-Conscious,47,Medium,2023-08-26
C006190,Fitness Enthusiast,37,Medium-High,2023-07-24
C006191,Premium,55,High,2023-09-01
C006192,Premium,18,High,2023-06-04
C006193,Casual Shopper,39,Medium-Low,2023-09-01
C006194,Premium,38,High,2023-09-30
C006195,Value-Conscious,41,Medium,2023-04-30
C006196,Fitness Enthusiast,46,Medium-High,2023-07-14
C006197,Premium,51,High,2023-12-16
C006198,Premium,58,High,2023-12-28
C006199,Trendy,20,Medium-High,2023-07-19
C006200,Value-Conscious,40,Medium,2023-08-31
C006201,Casual Shopper,48,Medium-Low,2023-05-15
C006202,Value-Conscious,33,Medium,2023-03-16
C006203,Value-Conscious,23,Medium,2023-09-29
C006204,Casual Shopper,23,Medium-Low,2023-08-11
C006205,Casual Shopper,55,Medium-Low,2023-01-07
C006206,Fitness Enthusiast,26,Medium-High,2023-05-28
C006207,Casual Shopper,39,Medium-Low,2023-08-18
C006208,Fitness Enthusiast,27,Medium-High,2023-07-15
C006209,Fitness Enthusiast,35,Medium-High,2023-12-14
C006210,Casual Shopper,18,Medium-Low,2023-06-11
C006211,Value-Conscious,18,Medium,2023-09-29
C006212,Value-Conscious,42,Medium,2023-12-16
C006213,Trendy,18,Medium-High,2023-01-22
C006214,Trendy,52,Medium-High,2023-02-19
C006215,Value-Conscious,39,Medium,2023-09-30
C006216,Casual Shopper,19,Medium-Low,2023-11-23
C006217,Value-Conscious,38,Medium,2023-07-01
C006218,Value-Conscious,29,Medium,2023-08-10
C006219,Fitness Enthusiast,23,Medium-High,2023-11-09
C006220,Value-Conscious,49,Medium,2023-11-30
C006221,Trendy,41,Medium-High,2023-05-20
C006222,Trendy,27,Medium-High,2023-06-21
C006223,Premium,25,High,2023-05-19
C006224,Trendy,56,Medium-High,2023-05-17
C006225,Value-Conscious,39,Medium,2023-02-20
C006226,Premium,35,High,2023-05-11
C006227,Value-Conscious,25,Medium,2023-12-02
C006228,Value-Conscious,25,Medium,2023-10-27
C006229,Casual Shopper,60,Medium-Low,2023-07-20
C006230,Trendy,43,Medium-High,2023-08-25
C006231,Trendy,34,Medium-High,2023-12-12
C006232,Trendy,18,Medium-High,2023-05-04
C006233,Casual Shopper,28,Medium-Low,2023-12-11
C006234,Premium,39,High,2023-10-29
C006235,Fitness Enthusiast,48,Medium-High,2023-04-10
C006236,Premium,36,High,2023-09-24
C006237,Trendy,48,Medium-High,2023-06-22
C006238,Premium,36,High,2023-12-13
C006239,Value-Conscious,47,Medium,2023-12-20
C006240,Fitness Enthusiast,31,Medium-High,2023-04-03
C006241,Fitness Enthusiast,47,Medium-High,2023-06-10
C006242,Fitness Enthusiast,29,Medium-High,2023-10-08
C006243,Value-Conscious,43,Medium,2023-01-06
C006244,Trendy,37,Medium-High,2023-12-11
C006245,Premium,18,High,2023-01-05
C006246,Trendy,26,Medium-High,2023-02-04
C006247,Trendy,18,Medium-High,2023-01-07
C006248,Fitness Enthusiast,65,Medium-High,2023-07-30
C006249,Value-Conscious,41,Medium,2023-02-20
C006250,Value-Conscious,28,Medium,2023-09-26
C006251,Casual Shopper,18,Medium-Low,2023-02-23
C006252,Casual Shopper,35,Medium-Low,2023-12-17
C006253,Casual Shopper,40,Medium-Low,2023-08-17
C006254,Casual Shopper,28,Medium-Low,2023-06-29
C006255,Casual Shopper,38,Medium-Low,2023-04-23
C006256,Trendy,49,Medium-High,2023-05-26
C006257,Casual Shopper,24,Medium-Low,2023-05-09
C006258,Casual Shopper,28,Medium-Low,2023-04-09
C006259,Value-Conscious,18,Medium,2023-01-18
C006260,Casual Shopper,50,Medium-Low,2023-01-13
C006261,Value-Conscious,18,Medium,2023-11-14
C006262,Casual Shopper,30,Medium-Low,2023-02-17
C006263,Value-Conscious,55,Medium,2023-01-30
C006264,Casual Shopper,18,Medium-Low,2023-11-01
C006265,Casual Shopper,38,Medium-Low,2023-12-03
C006266,Fitness Enthusiast,42,Medium-High,2023-04-22
C006267,Value-Conscious,41,Medium,2023-11-03
C006268,Casual Shopper,45,Medium-Low,2023-11-23
C006269,Value-Conscious,37,Medium,2023-03-04
C006270,Value-Conscious,36,Medium,2023-12-29
C006271,Casual Shopper,18,Medium-Low,2023-03-03
C006272,Value-Conscious,33,Medium,2023-02-14
C006273,Casual Shopper,37,Medium-Low,2023-11-06
C006274,Fitness Enthusiast,26,Medium-High,2023-03-08
C006275,Fitness Enthusiast,24,Medium-High,2023-07-12
C006276,Premium,41,High,2023-12-03
C006277,Value-Conscious,44,Medium,2023-11-28
C006278,Trendy,25,Medium-High,2023-10-17
C006279,Casual Shopper,32,Medium-Low,2023-04-05
C006280,Trendy,39,Medium-High,2023-02-26
C006281,Casual Shopper,26,Medium-Low,2023-12-23
C006282,Fitness Enthusiast,34,Medium-High,2023-04-05
C006283,Trendy,37,Medium-High,2023-05-10
C006284,Casual Shopper,57,Medium-Low,2023-05-31
C006285,Premium,32,High,2023-08-28
C006286,Premium,18,High,2023-12-05
C006287,Casual Shopper,18,Medium-Low,2023-02-08
C006288,Premium,26,High,2023-11-24
C006289,Casual Shopper,30,Medium-Low,2023-08-21
C006290,Trendy,48,Medium-High,2023-05-22
C006291,Value-Conscious,61,Medium,2023-08-07
C006292,Fitness Enthusiast,32,Medium-High,2023-12-21
C006293,Value-Conscious,41,Medium,2023-12-08
C006294,Fitness Enthusiast,52,Medium-High,2023-06-15
C006295,Value-Conscious,43,Medium,2023-05-12
C006296,Premium,30,High,2023-03-24
C006297,Premium,33,High,2023-02-07
C006298,Trendy,34,Medium-High,2023-05-22
C006299,Value-Conscious,52,Medium,2023-02-01
C006300,Trendy,47,Medium-High,2023-07-15
C006301,Premium,46,High,2023-07-18
C006302,Casual Shopper,40,Medium-Low,2023-06-20
C006303,Casual Shopper,37,Medium-Low,2023-01-31
C006304,Value-Conscious,33,Medium,2023-05-13
C006305,Premium,20,High,2023-05-16
C006306,Value-Conscious,43,Medium,2023-04-02
C006307,Trendy,28,Medium-High,2023-08-14
C006308,Casual Shopper,45,Medium-Low,2023-02-05
C006309,Fitness Enthusiast,18,Medium-High,2023-09-09
C006310,Casual Shopper,22,Medium-Low,2023-04-13
C006311,Trendy,46,Medium-High,2023-11-09
C006312,Value-Conscious,53,Medium,2023-07-21
C006313,Casual Shopper,45,Medium-Low,2023-04-02
C006314,Value-Conscious,24,Medium,2023-11-27
C006315,Value-Conscious,48,Medium,2023-09-09
C006316,Trendy,24,Medium-High,2023-02-25
C006317,Fitness Enthusiast,48,Medium-High,2023-03-15
C006318,Casual Shopper,21,Medium-Low,2023-10-04
C006319,Value-Conscious,29,Medium,2023-08-09
C006320,Value-Conscious,18,Medium,2023-04-22
C006321,Value-Conscious,22,Medium,2023-11-11
C006322,Casual Shopper,43,Medium-Low,2023-11-26
C006323,Fitness Enthusiast,59,Medium-High,2023-02-24
C006324,Premium,49,High,2023-08-15
C006325,Fitness Enthusiast,44,Medium-High,2023-05-13
C006326,Fitness Enthusiast,18,Medium-High,2023-02-22
C006327,Trendy,30,Medium-High,2023-01-18
C006328,Premium,55,High,2023-02-07
C006329,Casual Shopper,35,Medium-Low,2023-02-06
C006330,Trendy,20,Medium-High,2023-10-20
C006331,Trendy,29,Medium-High,2023-05-09
C006332,Value-Conscious,18,Medium,2023-08-17
C006333,Trendy,46,Medium-High,2023-01-10
C006334,Value-Conscious,18,Medium,2023-09-12
C006335,Fitness Enthusiast,18,Medium-High,2023-03-18
C006336,Trendy,35,Medium-High,2023-12-01
C006337,Fitness Enthusiast,19,Medium-High,2023-11-24
C006338,Casual Shopper,37,Medium-Low,2023-01-01
C006339,Value-Conscious,45,Medium,2023-01-20
C006340,Casual Shopper,28,Medium-Low,2023-12-07
C006341,Fitness Enthusiast,51,Medium-High,2023-07-19
C006342,Casual Shopper,43,Medium-Low,2023-05-17
C006343,Premium,41,High,2023-03-19
C006344,Premium,50,High,2023-12-25
C006345,Trendy,37,Medium-High,2023-06-18
C006346,Trendy,30,Medium-High,2023-07-20
C006347,Fitness Enthusiast,39,Medium-High,2023-10-22
C006348,Value-Conscious,20,Medium,2023-01-02
C006349,Casual Shopper,46,Medium-Low,2023-09-21
C006350,Casual Shopper,46,Medium-Low,2023-12-29
C006351,Fitness Enthusiast,32,Medium-High,2023-09-09
C006352,Casual Shopper,27,Medium-Low,2023-09-02
C006353,Trendy,37,Medium-High,2023-08-12
C006354,Trendy,18,Medium-High,2023-07-26
C006355,Value-Conscious,30,Medium,2023-02-05
C006356,Premium,50,High,2023-10-04
C006357,Premium,22,High,2023-04-26
C006358,Fitness Enthusiast,52,Medium-High,2023-01-02
C006359,Casual Shopper,40,Medium-Low,2023-07-16
C006360,Value-Conscious,42,Medium,2023-12-19
C006361,Trendy,27,Medium-High,2023-09-04
C006362,Casual Shopper,24,Medium-Low,2023-03-04
C006363,Fitness Enthusiast,31,Medium-High,2023-10-18
C006364,Premium,56,High,2023-10-02
C006365,Premium,27,High,2023-07-03
C006366,Casual Shopper,18,Medium-Low,2023-06-20
C006367,Premium,36,High,2023-12-16
C006368,Premium,49,High,2023-06-05
C006369,Casual Shopper,37,Medium-Low,2023-07-25
C006370,Trendy,57,Medium-High,2023-01-29
C006371,Premium,43,High,2023-11-20
C006372,Premium,38,High,2023-11-28
C006373,Value-Conscious,31,Medium,2023-02-16
C006374,Casual Shopper,41,Medium-Low,2023-07-07
C006375,Trendy,18,Medium-High,2023-10-01
C006376,Value-Conscious,56,Medium,2023-06-24
C006377,Premium,45,High,2023-02-11
C006378,Casual Shopper,45,Medium-Low,2023-08-24
C006379,Casual Shopper,34,Medium-Low,2023-05-29
C006380,Value-Conscious,51,Medium,2023-11-28
C006381,Premium,32,High,2023-04-14
C006382,Casual Shopper,28,Medium-Low,2023-04-01
C006383,Fitness Enthusiast,35,Medium-High,2023-10-11
C006384,Value-Conscious,45,Medium,2023-01-21
C006385,Casual Shopper,26,Medium-Low,2023-07-16
C006386,Value-Conscious,24,Medium,2023-12-05
C006387,Trendy,24,Medium-High,2023-04-08
C006388,Trendy,29,Medium-High,2023-06-03
C006389,Fitness Enthusiast,47,Medium-High,2023-12-23
C006390,Value-Conscious,37,Medium,2023-07-19
C006391,Value-Conscious,21,Medium,2023-02-24
C006392,Casual Shopper,63,Medium-Low,2023-11-19
C006393,Casual Shopper,19,Medium-Low,2023-12-19
C006394,Trendy,29,Medium-High,2023-07-03
C006395,Premium,23,High,2023-09-07
C006396,Value-Conscious,26,Medium,2023-02-13
C006397,Premium,35,High,2023-11-20
C006398,Casual Shopper,32,Medium-Low,2023-08-13
C006399,Casual Shopper,25,Medium-Low,2023-04-08
C006400,Value-Conscious,38,Medium,2023-03-13
C006401,Premium,40,High,2023-01-19
C006402,Value-Conscious,42,Medium,2023-04-09
C006403,Value-Conscious,36,Medium,2023-01-13
C006404,Casual Shopper,40,Medium-Low,2023-10-31
C006405,Value-Conscious,42,Medium,2023-05-03
C006406,Casual Shopper,27,Medium-Low,2023-09-08
C006407,Casual Shopper,59,Medium-Low,2023-07-19
C006408,Casual Shopper,55,Medium-Low,2023-02-02
C006409,Value-Conscious,45,Medium,2023-10-04
C006410,Value-Conscious,30,Medium,2023-11-26
C006411,Trendy,18,Medium-High,2023-06-07
C006412,Casual Shopper,18,Medium-Low,2023-09-13
C006413,Casual Shopper,31,Medium-Low,2023-10-01
C006414,Value-Conscious,55,Medium,2023-08-19
C006415,Casual Shopper,32,Medium-Low,2023-01-09
C006416,Trendy,23,Medium-High,2023-01-19
C006417,Fitness Enthusiast,24,Medium-High,2023-06-23
C006418,Premium,55,High,2023-01-29
C006419,Trendy,31,Medium-High,2023-06-22
C006420,Trendy,54,Medium-High,2023-01-22
C006421,Fitness Enthusiast,23,Medium-High,2023-07-27
C006422,Fitness Enthusiast,24,Medium-High,2023-03-02
C006423,Casual Shopper,29,Medium-Low,2023-04-19
C006424,Premium,41,High,2023-12-01
C006425,Premium,44,High,2023-12-08
C006426,Value-Conscious,26,Medium,2023-09-25
C006427,Casual Shopper,27,Medium-Low,2023-08-23
C006428,Fitness Enthusiast,18,Medium-High,2023-12-14
C006429,Value-Conscious,18,Medium,2023-10-02
C006430,Premium,23,High,2023-03-18
C006431,Trendy,52,Medium-High,2023-10-24
C006432,Casual Shopper,23,Medium-Low,2023-04-30
C006433,Trendy,36,Medium-High,2023-02-06
C006434,Premium,30,High,2023-01-19
C006435,Casual Shopper,22,Medium-Low,2023-03-14
C006436,Casual Shopper,42,Medium-Low,2023-09-08
C006437,Fitness Enthusiast,28,Medium-High,2023-12-01
C006438,Trendy,46,Medium-High,2023-01-10
C006439,Fitness Enthusiast,46,Medium-High,2023-08-30
C006440,Premium,28,High,2023-11-13
C006441,Premium,44,High,2023-01-24
C006442,Casual Shopper,44,Medium-Low,2023-05-05
C006443,Fitness Enthusiast,31,Medium-High,2023-12-26
C006444,Fitness Enthusiast,29,Medium-High,2023-11-29
C006445,Value-Conscious,38,Medium,2023-03-08
C006446,Premium,58,High,2023-01-08
C006447,Value-Conscious,49,Medium,2023-03-30
C006448,Casual Shopper,35,Medium-Low,2023-11-20
C006449,Casual Shopper,18,Medium-Low,2023-01-26
C006450,Premium,34,High,2023-06-07
C006451,Trendy,18,Medium-High,2023-02-19
C006452,Premium,18,High,2023-08-22
C006453,Trendy,25,Medium-High,2023-11-09
C006454,Fitness Enthusiast,36,Medium-High,2023-03-29
C006455,Premium,26,High,2023-10-30
C006456,Casual Shopper,50,Medium-Low,2023-02-02
C006457,Trendy,34,Medium-High,2023-02-24
C006458,Casual Shopper,27,Medium-Low,2023-02-28
C006459,Value-Conscious,43,Medium,2023-09-12
C006460,Casual Shopper,25,Medium-Low,2023-11-01
C006461,Fitness Enthusiast,36,Medium-High,2023-11-12
C006462,Value-Conscious,18,Medium,2023-04-23
C006463,Value-Conscious,25,Medium,2023-02-02
C006464,Trendy,49,Medium-High,2023-04-14
C006465,Trendy,40,Medium-High,2023-08-07
C006466,Casual Shopper,37,Medium-Low,2023-06-22
C006467,Trendy,42,Medium-High,2023-12-14
C006468,Premium,49,High,2023-07-25
C006469,Premium,34,High,2023-06-16
C006470,Casual Shopper,28,Medium-Low,2023-03-03
C006471,Value-Conscious,44,Medium,2023-12-17
C006472,Casual Shopper,32,Medium-Low,2023-10-22
C006473,Casual Shopper,28,Medium-Low,2023-10-07
C006474,Premium,30,High,2023-03-12
C006475,Premium,40,High,2023-06-14
C006476,Premium,18,High,2023-04-20
C006477,Premium,40,High,2023-01-24
C006478,Casual Shopper,21,Medium-Low,2023-10-31
C006479,Trendy,26,Medium-High,2023-03-30
C006480,Premium,18,High,2023-06-21
C006481,Value-Conscious,42,Medium,2023-02-02
C006482,Casual Shopper,37,Medium-Low,2023-03-03
C006483,Premium,21,High,2023-05-21
C006484,Value-Conscious,44,Medium,2023-03-14
C006485,Casual Shopper,18,Medium-Low,2023-08-01
C006486,Value-Conscious,30,Medium,2023-03-28
C006487,Value-Conscious,18,Medium,2023-12-23
C006488,Casual Shopper,32,Medium-Low,2023-07-09
C006489,Value-Conscious,28,Medium,2023-10-11
C006490,Fitness Enthusiast,20,Medium-High,2023-03-26
C006491,Premium,34,High,2023-08-13
C006492,Value-Conscious,22,Medium,2023-05-05
C006493,Trendy,18,Medium-High,2023-10-25
C006494,Premium,18,High,2023-01-21
C006495,Premium,29,High,2023-03-10
C006496,Premium,31,High,2023-02-21
C006497,Casual Shopper,24,Medium-Low,2023-11-20
C006498,Casual Shopper,52,Medium-Low,2023-11-10
C006499,Casual Shopper,38,Medium-Low,2023-07-12
C006500,Trendy,39,Medium-High,2023-03-22
C006501,Premium,23,High,2023-01-09
C006502,Trendy,22,Medium-High,2023-09-07
C006503,Value-Conscious,36,Medium,2023-02-11
C006504,Value-Conscious,31,Medium,2023-01-04
C006505,Trendy,38,Medium-High,2023-01-04
C006506,Trendy,31,Medium-High,2023-04-02
C006507,Fitness Enthusiast,43,Medium-High,2023-02-15
C006508,Fitness Enthusiast,34,Medium-High,2023-12-28
C006509,Trendy,32,Medium-High,2023-11-30
C006510,Value-Conscious,40,Medium,2023-10-31
C006511,Premium,54,High,2023-05-26
C006512,Casual Shopper,42,Medium-Low,2023-08-02
C006513,Premium,19,High,2023-12-22
C006514,Casual Shopper,32,Medium-Low,2023-09-01
C006515,Value-Conscious,32,Medium,2023-12-21
C006516,Value-Conscious,38,Medium,2023-03-06
C006517,Fitness Enthusiast,29,Medium-High,2023-04-16
C006518,Trendy,34,Medium-High,2023-03-15
C006519,Premium,35,High,2023-11-24
C006520,Value-Conscious,37,Medium,2023-05-19
C006521,Trendy,19,Medium-High,2023-09-25
C006522,Premium,20,High,2023-08-19
C006523,Casual Shopper,18,Medium-Low,2023-07-30
C006524,Fitness Enthusiast,58,Medium-High,2023-05-03
C006525,Value-Conscious,18,Medium,2023-03-31
C006526,Value-Conscious,35,Medium,2023-11-09
C006527,Casual Shopper,42,Medium-Low,2023-12-21
C006528,Value-Conscious,22,Medium,2023-01-20
C006529,Trendy,49,Medium-High,2023-11-02
C006530,Trendy,35,Medium-High,2023-04-03
C006531,Value-Conscious,54,Medium,2023-09-13
C006532,Fitness Enthusiast,23,Medium-High,2023-11-10
C006533,Premium,32,High,2023-02-15
C006534,Value-Conscious,28,Medium,2023-11-18
C006535,Value-Conscious,27,Medium,2023-06-04
C006536,Premium,27,High,2023-06-28
C006537,Fitness Enthusiast,30,Medium-High,2023-08-03
C006538,Value-Conscious,29,Medium,2023-01-03
C006539,Fitness Enthusiast,44,Medium-High,2023-10-13
C006540,Premium,43,High,2023-05-01
C006541,Casual Shopper,18,Medium-Low,2023-04-09
C006542,Trendy,27,Medium-High,2023-03-02
C006543,Casual Shopper,39,Medium-Low,2023-09-29
C006544,Fitness Enthusiast,37,Medium-High,2023-02-18
C006545,Value-Conscious,31,Medium,2023-11-13
C006546,Fitness Enthusiast,34,Medium-High,2023-07-05
C006547,Value-Conscious,30,Medium,2023-10-04
C006548,Value-Conscious,45,Medium,2023-09-17
C006549,Premium,43,High,2023-04-23
C006550,Premium,31,High,2023-08-26
C006551,Trendy,33,Medium-High,2023-11-17
C006552,Value-Conscious,31,Medium,2023-12-04
C006553,Value-Conscious,32,Medium,2023-04-17
C006554,Value-Conscious,47,Medium,2023-05-22
C006555,Trendy,29,Medium-High,2023-01-28
C006556,Trendy,27,Medium-High,2023-04-10
C006557,Value-Conscious,33,Medium,2023-02-27
C006558,Casual Shopper,59,Medium-Low,2023-03-18
C006559,Fitness Enthusiast,30,Medium-High,2023-12-17
C006560,Value-Conscious,25,Medium,2023-08-31
C006561,Value-Conscious,42,Medium,2023-09-12
C006562,Trendy,43,Medium-High,2023-04-01
C006563,Trendy,36,Medium-High,2023-03-23
C006564,Casual Shopper,26,Medium-Low,2023-12-10
C006565,Trendy,45,Medium-High,2023-01-23
C006566,Value-Conscious,20,Medium,2023-01-28
C006567,Trendy,18,Medium-High,2023-11-27
C006568,Casual Shopper,32,Medium-Low,2023-07-06
C006569,Fitness Enthusiast,57,Medium-High,2023-05-26
C006570,Fitness Enthusiast,36,Medium-High,2023-04-18
C006571,Trendy,30,Medium-High,2023-08-11
C006572,Value-Conscious,39,Medium,2023-05-09
C006573,Casual Shopper,39,Medium-Low,2023-06-21
C006574,Value-Conscious,61,Medium,2023-11-12
C006575,Fitness Enthusiast,48,Medium-High,2023-08-21
C006576,Trendy,24,Medium-High,2023-01-23
C006577,Casual Shopper,40,Medium-Low,2023-02-23
C006578,Trendy,33,Medium-High,2023-01-27
