ProductID,ProductName,Category,Subcategory,Size,Season,Color,Brand,Cost,Price,SupplierID,LaunchDate,Margin
P0380,KiddoFashion Skirts Blue 7,Girls Clothing,Skirts,7,Summer,Blue,KiddoFashion,28.85,50.76,SUP005,2023-04-06,43.16
P0381,TinyTrends Skirts Red 5T,Girls Clothing,Skirts,5T,Summer,Red,TinyTrends,10.47,21.07,SUP005,2023-01-29,50.31
P0382,MiniMode Skirts Pink 14,Girls Clothing,Skirts,14,Winter,Pink,MiniMode,14.01,24.94,SUP014,2022-12-02,43.83
P0383,MiniMode Skirts Pink 14,Girls Clothing,Skirts,14,Fall,Pink,MiniMode,8.75,16.34,SUP008,2023-06-12,46.45
P0384,JuniorWear Skirts Purple 10,Girls Clothing,Skirts,10,Winter,Purple,JuniorWear,26.46,45.5,SUP001,2022-04-03,41.85
P0385,KiddoFashion Skirts Green 8,Girls Clothing,Skirts,8,All Season,Green,KiddoFashion,16.44,28.68,SUP004,2023-08-21,42.68
P0386,KidsStyle Skirts Yellow 7,Girls Clothing,Skirts,7,Spring,Yellow,KidsStyle,11.21,19.43,SUP008,2023-09-04,42.31
P0387,PetitMode Skirts Red 10,Girls Clothing,Skirts,10,Fall,Red,PetitMode,10.24,20.1,SUP014,2022-04-21,49.05
P0388,JuniorWear Skirts Beige 8,Girls Clothing,Skirts,8,Summer,Beige,JuniorWear,22.15,46.89,SUP006,2023-02-17,52.76
P0389,YouthStyle Skirts Red 7,Girls Clothing,Skirts,7,Spring,Red,YouthStyle,13.5,24.17,SUP010,2023-07-30,44.15
P0390,PetitMode Skirts Yellow 5T,Girls Clothing,Skirts,5T,Fall,Yellow,PetitMode,23.92,43.8,SUP002,2023-01-31,45.39
P0391,PetitMode Skirts Yellow 12,Girls Clothing,Skirts,12,Winter,Yellow,PetitMode,22.72,42.76,SUP014,2023-10-01,46.87
P0392,LittleFashion Skirts Blue 14,Girls Clothing,Skirts,14,Spring,Blue,LittleFashion,12.58,25.07,SUP007,2023-01-18,49.82
P0393,BabyChic Skirts Pink 7,Girls Clothing,Skirts,7,All Season,Pink,BabyChic,13.05,22.26,SUP004,2023-09-09,41.37
P0394,PetitMode Skirts Red 12,Girls Clothing,Skirts,12,Winter,Red,PetitMode,19.56,38.34,SUP001,2022-02-09,48.98
P0395,KiddoFashion Skirts Orange 4T,Girls Clothing,Skirts,4T,Fall,Orange,KiddoFashion,19.82,33.48,SUP008,2022-06-02,40.8
P0396,LittleFashion Skirts White 14,Girls Clothing,Skirts,14,All Season,White,LittleFashion,11.37,21.13,SUP015,2023-09-20,46.19
P0397,YouthStyle Skirts Navy 7,Girls Clothing,Skirts,7,Summer,Navy,YouthStyle,19.09,35.24,SUP012,2022-11-03,45.83
P0398,PetitMode Skirts Orange 14,Girls Clothing,Skirts,14,Fall,Orange,PetitMode,9.13,15.72,SUP009,2023-05-17,41.92
P0399,KiddoFashion Skirts Red 14,Girls Clothing,Skirts,14,Fall,Red,KiddoFashion,27.96,52.28,SUP006,2022-12-06,46.52
P0400,SmallStyle Skirts Yellow 3T,Girls Clothing,Skirts,3T,Winter,Yellow,SmallStyle,25.22,42.87,SUP013,2023-10-07,41.17
P0401,KiddoFashion Skirts Yellow 2T,Girls Clothing,Skirts,2T,All Season,Yellow,KiddoFashion,20.47,43.29,SUP011,2023-08-16,52.71
P0402,KidsStyle Skirts Navy 14,Girls Clothing,Skirts,14,Summer,Navy,KidsStyle,20.59,38.05,SUP008,2022-06-24,45.89
P0403,YouthStyle Skirts Pink 12,Girls Clothing,Skirts,12,All Season,Pink,YouthStyle,17.92,31.97,SUP014,2023-11-29,43.95
P0404,SmallStyle Skirts Beige 5T,Girls Clothing,Skirts,5T,Spring,Beige,SmallStyle,30.84,52.37,SUP002,2022-07-15,41.11
P0405,BabyChic Skirts Black 2T,Girls Clothing,Skirts,2T,Winter,Black,BabyChic,15.42,33.03,SUP003,2023-02-27,53.32
P0406,PetitMode Skirts Navy 5T,Girls Clothing,Skirts,5T,Winter,Navy,PetitMode,31.32,54.39,SUP015,2023-04-28,42.42
P0407,PetitMode Skirts Green 2T,Girls Clothing,Skirts,2T,Summer,Green,PetitMode,11.76,19.99,SUP009,2022-11-29,41.17
P0408,YouthStyle Skirts White 10,Girls Clothing,Skirts,10,All Season,White,YouthStyle,26.29,49.8,SUP003,2023-04-16,47.21
P0409,PetitMode Skirts White 12,Girls Clothing,Skirts,12,Fall,White,PetitMode,19.71,38.65,SUP011,2023-11-29,49.0
P0410,KiddoFashion Skirts Green 6,Girls Clothing,Skirts,6,All Season,Green,KiddoFashion,8.6,17.19,SUP004,2022-10-13,49.97
P0411,MiniMode Skirts Yellow 12,Girls Clothing,Skirts,12,Fall,Yellow,MiniMode,21.23,47.11,SUP013,2022-10-23,54.94
P0412,BabyChic Skirts Purple 5T,Girls Clothing,Skirts,5T,Winter,Purple,BabyChic,14.45,28.34,SUP006,2023-07-28,49.01
P0413,TinyTrends Skirts Navy 6,Girls Clothing,Skirts,6,Fall,Navy,TinyTrends,21.46,36.5,SUP011,2023-07-11,41.21
P0414,BabyChic Skirts Pink 8,Girls Clothing,Skirts,8,Winter,Pink,BabyChic,14.48,28.85,SUP005,2022-02-13,49.81
P0415,BabyChic Skirts Purple 6,Girls Clothing,Skirts,6,Spring,Purple,BabyChic,23.04,44.5,SUP011,2022-09-20,48.22
P0416,MiniMode Skirts Orange 10,Girls Clothing,Skirts,10,Summer,Orange,MiniMode,12.42,23.98,SUP005,2023-07-30,48.21
P0417,TinyTrends Skirts Navy 6,Girls Clothing,Skirts,6,Summer,Navy,TinyTrends,9.83,20.63,SUP012,2023-08-24,52.35
P0418,KidsStyle Skirts Gray 5T,Girls Clothing,Skirts,5T,Summer,Gray,KidsStyle,17.91,34.93,SUP015,2023-06-28,48.73
P0419,KidsStyle Skirts Blue 5T,Girls Clothing,Skirts,5T,Summer,Blue,KidsStyle,26.02,51.59,SUP007,2022-12-05,49.56
P0420,LittleFashion Skirts Red 10,Girls Clothing,Skirts,10,Spring,Red,LittleFashion,20.82,38.22,SUP009,2022-06-11,45.53
P0421,KiddoFashion Skirts Gray 8,Girls Clothing,Skirts,8,Winter,Gray,KiddoFashion,8.53,15.52,SUP004,2022-10-22,45.04
P0422,KidsStyle Skirts Blue 7,Girls Clothing,Skirts,7,Fall,Blue,KidsStyle,13.14,22.12,SUP011,2023-08-11,40.6
P0423,KidsStyle Skirts Pink 5T,Girls Clothing,Skirts,5T,All Season,Pink,KidsStyle,10.73,20.95,SUP007,2022-06-30,48.78
P0424,KiddoFashion Skirts Pink 2T,Girls Clothing,Skirts,2T,Winter,Pink,KiddoFashion,11.04,18.41,SUP015,2022-10-24,40.03
P0425,JuniorWear Skirts Navy 2T,Girls Clothing,Skirts,2T,Spring,Navy,JuniorWear,18.92,35.09,SUP010,2022-04-20,46.08
P0426,KiddoFashion Skirts Gray 7,Girls Clothing,Skirts,7,Fall,Gray,KiddoFashion,9.94,17.68,SUP009,2023-06-21,43.78
P0427,PetitMode Skirts Purple 10,Girls Clothing,Skirts,10,Summer,Purple,PetitMode,13.68,23.4,SUP005,2022-07-17,41.54
P0428,LittleFashion Skirts Beige 3T,Girls Clothing,Skirts,3T,Fall,Beige,LittleFashion,11.11,23.21,SUP008,2023-10-26,52.13
P0429,KidsStyle Skirts Beige 6,Girls Clothing,Skirts,6,Summer,Beige,KidsStyle,8.57,16.46,SUP006,2022-10-30,47.93
P0430,LittleFashion Skirts Navy 14,Girls Clothing,Skirts,14,Summer,Navy,LittleFashion,17.29,37.59,SUP014,2023-10-17,54.0
P0431,PetitMode Leggings White 8,Girls Clothing,Leggings,8,Winter,White,PetitMode,23.84,46.02,SUP002,2023-02-15,48.2
P0432,LittleFashion Leggings Purple 3T,Girls Clothing,Leggings,3T,Summer,Purple,LittleFashion,18.57,35.98,SUP006,2022-09-12,48.39
P0433,YouthStyle Leggings Green 2T,Girls Clothing,Leggings,2T,Fall,Green,YouthStyle,16.57,31.03,SUP008,2022-10-01,46.6
P0434,SmallStyle Leggings Beige 7,Girls Clothing,Leggings,7,Fall,Beige,SmallStyle,10.12,21.21,SUP010,2022-01-12,52.29
P0435,MiniMode Leggings Red 6,Girls Clothing,Leggings,6,Fall,Red,MiniMode,29.28,49.47,SUP011,2022-05-02,40.81
P0436,LittleFashion Leggings Black 10,Girls Clothing,Leggings,10,Fall,Black,LittleFashion,14.68,29.93,SUP011,2023-05-30,50.95
P0437,JuniorWear Leggings White 6,Girls Clothing,Leggings,6,Spring,White,JuniorWear,20.84,40.76,SUP010,2022-08-15,48.87
P0438,KiddoFashion Leggings Pink 5T,Girls Clothing,Leggings,5T,Summer,Pink,KiddoFashion,7.58,16.02,SUP008,2023-09-13,52.68
P0439,PetitMode Leggings Purple 7,Girls Clothing,Leggings,7,Winter,Purple,PetitMode,23.95,43.64,SUP013,2023-07-05,45.12
P0440,SmallStyle Leggings Blue 5T,Girls Clothing,Leggings,5T,Summer,Blue,SmallStyle,7.77,16.08,SUP009,2023-04-03,51.68
P0441,TinyTrends Leggings Navy 12,Girls Clothing,Leggings,12,Fall,Navy,TinyTrends,13.35,24.24,SUP002,2022-03-05,44.93
P0442,MiniMode Leggings Navy 12,Girls Clothing,Leggings,12,All Season,Navy,MiniMode,7.35,15.79,SUP009,2022-06-03,53.45
P0443,PetitMode Leggings Purple 4T,Girls Clothing,Leggings,4T,Fall,Purple,PetitMode,22.41,47.0,SUP002,2023-11-28,52.32
P0444,KiddoFashion Leggings Blue 5T,Girls Clothing,Leggings,5T,All Season,Blue,KiddoFashion,19.97,41.11,SUP015,2023-06-07,51.42
P0445,KiddoFashion Leggings Pink 10,Girls Clothing,Leggings,10,Spring,Pink,KiddoFashion,9.23,18.98,SUP009,2023-03-02,51.37
P0446,KidsStyle Leggings Orange 10,Girls Clothing,Leggings,10,All Season,Orange,KidsStyle,25.38,43.89,SUP008,2023-11-20,42.17
P0447,YouthStyle Leggings Yellow 6,Girls Clothing,Leggings,6,Spring,Yellow,YouthStyle,24.57,48.21,SUP014,2022-01-04,49.04
P0448,TinyTrends Leggings Red 5T,Girls Clothing,Leggings,5T,All Season,Red,TinyTrends,20.06,41.72,SUP007,2022-12-19,51.92
P0449,KidsStyle Leggings Blue 3T,Girls Clothing,Leggings,3T,All Season,Blue,KidsStyle,15.62,26.73,SUP015,2023-04-29,41.56
P0450,YouthStyle Leggings Pink 2T,Girls Clothing,Leggings,2T,Fall,Pink,YouthStyle,7.18,15.52,SUP013,2022-05-19,53.74
P0451,YouthStyle Leggings Purple 8,Girls Clothing,Leggings,8,Fall,Purple,YouthStyle,10.59,23.32,SUP014,2023-01-22,54.59
P0452,PetitMode Leggings Pink 8,Girls Clothing,Leggings,8,Spring,Pink,PetitMode,11.96,22.26,SUP011,2022-12-23,46.27
P0453,PetitMode Leggings Black 3T,Girls Clothing,Leggings,3T,Summer,Black,PetitMode,18.6,31.86,SUP009,2022-05-11,41.62
P0454,KidsStyle Leggings Yellow 5T,Girls Clothing,Leggings,5T,Spring,Yellow,KidsStyle,23.91,47.7,SUP008,2023-11-21,49.87
P0455,PetitMode Leggings Black 12,Girls Clothing,Leggings,12,Winter,Black,PetitMode,12.87,25.38,SUP014,2022-08-24,49.29
P0456,BabyChic Leggings Pink 5T,Girls Clothing,Leggings,5T,Winter,Pink,BabyChic,18.93,38.61,SUP005,2022-07-13,50.97
P0457,YouthStyle Leggings Navy 3T,Girls Clothing,Leggings,3T,Spring,Navy,YouthStyle,20.44,39.97,SUP013,2022-01-17,48.86
P0458,TinyTrends Leggings Blue 5T,Girls Clothing,Leggings,5T,Summer,Blue,TinyTrends,19.11,37.08,SUP010,2022-02-04,48.46
P0459,KidsStyle Leggings Green 10,Girls Clothing,Leggings,10,All Season,Green,KidsStyle,15.86,26.78,SUP012,2022-02-15,40.78
P0460,MiniMode Leggings Orange 8,Girls Clothing,Leggings,8,Winter,Orange,MiniMode,21.45,45.54,SUP004,2022-02-27,52.9
P0461,JuniorWear Leggings Green 4T,Girls Clothing,Leggings,4T,All Season,Green,JuniorWear,26.02,49.74,SUP014,2023-08-13,47.69
P0462,SmallStyle Leggings Gray 7,Girls Clothing,Leggings,7,All Season,Gray,SmallStyle,28.94,50.78,SUP014,2022-11-25,43.01
P0463,LittleFashion Leggings Gray 5T,Girls Clothing,Leggings,5T,Fall,Gray,LittleFashion,14.51,32.01,SUP009,2022-08-15,54.67
P0464,JuniorWear Leggings Red 8,Girls Clothing,Leggings,8,Fall,Red,JuniorWear,13.68,25.75,SUP009,2023-08-29,46.87
P0465,PetitMode Leggings Purple 4T,Girls Clothing,Leggings,4T,Winter,Purple,PetitMode,19.71,40.34,SUP001,2022-12-19,51.14
P0466,BabyChic Leggings Beige 8,Girls Clothing,Leggings,8,All Season,Beige,BabyChic,11.83,20.57,SUP007,2023-02-23,42.49
P0467,YouthStyle Leggings Pink 4T,Girls Clothing,Leggings,4T,Fall,Pink,YouthStyle,28.76,54.38,SUP013,2023-07-05,47.11
P0468,MiniMode Leggings Yellow 10,Girls Clothing,Leggings,10,Summer,Yellow,MiniMode,10.73,21.87,SUP014,2022-05-28,50.94
P0469,PetitMode Leggings Black 10,Girls Clothing,Leggings,10,Spring,Black,PetitMode,9.24,15.74,SUP007,2023-07-25,41.3
P0470,YouthStyle Leggings Green 12,Girls Clothing,Leggings,12,Summer,Green,YouthStyle,10.57,19.71,SUP005,2022-07-28,46.37
P0471,KiddoFashion Leggings White 7,Girls Clothing,Leggings,7,Spring,White,KiddoFashion,13.84,25.96,SUP002,2023-07-03,46.69
P0472,JuniorWear Leggings Black 5T,Girls Clothing,Leggings,5T,Spring,Black,JuniorWear,23.59,41.06,SUP011,2023-09-12,42.55
P0473,TinyTrends Leggings Green 14,Girls Clothing,Leggings,14,Spring,Green,TinyTrends,10.51,23.26,SUP013,2023-08-25,54.82
P0474,KiddoFashion Leggings Green 12,Girls Clothing,Leggings,12,Summer,Green,KiddoFashion,11.98,20.48,SUP014,2022-12-07,41.5
P0475,MiniMode Leggings Green 6,Girls Clothing,Leggings,6,Spring,Green,MiniMode,26.96,49.96,SUP012,2022-05-01,46.04
P0476,SmallStyle Leggings Beige 10,Girls Clothing,Leggings,10,Summer,Beige,SmallStyle,21.45,39.02,SUP004,2023-02-11,45.03
P0477,BabyChic Leggings Yellow 5T,Girls Clothing,Leggings,5T,All Season,Yellow,BabyChic,12.92,22.01,SUP007,2023-04-23,41.3
P0478,JuniorWear Leggings Yellow 12,Girls Clothing,Leggings,12,Fall,Yellow,JuniorWear,16.11,31.75,SUP006,2023-06-10,49.26
P0479,TinyTrends Leggings Beige 10,Girls Clothing,Leggings,10,Winter,Beige,TinyTrends,16.34,35.76,SUP008,2022-11-24,54.31
P0480,BabyChic Leggings Black 5T,Girls Clothing,Leggings,5T,Fall,Black,BabyChic,12.14,21.65,SUP001,2023-07-31,43.93
P0481,KidsStyle Leggings Yellow 5T,Girls Clothing,Leggings,5T,Summer,Yellow,KidsStyle,9.9,18.31,SUP009,2023-08-22,45.93
P0482,JuniorWear Leggings Pink 14,Girls Clothing,Leggings,14,Winter,Pink,JuniorWear,12.61,24.81,SUP004,2022-12-04,49.17
P0483,SmallStyle Leggings Green 5T,Girls Clothing,Leggings,5T,Winter,Green,SmallStyle,13.36,26.55,SUP008,2023-07-18,49.68
P0484,KiddoFashion Leggings Beige 7,Girls Clothing,Leggings,7,Fall,Beige,KiddoFashion,21.64,43.76,SUP011,2023-05-18,50.55
P0485,BabyChic Leggings Pink 10,Girls Clothing,Leggings,10,Summer,Pink,BabyChic,19.64,37.66,SUP003,2023-07-14,47.85
P0486,PetitMode Leggings Gray 10,Girls Clothing,Leggings,10,Summer,Gray,PetitMode,24.54,41.55,SUP001,2023-06-21,40.94
P0487,KidsStyle Leggings Red 2T,Girls Clothing,Leggings,2T,Spring,Red,KidsStyle,21.36,44.3,SUP007,2022-05-21,51.78
P0488,LittleFashion Leggings Red 5T,Girls Clothing,Leggings,5T,Spring,Red,LittleFashion,7.95,16.25,SUP004,2023-06-02,51.08
P0489,KidsStyle Leggings Navy 10,Girls Clothing,Leggings,10,Fall,Navy,KidsStyle,17.76,38.8,SUP011,2023-11-14,54.23
P0490,KiddoFashion Leggings Red 14,Girls Clothing,Leggings,14,Winter,Red,KiddoFashion,18.8,34.85,SUP001,2023-06-29,46.05
P0491,KidsStyle Jackets Red 12,Girls Clothing,Jackets,12,Winter,Red,KidsStyle,16.05,28.37,SUP009,2022-10-09,43.43
P0492,KidsStyle Jackets Orange 12,Girls Clothing,Jackets,12,Fall,Orange,KidsStyle,8.88,19.26,SUP014,2023-11-22,53.89
P0493,TinyTrends Jackets Blue 8,Girls Clothing,Jackets,8,Summer,Blue,TinyTrends,23.14,44.13,SUP009,2022-06-02,47.56
P0494,SmallStyle Jackets Orange 5T,Girls Clothing,Jackets,5T,Summer,Orange,SmallStyle,21.92,42.54,SUP005,2022-12-29,48.47
P0495,TinyTrends Jackets White 6,Girls Clothing,Jackets,6,Winter,White,TinyTrends,14.24,24.86,SUP007,2023-04-16,42.72
P0496,MiniMode Jackets Yellow 14,Girls Clothing,Jackets,14,Summer,Yellow,MiniMode,26.04,46.98,SUP011,2022-03-24,44.57
P0497,YouthStyle Jackets Black 2T,Girls Clothing,Jackets,2T,Spring,Black,YouthStyle,13.94,25.89,SUP007,2023-07-20,46.16
P0498,KidsStyle Jackets Beige 10,Girls Clothing,Jackets,10,Spring,Beige,KidsStyle,13.65,29.44,SUP003,2022-03-26,53.63
P0499,BabyChic Jackets Navy 10,Girls Clothing,Jackets,10,Winter,Navy,BabyChic,24.32,51.69,SUP014,2022-04-08,52.95
P0500,MiniMode Jackets Green 12,Girls Clothing,Jackets,12,Spring,Green,MiniMode,27.4,53.01,SUP015,2023-08-04,48.31
P0501,KidsStyle Jackets Blue 10,Girls Clothing,Jackets,10,Fall,Blue,KidsStyle,11.91,22.41,SUP011,2022-10-15,46.85
P0502,KidsStyle Jackets Pink 12,Girls Clothing,Jackets,12,All Season,Pink,KidsStyle,27.95,49.92,SUP015,2022-11-19,44.01
P0503,SmallStyle Jackets Pink 2T,Girls Clothing,Jackets,2T,Summer,Pink,SmallStyle,25.94,47.26,SUP013,2023-02-12,45.11
P0504,LittleFashion Jackets Navy 3T,Girls Clothing,Jackets,3T,Fall,Navy,LittleFashion,24.65,42.69,SUP004,2023-08-04,42.26
P0505,BabyChic Jackets Black 8,Girls Clothing,Jackets,8,All Season,Black,BabyChic,13.08,24.99,SUP013,2022-05-24,47.66
P0506,BabyChic Jackets Red 3T,Girls Clothing,Jackets,3T,All Season,Red,BabyChic,14.27,23.85,SUP002,2023-03-24,40.17
P0507,BabyChic Jackets Navy 5T,Girls Clothing,Jackets,5T,Spring,Navy,BabyChic,24.05,52.76,SUP013,2023-09-21,54.42
P0508,BabyChic Jackets Red 14,Girls Clothing,Jackets,14,Winter,Red,BabyChic,25.45,43.22,SUP011,2022-10-07,41.12
P0509,MiniMode Jackets White 10,Girls Clothing,Jackets,10,Winter,White,MiniMode,11.89,22.22,SUP009,2023-01-20,46.49
P0510,SmallStyle Jackets Gray 8,Girls Clothing,Jackets,8,Summer,Gray,SmallStyle,23.49,51.62,SUP007,2022-03-29,54.49
P0511,MiniMode Jackets Beige 14,Girls Clothing,Jackets,14,Fall,Beige,MiniMode,21.22,42.9,SUP002,2022-03-26,50.54
P0512,YouthStyle Jackets Beige 6,Girls Clothing,Jackets,6,Summer,Beige,YouthStyle,30.96,51.98,SUP013,2023-10-12,40.44
P0513,BabyChic Jackets White 4T,Girls Clothing,Jackets,4T,Winter,White,BabyChic,27.5,52.77,SUP002,2022-04-04,47.89
P0514,KiddoFashion Jackets White 2T,Girls Clothing,Jackets,2T,Fall,White,KiddoFashion,28.53,49.48,SUP013,2022-10-04,42.34
P0515,TinyTrends Jackets Pink 3T,Girls Clothing,Jackets,3T,Summer,Pink,TinyTrends,15.94,27.76,SUP007,2023-04-05,42.58
P0516,PetitMode Jackets Black 12,Girls Clothing,Jackets,12,All Season,Black,PetitMode,8.89,16.48,SUP002,2022-01-27,46.06
P0517,PetitMode Jackets Blue 3T,Girls Clothing,Jackets,3T,Fall,Blue,PetitMode,11.33,24.2,SUP010,2023-09-05,53.18
P0518,KidsStyle Jackets Yellow 7,Girls Clothing,Jackets,7,Winter,Yellow,KidsStyle,10.02,18.08,SUP007,2023-02-02,44.58
P0519,MiniMode Jackets Navy 3T,Girls Clothing,Jackets,3T,All Season,Navy,MiniMode,15.97,28.59,SUP009,2022-06-23,44.14
P0520,LittleFashion Jackets Yellow 8,Girls Clothing,Jackets,8,Summer,Yellow,LittleFashion,8.76,17.61,SUP005,2022-10-02,50.26
P0521,TinyTrends Jackets Pink 10,Girls Clothing,Jackets,10,Summer,Pink,TinyTrends,20.8,36.58,SUP007,2022-10-10,43.14
P0522,KiddoFashion Jackets Blue 8,Girls Clothing,Jackets,8,Fall,Blue,KiddoFashion,15.09,27.75,SUP006,2022-09-15,45.62
P0523,SmallStyle Jackets Navy 5T,Girls Clothing,Jackets,5T,Winter,Navy,SmallStyle,27.36,50.44,SUP004,2023-04-14,45.76
P0524,JuniorWear Jackets Red 3T,Girls Clothing,Jackets,3T,Summer,Red,JuniorWear,11.03,24.32,SUP007,2022-12-07,54.65
P0525,BabyChic Jackets Purple 14,Girls Clothing,Jackets,14,Winter,Purple,BabyChic,22.57,49.8,SUP006,2023-03-17,54.68
P0526,JuniorWear Jackets White 14,Girls Clothing,Jackets,14,Summer,White,JuniorWear,26.46,49.99,SUP010,2022-07-25,47.07
P0527,LittleFashion Jackets Black 10,Girls Clothing,Jackets,10,Fall,Black,LittleFashion,29.95,52.56,SUP006,2022-10-26,43.02
P0528,MiniMode Jackets White 10,Girls Clothing,Jackets,10,All Season,White,MiniMode,27.6,54.92,SUP007,2022-10-15,49.75
P0529,TinyTrends Jackets Navy 8,Girls Clothing,Jackets,8,Fall,Navy,TinyTrends,23.32,45.69,SUP004,2023-08-30,48.96
P0530,PetitMode Jackets Red 12,Girls Clothing,Jackets,12,Summer,Red,PetitMode,18.61,34.2,SUP012,2023-04-18,45.58
P0531,JuniorWear Jackets Beige 5T,Girls Clothing,Jackets,5T,Winter,Beige,JuniorWear,29.85,49.95,SUP002,2023-02-23,40.24
P0532,JuniorWear Jackets Green 10,Girls Clothing,Jackets,10,Summer,Green,JuniorWear,23.44,45.73,SUP005,2023-11-06,48.74
P0533,YouthStyle Jackets Blue 4T,Girls Clothing,Jackets,4T,Winter,Blue,YouthStyle,17.86,31.85,SUP008,2023-09-05,43.92
P0534,YouthStyle Jackets Orange 10,Girls Clothing,Jackets,10,All Season,Orange,YouthStyle,11.45,24.55,SUP009,2023-03-05,53.36
P0535,BabyChic Jackets Beige 12,Girls Clothing,Jackets,12,Spring,Beige,BabyChic,14.39,29.18,SUP015,2023-07-04,50.69
P0536,TinyTrends Jackets Green 14,Girls Clothing,Jackets,14,Spring,Green,TinyTrends,13.02,26.85,SUP011,2023-11-12,51.51
P0537,SmallStyle Jackets Red 7,Girls Clothing,Jackets,7,Summer,Red,SmallStyle,7.55,16.68,SUP010,2023-10-23,54.74
P0538,YouthStyle Jackets Blue 8,Girls Clothing,Jackets,8,Fall,Blue,YouthStyle,28.03,54.51,SUP001,2022-04-11,48.58
P0539,PetitMode Jackets Beige 6,Girls Clothing,Jackets,6,Summer,Beige,PetitMode,16.76,30.37,SUP009,2023-07-26,44.81
P0540,MiniMode Jackets Purple 14,Girls Clothing,Jackets,14,All Season,Purple,MiniMode,14.06,23.73,SUP006,2023-02-05,40.75
P0541,PetitMode Jackets Pink 10,Girls Clothing,Jackets,10,All Season,Pink,PetitMode,21.53,46.45,SUP006,2022-01-26,53.65
P0542,JuniorWear Jackets Black 10,Girls Clothing,Jackets,10,Spring,Black,JuniorWear,18.45,31.7,SUP015,2022-03-29,41.8
P0543,BabyChic Jackets Yellow 3T,Girls Clothing,Jackets,3T,Summer,Yellow,BabyChic,27.46,52.79,SUP006,2023-04-12,47.98
P0544,KiddoFashion Jackets White 5T,Girls Clothing,Jackets,5T,All Season,White,KiddoFashion,18.78,39.54,SUP008,2022-04-10,52.5
P0545,BabyChic Jackets Blue 10,Girls Clothing,Jackets,10,Winter,Blue,BabyChic,26.49,54.65,SUP005,2022-02-15,51.53
P0546,BabyChic Jackets Gray 3T,Girls Clothing,Jackets,3T,Spring,Gray,BabyChic,28.86,52.71,SUP002,2023-11-25,45.25
P0547,PetitMode Jackets Pink 4T,Girls Clothing,Jackets,4T,Summer,Pink,PetitMode,20.71,39.31,SUP009,2022-06-13,47.32
P0548,YouthStyle Jackets Purple 7,Girls Clothing,Jackets,7,All Season,Purple,YouthStyle,11.55,24.23,SUP004,2023-02-19,52.33
P0549,YouthStyle Jackets Black 4T,Girls Clothing,Jackets,4T,Summer,Black,YouthStyle,11.39,23.82,SUP001,2023-09-21,52.18
P0550,SmallStyle Jackets Black 5T,Girls Clothing,Jackets,5T,Winter,Black,SmallStyle,23.21,46.18,SUP007,2022-01-05,49.74
P0551,JuniorWear Onesies Beige 3-6M,Infants,Onesies,3-6M,Summer,Beige,JuniorWear,5.69,9.56,SUP013,2022-03-06,40.48
P0552,PetitMode Onesies Pink 18-24M,Infants,Onesies,18-24M,Spring,Pink,PetitMode,18.77,31.86,SUP006,2022-11-30,41.09
P0553,TinyTrends Onesies Yellow 3-6M,Infants,Onesies,3-6M,Winter,Yellow,TinyTrends,16.6,34.86,SUP011,2023-05-17,52.38
P0554,SmallStyle Onesies Black 18-24M,Infants,Onesies,18-24M,Fall,Black,SmallStyle,10.54,18.7,SUP010,2023-02-06,43.64
P0555,BabyChic Onesies White 18-24M,Infants,Onesies,18-24M,Spring,White,BabyChic,12.67,26.79,SUP014,2023-04-14,52.71
P0556,JuniorWear Onesies Navy 18-24M,Infants,Onesies,18-24M,Summer,Navy,JuniorWear,14.52,30.03,SUP010,2022-03-28,51.65
P0557,TinyTrends Onesies Green 3-6M,Infants,Onesies,3-6M,Fall,Green,TinyTrends,7.45,14.04,SUP005,2022-04-30,46.94
P0558,LittleFashion Onesies Orange 3-6M,Infants,Onesies,3-6M,Fall,Orange,LittleFashion,12.89,24.01,SUP007,2023-03-05,46.31
P0559,SmallStyle Onesies Black 18-24M,Infants,Onesies,18-24M,Summer,Black,SmallStyle,6.09,10.47,SUP007,2022-07-10,41.83
P0560,LittleFashion Onesies Orange 12-18M,Infants,Onesies,12-18M,All Season,Orange,LittleFashion,7.12,15.17,SUP003,2023-05-17,53.07
P0561,LittleFashion Onesies White 6-12M,Infants,Onesies,6-12M,Summer,White,LittleFashion,18.99,32.0,SUP014,2023-04-07,40.66
P0562,BabyChic Onesies Red 18-24M,Infants,Onesies,18-24M,Spring,Red,BabyChic,17.87,31.28,SUP008,2022-05-20,42.87
P0563,PetitMode Onesies Orange 3-6M,Infants,Onesies,3-6M,Winter,Orange,PetitMode,13.68,25.69,SUP011,2023-05-22,46.75
P0564,YouthStyle Onesies Beige 12-18M,Infants,Onesies,12-18M,Winter,Beige,YouthStyle,5.29,10.35,SUP014,2023-03-31,48.89
P0565,TinyTrends Onesies Navy 12-18M,Infants,Onesies,12-18M,Summer,Navy,TinyTrends,8.83,18.06,SUP001,2022-08-14,51.11
P0566,JuniorWear Onesies Green 6-12M,Infants,Onesies,6-12M,Spring,Green,JuniorWear,14.44,27.53,SUP009,2022-10-23,47.55
P0567,SmallStyle Onesies Beige 3-6M,Infants,Onesies,3-6M,Winter,Beige,SmallStyle,4.92,10.19,SUP013,2023-05-23,51.72
P0568,TinyTrends Onesies Navy 18-24M,Infants,Onesies,18-24M,All Season,Navy,TinyTrends,12.2,26.45,SUP002,2022-10-02,53.88
