customer_id,favorite_category,recommended_products,recommendation_count
C032992,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00155,P00083,P00368",10
C012002,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C031374,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00256,P00155,P00083,P00368",10
C034140,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C049070,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C030827,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C026463,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C044300,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C025410,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C036828,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C034183,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024211,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C043068,Fashion,"P00758,P00600,P00465,P00667,P00774,P00622,P00729,P00752,P00614,P00546",10
C025635,Electronics,"P00287,P00276,P00211,P00309,P00054,P00140,P00256,P00155,P00083,P00368",10
C022979,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C013998,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C035302,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C008755,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C042704,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C038509,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024727,Beauty & Personal Care,"P01528,P01442,P01538,P01472,P01440,P01419,P01425,P01516,P01346,P01395",10
C024482,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C032745,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C000311,Electronics,"P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C023853,Electronics,"P00287,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C019461,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C015230,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C007262,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C034150,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C032310,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C035361,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C004109,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C035957,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C032458,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C009011,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C037334,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C031672,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00155,P00083,P00368",10
C049512,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C045710,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C012395,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C027517,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C014797,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C006194,Electronics,"P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368,P00258",10
C044441,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C018797,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C044114,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C021979,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C033436,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024046,Electronics,"P00287,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C039948,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C015531,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C013040,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C011875,Electronics,"P00287,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C027522,Grocery & Food,"P01135,P01307,P01207,P01161,P01127,P01174,P01114,P01340,P01263,P01213",10
C041482,Electronics,"P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C042551,Beauty & Personal Care,"P01528,P01442,P01538,P01472,P01440,P01419,P01425,P01516,P01346,P01395",10
C047611,Electronics,"P00287,P00276,P00211,P00309,P00190,P00140,P00256,P00155,P00083,P00368",10
C049438,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024179,Electronics,"P00287,P00276,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C041997,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C020752,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028726,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C015495,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00155,P00083,P00368",10
C046137,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C042783,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C004504,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00083,P00258",10
C036679,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C044062,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C014533,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C015124,Home & Furniture,"P00974,P01027,P00965,P01018,P00819,P00964,P01048,P00879,P00844,P01090",10
C023750,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C034284,Beauty & Personal Care,"P01528,P01442,P01538,P01472,P01440,P01419,P01425,P01346,P01395,P01511",10
C030845,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C022776,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C039259,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C031205,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C008238,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C046890,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C048823,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C019701,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C030750,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C017918,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C011267,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C031609,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C047117,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C009735,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028145,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C020661,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C048180,Beauty & Personal Care,"P01528,P01442,P01538,P01472,P01440,P01419,P01425,P01516,P01346,P01395",10
C021941,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C002112,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024509,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C009140,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C026090,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C048544,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028342,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C025358,Beauty & Personal Care,"P01528,P01442,P01538,P01472,P01440,P01419,P01425,P01516,P01346,P01395",10
C033439,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C020964,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C037017,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C012014,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C011978,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C011162,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C017575,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C047750,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C033316,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C046505,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C017966,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C017560,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C013468,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C020914,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C031651,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C007530,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C048065,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C022796,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C012488,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C046371,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C009777,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C047635,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C041655,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C006177,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C002291,Beauty & Personal Care,"P01528,P01442,P01538,P01472,P01440,P01419,P01425,P01516,P01346,P01395",10
C016644,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C016019,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C022985,Electronics,"P00287,P00276,P00211,P00309,P00190,P00140,P00256,P00155,P00083,P00368",10
C012969,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C027536,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C004219,Beauty & Personal Care,"P01528,P01442,P01538,P01472,P01440,P01425,P01516,P01346,P01395,P01511",10
C011230,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C018345,Books & Media,"P01689,P01602,P01592,P01566,P01605,P01555,P01567,P01664,P01670,P01547",10
C008246,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C033492,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C030843,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00256,P00155,P00083,P00368",10
C047288,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C022543,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C041253,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C029915,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C017425,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C016740,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C044992,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C048073,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C022078,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C025140,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C015354,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028900,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C021110,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C026254,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C019346,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C017862,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C027313,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C034918,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C036884,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C045783,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C015064,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C036987,Electronics,"P00287,P00276,P00211,P00309,P00190,P00140,P00256,P00155,P00083,P00368",10
C041307,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C021908,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00844,P01090",10
C038356,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C025649,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C033127,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C005424,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C014784,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C007598,Electronics,"P00287,P00276,P00211,P00309,P00190,P00140,P00256,P00155,P00083,P00368",10
C003876,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C012966,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C028805,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C043793,Books & Media,"P01689,P01602,P01592,P01566,P01605,P01555,P01567,P01664,P01670,P01547",10
C002333,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C046346,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C011303,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C003945,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C007454,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C034047,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C009785,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C001872,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C040182,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00368",10
C000333,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C029189,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C006504,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C039108,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C011744,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C029903,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C032169,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C012591,Fashion,"P00455,P00758,P00466,P00465,P00774,P00622,P00729,P00752,P00546,P00596",10
C004433,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P01090",10
C025368,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C022246,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C027796,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00752,P00614",10
C010916,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C025213,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C029766,Beauty & Personal Care,"P01528,P01442,P01538,P01472,P01440,P01419,P01425,P01516,P01346,P01395",10
C011627,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C034759,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C003543,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C005069,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C020154,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C048642,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C042693,Electronics,"P00287,P00276,P00211,P00190,P00054,P00140,P00155,P00083,P00368,P00258",10
C004321,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C012838,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C041354,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024011,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00622,P00729,P00752,P00614",10
C026667,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C032218,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C022122,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C015628,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C025023,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C043172,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C041365,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C038726,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C037715,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C032226,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C001684,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C012416,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C016322,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C047664,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C020155,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C047360,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C004062,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024533,Home & Furniture,"P00974,P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844",10
C044805,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C027433,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C018623,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C041518,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00083,P00368",10
C002181,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C042659,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C029041,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C033311,Fashion,"P00455,P00758,P00600,P00465,P00667,P00774,P00622,P00729,P00752,P00614",10
C043036,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C047073,Electronics,"P00287,P00276,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C007659,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C035560,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C038393,Beauty & Personal Care,"P01528,P01442,P01538,P01472,P01440,P01419,P01425,P01516,P01346,P01395",10
C048500,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C016343,Electronics,"P00287,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C027118,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C001042,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C049988,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C048874,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00155,P00083,P00368",10
C000405,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C029729,Electronics,"P00287,P00276,P00211,P00309,P00190,P00140,P00256,P00155,P00083,P00368",10
C029236,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00155,P00083,P00368",10
C030085,Fashion,"P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752,P00614",10
C019727,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C015424,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C002613,Beauty & Personal Care,"P01528,P01538,P01472,P01440,P01419,P01425,P01516,P01346,P01395,P01511",10
C047291,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C030987,Home & Furniture,"P01027,P00965,P01018,P00817,P00819,P00964,P01048,P00879,P00844,P00960",10
C010733,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024198,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C043661,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C037809,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C013743,Fashion,"P00455,P00758,P00466,P00600,P00465,P00667,P00774,P00622,P00729,P00752",10
C018684,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C029531,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C044130,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C047953,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024218,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C024356,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C018300,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C001491,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C029377,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C048492,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C010542,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
C021889,Electronics,"P00287,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083,P00368",10
C010996,Electronics,"P00287,P00276,P00211,P00309,P00190,P00054,P00140,P00256,P00155,P00083",10
