CustomerID,Segment,Age,IncomeLevel,JoinDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment
C006406,Casual Shopper,27,Medium-Low,2023-09-08,250.0,7.0,8758.9,1,2,1,121,4.0,Lost Customers
C006407,Casual Shopper,59,Medium-Low,2023-07-19,62.0,5.0,10321.25,3,1,2,312,6.0,Recent Customers
C006408,Casual Shopper,55,Medium-Low,2023-02-02,26.0,9.0,26872.87,4,4,5,445,13.0,Champions
C006409,Value-Conscious,45,Medium,2023-10-04,8.0,7.0,10020.69,5,2,2,522,9.0,Potential Loyalists
C006410,Value-Conscious,30,Medium,2023-11-26,15.0,11.0,9460.26,5,5,2,552,12.0,Loyal Customers
C006411,Trendy,18,Medium-High,2023-06-07,3.0,9.0,14073.72,5,4,3,543,12.0,Loyal Customers
C006412,Casual Shopper,18,Medium-Low,2023-09-13,450.0,2.0,3549.25,1,1,1,111,3.0,Lost Customers
C006413,Casual Shopper,31,Medium-Low,2023-10-01,69.0,8.0,14107.619999999999,3,3,3,333,9.0,Potential Loyalists
C006414,Value-Conscious,55,Medium,2023-08-19,45.0,11.0,11579.3,4,5,2,452,11.0,Loyal Customers
C006415,Casual Shopper,32,Medium-Low,2023-01-09,162.0,9.0,23420.46,1,4,4,144,9.0,Potential Loyalists
C006416,Trendy,23,Medium-High,2023-01-19,81.0,8.0,10701.6,2,3,2,232,7.0,Potential Loyalists
C006417,Fitness Enthusiast,24,Medium-High,2023-06-23,473.0,2.0,3875.04,1,1,1,111,3.0,Lost Customers
C006418,Premium,55,High,2023-01-29,119.0,9.0,30742.379999999997,2,4,5,245,11.0,Loyal Customers
C006419,Trendy,31,Medium-High,2023-06-22,64.0,14.0,26418.72,3,5,5,355,13.0,Champions
C006420,Trendy,54,Medium-High,2023-01-22,6.0,11.0,20933.51,5,5,4,554,14.0,Champions
C006421,Fitness Enthusiast,23,Medium-High,2023-07-27,15.0,10.0,18550.0,5,4,4,544,13.0,Champions
C006422,Fitness Enthusiast,24,Medium-High,2023-03-02,27.0,9.0,17366.34,4,4,3,443,11.0,Loyal Customers
C006423,Casual Shopper,29,Medium-Low,2023-04-19,115.0,10.0,25715.260000000002,2,4,5,245,11.0,Loyal Customers
C006424,Premium,41,High,2023-12-01,153.0,3.0,15533.27,1,1,3,113,5.0,At Risk
C006425,Premium,44,High,2023-12-08,34.0,6.0,22316.91,4,2,4,424,10.0,Loyal Customers
C006426,Value-Conscious,26,Medium,2023-09-25,125.0,5.0,3183.5,2,1,1,211,4.0,Lost Customers
C006427,Casual Shopper,27,Medium-Low,2023-08-23,99.0,8.0,28574.36,2,3,5,235,10.0,Loyal Customers
C006428,Fitness Enthusiast,18,Medium-High,2023-12-14,41.0,15.0,23943.48,4,5,4,454,13.0,Champions
C006429,Value-Conscious,18,Medium,2023-10-02,78.0,6.0,7296.799999999999,3,2,1,321,6.0,Recent Customers
C006430,Premium,23,High,2023-03-18,186.0,5.0,14439.81,1,1,3,113,5.0,At Risk
C006431,Trendy,52,Medium-High,2023-10-24,17.0,9.0,13628.11,5,4,3,543,12.0,Loyal Customers
C006432,Casual Shopper,23,Medium-Low,2023-04-30,99.0,7.0,24605.9,2,2,5,225,9.0,Potential Loyalists
C006433,Trendy,36,Medium-High,2023-02-06,7.0,6.0,12437.48,5,2,2,522,9.0,Potential Loyalists
C006434,Premium,30,High,2023-01-19,318.0,8.0,29209.76,1,3,5,135,9.0,Potential Loyalists
C006435,Casual Shopper,22,Medium-Low,2023-03-14,12.0,11.0,20559.0,5,5,4,554,14.0,Champions
C006436,Casual Shopper,42,Medium-Low,2023-09-08,19.0,7.0,17020.829999999998,5,2,3,523,10.0,Loyal Customers
C006437,Fitness Enthusiast,28,Medium-High,2023-12-01,121.0,11.0,30087.69,2,5,5,255,12.0,Loyal Customers
C006438,Trendy,46,Medium-High,2023-01-10,56.0,5.0,7381.59,3,1,1,311,5.0,Recent Customers
C006439,Fitness Enthusiast,46,Medium-High,2023-08-30,308.0,8.0,21587.97,1,3,4,134,8.0,Potential Loyalists
C006440,Premium,28,High,2023-11-13,210.0,9.0,31589.27,1,4,5,145,10.0,Loyal Customers
C006441,Premium,44,High,2023-01-24,10.0,9.0,28282.53,5,4,5,545,14.0,Champions
C006442,Casual Shopper,44,Medium-Low,2023-05-05,4.0,5.0,16877.4,5,1,3,513,9.0,Potential Loyalists
C006443,Fitness Enthusiast,31,Medium-High,2023-12-26,79.0,6.0,10729.71,3,2,2,322,7.0,Potential Loyalists
C006444,Fitness Enthusiast,29,Medium-High,2023-11-29,4.0,9.0,17374.57,5,4,3,543,12.0,Loyal Customers
C006445,Value-Conscious,38,Medium,2023-03-08,81.0,5.0,7275.799999999999,2,1,1,211,4.0,Lost Customers
C006446,Premium,58,High,2023-01-08,38.0,9.0,38867.14,4,4,5,445,13.0,Champions
C006447,Value-Conscious,49,Medium,2023-03-30,66.0,11.0,11687.72,3,5,2,352,10.0,Loyal Customers
C006448,Casual Shopper,35,Medium-Low,2023-11-20,21.0,12.0,34483.46,5,5,5,555,15.0,Champions
C006449,Casual Shopper,18,Medium-Low,2023-01-26,19.0,8.0,29656.85,5,3,5,535,13.0,Champions
C006450,Premium,34,High,2023-06-07,370.0,7.0,16790.34,1,2,3,123,6.0,At Risk
C006451,Trendy,18,Medium-High,2023-02-19,98.0,12.0,16143.67,2,5,3,253,10.0,Loyal Customers
C006452,Premium,18,High,2023-08-22,10.0,8.0,31959.59,5,3,5,535,13.0,Champions
C006453,Trendy,25,Medium-High,2023-11-09,205.0,10.0,18147.0,1,4,4,144,9.0,Potential Loyalists
C006454,Fitness Enthusiast,36,Medium-High,2023-03-29,96.0,4.0,8658.119999999999,2,1,1,211,4.0,Lost Customers
C006455,Premium,26,High,2023-10-30,57.0,6.0,17677.57,3,2,4,324,9.0,Potential Loyalists
C006456,Casual Shopper,50,Medium-Low,2023-02-02,148.0,8.0,16244.47,1,3,3,133,7.0,Potential Loyalists
C006457,Trendy,34,Medium-High,2023-02-24,316.0,5.0,5223.87,1,1,1,111,3.0,Lost Customers
C006458,Casual Shopper,27,Medium-Low,2023-02-28,23.0,8.0,15018.51,4,3,3,433,10.0,Loyal Customers
C006459,Value-Conscious,43,Medium,2023-09-12,144.0,13.0,9958.39,1,5,2,152,8.0,Potential Loyalists
C006460,Casual Shopper,25,Medium-Low,2023-11-01,73.0,8.0,17346.56,3,3,3,333,9.0,Potential Loyalists
C006461,Fitness Enthusiast,36,Medium-High,2023-11-12,11.0,6.0,13303.49,5,2,3,523,10.0,Loyal Customers
C006462,Value-Conscious,18,Medium,2023-04-23,40.0,4.0,4160.82,4,1,1,411,6.0,Recent Customers
C006463,Value-Conscious,25,Medium,2023-02-02,33.0,7.0,6474.28,4,2,1,421,7.0,Potential Loyalists
C006464,Trendy,49,Medium-High,2023-04-14,52.0,6.0,11389.67,3,2,2,322,7.0,Potential Loyalists
C006465,Trendy,40,Medium-High,2023-08-07,56.0,7.0,19987.52,3,2,4,324,9.0,Potential Loyalists
C006466,Casual Shopper,37,Medium-Low,2023-06-22,125.0,5.0,4043.88,2,1,1,211,4.0,Lost Customers
C006467,Trendy,42,Medium-High,2023-12-14,73.0,8.0,15893.98,3,3,3,333,9.0,Potential Loyalists
C006468,Premium,49,High,2023-07-25,39.0,8.0,32103.14,4,3,5,435,12.0,Loyal Customers
C006469,Premium,34,High,2023-06-16,102.0,10.0,42699.42,2,4,5,245,11.0,Loyal Customers
C006470,Casual Shopper,28,Medium-Low,2023-03-03,11.0,12.0,32021.92,5,5,5,555,15.0,Champions
C006471,Value-Conscious,44,Medium,2023-12-17,153.0,10.0,12045.67,1,4,2,142,7.0,Potential Loyalists
C006472,Casual Shopper,32,Medium-Low,2023-10-22,27.0,7.0,21121.190000000002,4,2,4,424,10.0,Loyal Customers
C006473,Casual Shopper,28,Medium-Low,2023-10-07,3.0,10.0,25547.79,5,4,5,545,14.0,Champions
C006474,Premium,30,High,2023-03-12,25.0,5.0,15087.599999999999,4,1,3,413,8.0,Potential Loyalists
C006475,Premium,40,High,2023-06-14,296.0,3.0,13465.369999999999,1,1,3,113,5.0,At Risk
C006476,Premium,18,High,2023-04-20,148.0,9.0,29207.56,1,4,5,145,10.0,Loyal Customers
C006477,Premium,40,High,2023-01-24,10.0,9.0,32096.079999999998,5,4,5,545,14.0,Champions
C006478,Casual Shopper,21,Medium-Low,2023-10-31,76.0,7.0,9958.7,3,2,2,322,7.0,Potential Loyalists
C006479,Trendy,26,Medium-High,2023-03-30,48.0,11.0,21115.96,3,5,4,354,12.0,Loyal Customers
C006480,Premium,18,High,2023-06-21,121.0,11.0,33642.29,2,5,5,255,12.0,Loyal Customers
C006481,Value-Conscious,42,Medium,2023-02-02,16.0,12.0,11294.55,5,5,2,552,12.0,Loyal Customers
C006482,Casual Shopper,37,Medium-Low,2023-03-03,27.0,4.0,15385.210000000001,4,1,3,413,8.0,Potential Loyalists
C006483,Premium,21,High,2023-05-21,86.0,9.0,27478.29,2,4,5,245,11.0,Loyal Customers
C006484,Value-Conscious,44,Medium,2023-03-14,3.0,7.0,5871.65,5,2,1,521,8.0,Potential Loyalists
C006485,Casual Shopper,18,Medium-Low,2023-08-01,14.0,7.0,7727.389999999999,5,2,1,521,8.0,Potential Loyalists
C006486,Value-Conscious,30,Medium,2023-03-28,150.0,5.0,3667.21,1,1,1,111,3.0,Lost Customers
C006487,Value-Conscious,18,Medium,2023-12-23,90.0,6.0,6006.36,2,2,1,221,5.0,At Risk
C006488,Casual Shopper,32,Medium-Low,2023-07-09,152.0,9.0,17898.95,1,4,4,144,9.0,Potential Loyalists
C006489,Value-Conscious,28,Medium,2023-10-11,29.0,8.0,10045.97,4,3,2,432,9.0,Potential Loyalists
C006490,Fitness Enthusiast,20,Medium-High,2023-03-26,35.0,10.0,24877.15,4,4,5,445,13.0,Champions
C006491,Premium,34,High,2023-08-13,21.0,8.0,21779.85,5,3,4,534,12.0,Loyal Customers
C006492,Value-Conscious,22,Medium,2023-05-05,119.0,10.0,11843.78,2,4,2,242,8.0,Potential Loyalists
C006493,Trendy,18,Medium-High,2023-10-25,75.0,5.0,5789.06,3,1,1,311,5.0,Recent Customers
C006494,Premium,18,High,2023-01-21,7.0,10.0,30880.02,5,4,5,545,14.0,Champions
C006495,Premium,29,High,2023-03-10,151.0,8.0,31286.98,1,3,5,135,9.0,Potential Loyalists
C006496,Premium,31,High,2023-02-21,106.0,8.0,32486.87,2,3,5,235,10.0,Loyal Customers
C006497,Casual Shopper,24,Medium-Low,2023-11-20,58.0,10.0,32075.22,3,4,5,345,12.0,Loyal Customers
C006498,Casual Shopper,52,Medium-Low,2023-11-10,89.0,12.0,28097.76,2,5,5,255,12.0,Loyal Customers
C006499,Casual Shopper,38,Medium-Low,2023-07-12,134.0,9.0,22241.84,2,4,4,244,10.0,Loyal Customers
C006500,Trendy,39,Medium-High,2023-03-22,203.0,10.0,22994.83,1,4,4,144,9.0,Potential Loyalists
C006501,Premium,23,High,2023-01-09,26.0,12.0,48001.450000000004,4,5,5,455,14.0,Champions
C006502,Trendy,22,Medium-High,2023-09-07,18.0,13.0,21228.38,5,5,4,554,14.0,Champions
C006503,Value-Conscious,36,Medium,2023-02-11,117.0,4.0,6431.780000000001,2,1,1,211,4.0,Lost Customers
C006504,Value-Conscious,31,Medium,2023-01-04,50.0,4.0,4948.47,3,1,1,311,5.0,Recent Customers
C006505,Trendy,38,Medium-High,2023-01-04,50.0,12.0,27972.920000000002,3,5,5,355,13.0,Champions
C006506,Trendy,31,Medium-High,2023-04-02,107.0,5.0,8959.3,2,1,2,212,5.0,At Risk
C006507,Fitness Enthusiast,43,Medium-High,2023-02-15,50.0,11.0,29723.33,3,5,5,355,13.0,Champions
C006508,Fitness Enthusiast,34,Medium-High,2023-12-28,184.0,9.0,12523.85,1,4,2,142,7.0,Potential Loyalists
C006509,Trendy,32,Medium-High,2023-11-30,71.0,10.0,30176.05,3,4,5,345,12.0,Loyal Customers
C006510,Value-Conscious,40,Medium,2023-10-31,46.0,5.0,6388.76,3,1,1,311,5.0,Recent Customers
C006511,Premium,54,High,2023-05-26,117.0,9.0,28590.2,2,4,5,245,11.0,Loyal Customers
C006512,Casual Shopper,42,Medium-Low,2023-08-02,31.0,10.0,20634.9,4,4,4,444,12.0,Loyal Customers
C006513,Premium,19,High,2023-12-22,121.0,7.0,25511.33,2,2,5,225,9.0,Potential Loyalists
C006514,Casual Shopper,32,Medium-Low,2023-09-01,107.0,16.0,53417.12,2,5,5,255,12.0,Loyal Customers
C006515,Value-Conscious,32,Medium,2023-12-21,250.0,5.0,6703.09,1,1,1,111,3.0,Lost Customers
C006516,Value-Conscious,38,Medium,2023-03-06,98.0,10.0,17672.38,2,4,4,244,10.0,Loyal Customers
C006517,Fitness Enthusiast,29,Medium-High,2023-04-16,1.0,6.0,9271.32,5,2,2,522,9.0,Potential Loyalists
C006518,Trendy,34,Medium-High,2023-03-15,81.0,6.0,9760.6,2,2,2,222,6.0,At Risk
C006519,Premium,35,High,2023-11-24,122.0,5.0,12645.84,2,1,2,212,5.0,At Risk
C006520,Value-Conscious,37,Medium,2023-05-19,192.0,5.0,5059.99,1,1,1,111,3.0,Lost Customers
C006521,Trendy,19,Medium-High,2023-09-25,95.0,5.0,8215.970000000001,2,1,1,211,4.0,Lost Customers
C006522,Premium,20,High,2023-08-19,126.0,5.0,15446.35,2,1,3,213,6.0,At Risk
C006523,Casual Shopper,18,Medium-Low,2023-07-30,79.0,10.0,24444.8,3,4,5,345,12.0,Loyal Customers
C006524,Fitness Enthusiast,58,Medium-High,2023-05-03,124.0,8.0,15136.3,2,3,3,233,8.0,Potential Loyalists
C006525,Value-Conscious,18,Medium,2023-03-31,31.0,11.0,13100.76,4,5,3,453,12.0,Loyal Customers
C006526,Value-Conscious,35,Medium,2023-11-09,19.0,6.0,6364.82,5,2,1,521,8.0,Potential Loyalists
C006527,Casual Shopper,42,Medium-Low,2023-12-21,4.0,15.0,46222.25,5,5,5,555,15.0,Champions
C006528,Value-Conscious,22,Medium,2023-01-20,173.0,5.0,11415.93,1,1,2,112,4.0,Lost Customers
C006529,Trendy,49,Medium-High,2023-11-02,108.0,10.0,19430.7,2,4,4,244,10.0,Loyal Customers
C006530,Trendy,35,Medium-High,2023-04-03,172.0,4.0,8841.08,1,1,2,112,4.0,Lost Customers
C006531,Value-Conscious,54,Medium,2023-09-13,15.0,7.0,7837.29,5,2,1,521,8.0,Potential Loyalists
C006532,Fitness Enthusiast,23,Medium-High,2023-11-10,236.0,13.0,27166.36,1,5,5,155,11.0,Loyal Customers
C006533,Premium,32,High,2023-02-15,27.0,13.0,47260.54,4,5,5,455,14.0,Champions
C006534,Value-Conscious,28,Medium,2023-11-18,114.0,10.0,9322.58,2,4,2,242,8.0,Potential Loyalists
C006535,Value-Conscious,27,Medium,2023-06-04,32.0,5.0,9293.11,4,1,2,412,7.0,Potential Loyalists
C006536,Premium,27,High,2023-06-28,234.0,12.0,43491.05,1,5,5,155,11.0,Loyal Customers
C006537,Fitness Enthusiast,30,Medium-High,2023-08-03,42.0,12.0,19655.77,4,5,4,454,13.0,Champions
C006538,Value-Conscious,29,Medium,2023-01-03,71.0,8.0,9134.7,3,3,2,332,8.0,Potential Loyalists
C006539,Fitness Enthusiast,44,Medium-High,2023-10-13,37.0,10.0,20192.57,4,4,4,444,12.0,Loyal Customers
C006540,Premium,43,High,2023-05-01,107.0,7.0,17605.92,2,2,4,224,8.0,Potential Loyalists
C006541,Casual Shopper,18,Medium-Low,2023-04-09,120.0,7.0,12008.25,2,2,2,222,6.0,At Risk
C006542,Trendy,27,Medium-High,2023-03-02,167.0,3.0,6261.48,1,1,1,111,3.0,Lost Customers
C006543,Casual Shopper,39,Medium-Low,2023-09-29,155.0,7.0,21246.67,1,2,4,124,7.0,Potential Loyalists
C006544,Fitness Enthusiast,37,Medium-High,2023-02-18,48.0,12.0,36228.99,3,5,5,355,13.0,Champions
C006545,Value-Conscious,31,Medium,2023-11-13,194.0,8.0,9204.83,1,3,2,132,6.0,At Risk
C006546,Fitness Enthusiast,34,Medium-High,2023-07-05,145.0,12.0,25738.87,1,5,5,155,11.0,Loyal Customers
C006547,Value-Conscious,30,Medium,2023-10-04,70.0,9.0,11960.58,3,4,2,342,9.0,Potential Loyalists
C006548,Value-Conscious,45,Medium,2023-09-17,30.0,10.0,9849.43,4,4,2,442,10.0,Loyal Customers
C006549,Premium,43,High,2023-04-23,33.0,10.0,45167.41,4,4,5,445,13.0,Champions
C006550,Premium,31,High,2023-08-26,32.0,8.0,25442.25,4,3,5,435,12.0,Loyal Customers
C006551,Trendy,33,Medium-High,2023-11-17,88.0,6.0,7018.3,2,2,1,221,5.0,At Risk
C006552,Value-Conscious,31,Medium,2023-12-04,11.0,12.0,11476.3,5,5,2,552,12.0,Loyal Customers
C006553,Value-Conscious,32,Medium,2023-04-17,32.0,9.0,8838.630000000001,4,4,2,442,10.0,Loyal Customers
C006554,Value-Conscious,47,Medium,2023-05-22,67.0,8.0,8814.48,3,3,2,332,8.0,Potential Loyalists
C006555,Trendy,29,Medium-High,2023-01-28,70.0,7.0,13675.19,3,2,3,323,8.0,Potential Loyalists
C006556,Trendy,27,Medium-High,2023-04-10,143.0,6.0,9128.96,1,2,2,122,5.0,At Risk
C006557,Value-Conscious,33,Medium,2023-02-27,126.0,6.0,7895.36,2,2,1,221,5.0,At Risk
C006558,Casual Shopper,59,Medium-Low,2023-03-18,153.0,4.0,5836.41,1,1,1,111,3.0,Lost Customers
C006559,Fitness Enthusiast,30,Medium-High,2023-12-17,48.0,11.0,21423.45,3,5,4,354,12.0,Loyal Customers
C006560,Value-Conscious,25,Medium,2023-08-31,36.0,8.0,6057.84,4,3,1,431,8.0,Potential Loyalists
C006561,Value-Conscious,42,Medium,2023-09-12,207.0,6.0,5196.45,1,2,1,121,4.0,Lost Customers
C006562,Trendy,43,Medium-High,2023-04-01,19.0,15.0,33304.45,5,5,5,555,15.0,Champions
C006563,Trendy,36,Medium-High,2023-03-23,7.0,11.0,22016.69,5,5,4,554,14.0,Champions
C006564,Casual Shopper,26,Medium-Low,2023-12-10,49.0,8.0,22457.1,3,3,4,334,10.0,Loyal Customers
C006565,Trendy,45,Medium-High,2023-01-23,40.0,4.0,9321.2,4,1,2,412,7.0,Potential Loyalists
C006566,Value-Conscious,20,Medium,2023-01-28,35.0,9.0,6828.35,4,4,1,441,9.0,Potential Loyalists
C006567,Trendy,18,Medium-High,2023-11-27,96.0,4.0,11665.5,2,1,2,212,5.0,At Risk
C006568,Casual Shopper,32,Medium-Low,2023-07-06,18.0,9.0,20264.43,5,4,4,544,13.0,Champions
C006569,Fitness Enthusiast,57,Medium-High,2023-05-26,15.0,10.0,19868.170000000002,5,4,4,544,13.0,Champions
C006570,Fitness Enthusiast,36,Medium-High,2023-04-18,38.0,11.0,31562.19,4,5,5,455,14.0,Champions
C006571,Trendy,30,Medium-High,2023-08-11,265.0,2.0,3127.98,1,1,1,111,3.0,Lost Customers
C006572,Value-Conscious,39,Medium,2023-05-09,21.0,13.0,12798.1,5,5,3,553,13.0,Champions
C006573,Casual Shopper,39,Medium-Low,2023-06-21,29.0,11.0,19153.84,4,5,4,454,13.0,Champions
C006574,Value-Conscious,61,Medium,2023-11-12,49.0,9.0,9997.19,3,4,2,342,9.0,Potential Loyalists
C006575,Fitness Enthusiast,48,Medium-High,2023-08-21,99.0,10.0,13353.8,2,4,3,243,9.0,Potential Loyalists
C006576,Trendy,24,Medium-High,2023-01-23,37.0,12.0,15464.96,4,5,3,453,12.0,Loyal Customers
C006577,Casual Shopper,40,Medium-Low,2023-02-23,4.0,14.0,33887.82,5,5,5,555,15.0,Champions
C006578,Trendy,33,Medium-High,2023-01-27,135.0,7.0,6566.860000000001,2,2,1,221,5.0,At Risk
C006579,Fitness Enthusiast,35,Medium-High,2023-10-03,240.0,2.0,3150.44,1,1,1,111,3.0,Lost Customers
C006580,Casual Shopper,33,Medium-Low,2023-04-01,77.0,9.0,26913.3,3,4,5,345,12.0,Loyal Customers
C006581,Casual Shopper,33,Medium-Low,2023-03-22,319.0,5.0,16429.9,1,1,3,113,5.0,At Risk
C006582,Premium,18,High,2023-01-15,45.0,12.0,37628.18,4,5,5,455,14.0,Champions
C006583,Trendy,29,Medium-High,2023-09-06,1.0,14.0,38753.12,5,5,5,555,15.0,Champions
C006584,Value-Conscious,33,Medium,2023-09-21,7.0,12.0,12050.49,5,5,2,552,12.0,Loyal Customers
C006585,Value-Conscious,38,Medium,2023-03-01,8.0,13.0,13453.57,5,5,3,553,13.0,Champions
C006586,Casual Shopper,35,Medium-Low,2023-02-06,6.0,9.0,23528.14,5,4,4,544,13.0,Champions
C006587,Fitness Enthusiast,34,Medium-High,2023-05-01,41.0,10.0,17275.33,4,4,3,443,11.0,Loyal Customers
C006588,Casual Shopper,41,Medium-Low,2023-08-16,18.0,9.0,14297.05,5,4,3,543,12.0,Loyal Customers
C006589,Premium,51,High,2023-10-31,65.0,12.0,36366.84,3,5,5,355,13.0,Champions
C006590,Trendy,31,Medium-High,2023-10-24,82.0,9.0,13430.91,2,4,3,243,9.0,Potential Loyalists
C006591,Casual Shopper,24,Medium-Low,2023-06-16,20.0,9.0,18671.53,5,4,4,544,13.0,Champions
C006592,Fitness Enthusiast,45,Medium-High,2023-08-03,23.0,7.0,15168.94,4,2,3,423,9.0,Potential Loyalists
C006593,Trendy,39,Medium-High,2023-04-12,25.0,10.0,19340.01,4,4,4,444,12.0,Loyal Customers
C006594,Trendy,31,Medium-High,2023-12-13,141.0,7.0,9452.6,1,2,2,122,5.0,At Risk
C006595,Casual Shopper,18,Medium-Low,2023-06-16,17.0,5.0,10664.11,5,1,2,512,8.0,Potential Loyalists
C006596,Casual Shopper,45,Medium-Low,2023-04-28,36.0,10.0,26608.8,4,4,5,445,13.0,Champions
C006597,Trendy,24,Medium-High,2023-02-26,91.0,11.0,16083.39,2,5,3,253,10.0,Loyal Customers
C006598,Fitness Enthusiast,32,Medium-High,2023-06-16,11.0,6.0,17896.440000000002,5,2,4,524,11.0,Loyal Customers
C006599,Premium,30,High,2023-04-27,37.0,15.0,46836.659999999996,4,5,5,455,14.0,Champions
C006600,Casual Shopper,46,Medium-Low,2023-02-20,170.0,7.0,20066.96,1,2,4,124,7.0,Potential Loyalists
C006601,Fitness Enthusiast,37,Medium-High,2023-05-02,39.0,4.0,3544.01,4,1,1,411,6.0,Recent Customers
C006602,Casual Shopper,21,Medium-Low,2023-07-31,106.0,5.0,16908.54,2,1,3,213,6.0,At Risk
C006603,Casual Shopper,62,Medium-Low,2023-04-13,149.0,7.0,21882.05,1,2,4,124,7.0,Potential Loyalists
C006604,Casual Shopper,40,Medium-Low,2023-07-12,60.0,8.0,15084.220000000001,3,3,3,333,9.0,Potential Loyalists
C006605,Casual Shopper,26,Medium-Low,2023-04-23,127.0,8.0,11868.73,2,3,2,232,7.0,Potential Loyalists
C006606,Fitness Enthusiast,49,Medium-High,2023-02-07,157.0,7.0,8531.75,1,2,1,121,4.0,Lost Customers
C006607,Trendy,34,Medium-High,2023-08-30,135.0,10.0,18284.69,2,4,4,244,10.0,Loyal Customers
C006608,Premium,32,High,2023-10-27,18.0,10.0,24766.25,5,4,5,545,14.0,Champions
C006609,Premium,33,High,2023-09-06,184.0,6.0,21661.12,1,2,4,124,7.0,Potential Loyalists
C006610,Casual Shopper,34,Medium-Low,2023-01-28,79.0,5.0,15102.750000000002,3,1,3,313,7.0,Potential Loyalists
C006611,Premium,33,High,2023-08-12,13.0,12.0,36631.05,5,5,5,555,15.0,Champions
C006612,Trendy,32,Medium-High,2023-03-16,17.0,13.0,15286.279999999999,5,5,3,553,13.0,Champions
C006613,Fitness Enthusiast,28,Medium-High,2023-04-21,59.0,10.0,21076.38,3,4,4,344,11.0,Loyal Customers
C006614,Premium,25,High,2023-11-09,217.0,4.0,14105.64,1,1,3,113,5.0,At Risk
C006615,Casual Shopper,36,Medium-Low,2023-08-21,74.0,4.0,6397.0,3,1,1,311,5.0,Recent Customers
C006616,Value-Conscious,26,Medium,2023-04-02,82.0,4.0,4466.13,2,1,1,211,4.0,Lost Customers
C006617,Value-Conscious,38,Medium,2023-07-18,45.0,11.0,10665.64,4,5,2,452,11.0,Loyal Customers
C006618,Fitness Enthusiast,49,Medium-High,2023-07-11,165.0,11.0,26627.27,1,5,5,155,11.0,Loyal Customers
C006619,Casual Shopper,34,Medium-Low,2023-03-11,157.0,8.0,11996.3,1,3,2,132,6.0,At Risk
C006620,Trendy,36,Medium-High,2023-08-23,56.0,5.0,7793.16,3,1,1,311,5.0,Recent Customers
C006621,Casual Shopper,46,Medium-Low,2023-04-10,55.0,9.0,24030.32,3,4,4,344,11.0,Loyal Customers
C006622,Fitness Enthusiast,31,Medium-High,2023-11-20,107.0,11.0,30792.45,2,5,5,255,12.0,Loyal Customers
C006623,Trendy,27,Medium-High,2023-07-03,92.0,7.0,16988.69,2,2,3,223,7.0,Potential Loyalists
C006624,Fitness Enthusiast,18,Medium-High,2023-05-19,64.0,9.0,14699.73,3,4,3,343,10.0,Loyal Customers
C006625,Casual Shopper,35,Medium-Low,2023-04-14,50.0,16.0,33209.66,3,5,5,355,13.0,Champions
C006626,Premium,27,High,2023-06-21,73.0,7.0,17893.43,3,2,4,324,9.0,Potential Loyalists
C006627,Casual Shopper,31,Medium-Low,2023-03-07,35.0,7.0,13873.62,4,2,3,423,9.0,Potential Loyalists
C006628,Casual Shopper,18,Medium-Low,2023-01-17,12.0,9.0,12385.08,5,4,2,542,11.0,Loyal Customers
C006629,Premium,31,High,2023-12-21,56.0,14.0,58914.43,3,5,5,355,13.0,Champions
C006630,Value-Conscious,21,Medium,2023-10-19,15.0,5.0,5092.28,5,1,1,511,7.0,Potential Loyalists
C006631,Value-Conscious,19,Medium,2023-01-31,291.0,7.0,6444.47,1,2,1,121,4.0,Lost Customers
C006632,Value-Conscious,22,Medium,2023-05-24,22.0,8.0,8324.89,4,3,1,431,8.0,Potential Loyalists
C006633,Casual Shopper,21,Medium-Low,2023-03-11,30.0,8.0,13805.85,4,3,3,433,10.0,Loyal Customers
C006634,Value-Conscious,44,Medium,2023-02-26,10.0,8.0,7424.54,5,3,1,531,9.0,Potential Loyalists
C006635,Trendy,46,Medium-High,2023-08-27,213.0,7.0,14988.960000000001,1,2,3,123,6.0,At Risk
C006636,Value-Conscious,35,Medium,2023-08-23,1.0,8.0,7422.55,5,3,1,531,9.0,Potential Loyalists
C006637,Fitness Enthusiast,54,Medium-High,2023-08-03,83.0,13.0,30431.46,2,5,5,255,12.0,Loyal Customers
C006638,Fitness Enthusiast,30,Medium-High,2023-03-29,557.0,3.0,9258.63,1,1,2,112,4.0,Lost Customers
C006639,Fitness Enthusiast,18,Medium-High,2023-06-25,129.0,10.0,26964.35,2,4,5,245,11.0,Loyal Customers
C006640,Casual Shopper,24,Medium-Low,2023-04-23,10.0,11.0,18877.51,5,5,4,554,14.0,Champions
C006641,Fitness Enthusiast,33,Medium-High,2023-06-01,242.0,8.0,13981.400000000001,1,3,3,133,7.0,Potential Loyalists
C006642,Value-Conscious,23,Medium,2023-11-06,6.0,8.0,7442.1,5,3,1,531,9.0,Potential Loyalists
C006643,Fitness Enthusiast,34,Medium-High,2023-03-22,27.0,14.0,38230.93,4,5,5,455,14.0,Champions
C006644,Premium,41,High,2023-11-23,6.0,6.0,19741.38,5,2,4,524,11.0,Loyal Customers
C006645,Casual Shopper,22,Medium-Low,2023-11-10,340.0,4.0,10311.88,1,1,2,112,4.0,Lost Customers
C006646,Fitness Enthusiast,51,Medium-High,2023-03-29,81.0,5.0,8695.48,2,1,1,211,4.0,Lost Customers
