CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment
C004783,122,7,6054.73,2,2,1,221,5,At Risk
C004784,79,11,37148.96,3,5,5,355,13,Champions
C004785,6,10,18326.14,5,4,4,544,13,Champions
C004786,11,6,8052.77,5,2,1,521,8,Potential Loyalists
C004787,15,7,11383.94,5,2,2,522,9,Potential Loyalists
C004788,27,11,21949.05,4,5,4,454,13,Champions
C004789,83,7,20612.870000000003,2,2,4,224,8,Potential Loyalists
C004790,62,7,26537.65,3,2,5,325,10,Loyal Customers
C004791,6,9,24823.18,5,3,5,535,13,Champions
C004792,53,14,28342.92,3,5,5,355,13,Champions
C004793,161,6,6288.78,1,2,1,121,4,Lost Customers
C004794,362,3,6243.46,1,1,1,111,3,Lost Customers
C004795,4,9,14938.39,5,3,3,533,11,Loyal Customers
C004796,18,10,12751.25,5,4,3,543,12,Loyal Customers
C004797,143,5,7830.73,1,1,1,111,3,Lost Customers
C004798,104,9,36949.51,2,3,5,235,10,Loyal Customers
C004799,142,9,32545.28,1,3,5,135,9,Potential Loyalists
C004800,60,16,19383.42,3,5,4,354,12,Loyal Customers
C004801,43,7,20556.23,4,2,4,424,10,Loyal Customers
C004802,130,8,30751.18,2,3,5,235,10,Loyal Customers
C004803,219,5,17834.64,1,1,4,114,6,At Risk
C004804,57,7,13450.38,3,2,3,323,8,Potential Loyalists
C004805,161,11,25770.67,1,5,5,155,11,Loyal Customers
C004806,280,4,14319.32,1,1,3,113,5,At Risk
C004807,6,5,8961.35,5,1,2,512,8,Potential Loyalists
C004808,29,7,22486.2,4,2,4,424,10,Loyal Customers
C004809,180,4,6125.68,1,1,1,111,3,Lost Customers
C004810,78,7,8835.12,3,2,2,322,7,Potential Loyalists
C004811,188,6,30296.18,1,2,5,125,8,Potential Loyalists
C004812,55,16,16820.66,3,5,3,353,11,Loyal Customers
C004813,87,14,36940.36,2,5,5,255,12,Loyal Customers
C004814,130,3,2950.6800000000003,2,1,1,211,4,Lost Customers
C004815,11,11,12623.6,5,5,2,552,12,Loyal Customers
C004816,11,5,11170.03,5,1,2,512,8,Potential Loyalists
C004817,201,10,44955.76,1,4,5,145,10,Loyal Customers
C004818,41,7,19249.96,4,2,4,424,10,Loyal Customers
C004819,23,10,9900.39,4,4,2,442,10,Loyal Customers
C004820,85,8,8635.6,2,3,1,231,6,At Risk
C004821,455,4,5342.5,1,1,1,111,3,Lost Customers
C004822,74,5,11785.51,3,1,2,312,6,Recent Customers
C004823,18,8,15163.470000000001,5,3,3,533,11,Loyal Customers
C004824,76,8,13194.16,3,3,3,333,9,Potential Loyalists
C004825,187,2,5993.79,1,1,1,111,3,Lost Customers
C004826,109,6,3998.97,2,2,1,221,5,At Risk
C004827,82,12,22519.8,2,5,4,254,11,Loyal Customers
C004828,172,9,47029.87,1,3,5,135,9,Potential Loyalists
C004829,185,8,8927.3,1,3,2,132,6,At Risk
C004830,125,11,8372.0,2,5,1,251,8,Potential Loyalists
C004831,29,13,13375.28,4,5,3,453,12,Loyal Customers
C004832,3,8,11984.92,5,3,2,532,10,Loyal Customers
C004833,43,7,15776.45,4,2,3,423,9,Potential Loyalists
C004834,11,13,11943.93,5,5,2,552,12,Loyal Customers
C004835,91,7,32423.33,2,2,5,225,9,Potential Loyalists
C004836,122,6,25990.08,2,2,5,225,9,Potential Loyalists
C004837,35,12,12671.07,4,5,2,452,11,Loyal Customers
C004838,72,6,5484.56,3,2,1,321,6,Recent Customers
C004839,19,13,33065.31,5,5,5,555,15,Champions
C004840,2,7,6598.76,5,2,1,521,8,Potential Loyalists
C004841,108,12,24163.79,2,5,4,254,11,Loyal Customers
C004842,53,5,10967.98,3,1,2,312,6,Recent Customers
C004843,105,5,10090.99,2,1,2,212,5,At Risk
C004844,69,11,27016.08,3,5,5,355,13,Champions
C004845,65,5,6921.04,3,1,1,311,5,Recent Customers
C004846,22,9,21283.6,4,3,4,434,11,Loyal Customers
C004847,129,7,12560.24,2,2,2,222,6,At Risk
C004848,194,10,17842.45,1,4,4,144,9,Potential Loyalists
C004849,7,9,9454.48,5,3,2,532,10,Loyal Customers
C004850,52,11,27903.94,3,5,5,355,13,Champions
C004851,341,6,12125.990000000002,1,2,2,122,5,At Risk
C004852,77,9,27013.719999999998,3,3,5,335,11,Loyal Customers
C004853,43,7,13399.55,4,2,3,423,9,Potential Loyalists
C004854,37,6,3556.7599999999998,4,2,1,421,7,Potential Loyalists
C004855,18,7,11586.55,5,2,2,522,9,Potential Loyalists
C004856,72,5,9223.61,3,1,2,312,6,Recent Customers
C004857,15,10,24350.42,5,4,5,545,14,Champions
C004858,64,5,10157.36,3,1,2,312,6,Recent Customers
C004859,134,6,8177.54,2,2,1,221,5,At Risk
C004860,14,9,9225.5,5,3,2,532,10,Loyal Customers
C004861,28,7,20398.48,4,2,4,424,10,Loyal Customers
C004862,37,7,18586.239999999998,4,2,4,424,10,Loyal Customers
C004863,101,7,8024.89,2,2,1,221,5,At Risk
C004864,78,8,8110.47,3,3,1,331,7,Potential Loyalists
C004865,74,8,25029.99,3,3,5,335,11,Loyal Customers
C004866,46,16,29631.73,3,5,5,355,13,Champions
C004867,95,6,13381.09,2,2,3,223,7,Potential Loyalists
C004868,85,11,25445.120000000003,2,5,5,255,12,Loyal Customers
C004869,102,5,5934.88,2,1,1,211,4,Lost Customers
C004870,21,11,27531.8,5,5,5,555,15,Champions
C004871,202,7,12727.41,1,2,3,123,6,At Risk
C004872,144,10,27109.440000000002,1,4,5,145,10,Loyal Customers
C004873,12,13,27500.920000000002,5,5,5,555,15,Champions
C004874,258,10,23849.29,1,4,4,144,9,Potential Loyalists
C004875,106,6,18526.6,2,2,4,224,8,Potential Loyalists
C004876,39,5,8264.35,4,1,1,411,6,Recent Customers
C004877,15,18,15258.81,5,5,3,553,13,Champions
C004878,19,8,17788.5,5,3,4,534,12,Loyal Customers
C004879,86,10,15656.78,2,4,3,243,9,Potential Loyalists
C004880,120,6,7672.4,2,2,1,221,5,At Risk
C004881,61,11,34319.6,3,5,5,355,13,Champions
C004882,65,12,17130.7,3,5,3,353,11,Loyal Customers
C004883,176,10,23864.83,1,4,4,144,9,Potential Loyalists
C004884,11,11,8461.13,5,5,1,551,11,Loyal Customers
C004885,34,9,31107.13,4,3,5,435,12,Loyal Customers
C004886,135,7,12000.18,2,2,2,222,6,At Risk
C004887,31,12,13937.63,4,5,3,453,12,Loyal Customers
C004888,41,11,30193.73,4,5,5,455,14,Champions
C004889,30,10,16726.19,4,4,3,443,11,Loyal Customers
C004890,9,9,23809.58,5,3,4,534,12,Loyal Customers
C004891,61,11,24200.88,3,5,4,354,12,Loyal Customers
C004892,50,12,14123.630000000001,3,5,3,353,11,Loyal Customers
C004893,1,11,34861.159999999996,5,5,5,555,15,Champions
C004894,179,7,17138.75,1,2,3,123,6,At Risk
C004895,158,6,14300.86,1,2,3,123,6,At Risk
C004896,412,5,14227.9,1,1,3,113,5,At Risk
C004897,101,6,14472.89,2,2,3,223,7,Potential Loyalists
C004898,128,5,9616.09,2,1,2,212,5,At Risk
C004899,58,6,11544.21,3,2,2,322,7,Potential Loyalists
C004900,23,8,13816.32,4,3,3,433,10,Loyal Customers
C004901,12,10,32065.4,5,4,5,545,14,Champions
C004902,23,10,11327.36,4,4,2,442,10,Loyal Customers
C004903,55,7,7137.65,3,2,1,321,6,Recent Customers
C004904,146,7,18150.079999999998,1,2,4,124,7,Potential Loyalists
C004905,42,9,31936.18,4,3,5,435,12,Loyal Customers
C004906,58,8,20518.809999999998,3,3,4,334,10,Loyal Customers
C004907,183,7,16104.78,1,2,3,123,6,At Risk
C004908,221,10,19145.75,1,4,4,144,9,Potential Loyalists
C004909,45,9,28962.55,4,3,5,435,12,Loyal Customers
C004910,88,7,9882.63,2,2,2,222,6,At Risk
C004911,20,6,16902.0,5,2,3,523,10,Loyal Customers
C004912,40,14,13147.67,4,5,3,453,12,Loyal Customers
C004913,77,12,43672.1,3,5,5,355,13,Champions
C004914,2,8,8742.88,5,3,1,531,9,Potential Loyalists
C004915,119,7,10141.22,2,2,2,222,6,At Risk
C004916,258,5,6882.16,1,1,1,111,3,Lost Customers
C004917,13,10,14172.07,5,4,3,543,12,Loyal Customers
C004918,66,12,22086.33,3,5,4,354,12,Loyal Customers
C004919,94,7,9356.119999999999,2,2,2,222,6,At Risk
C004920,70,8,15861.189999999999,3,3,3,333,9,Potential Loyalists
C004921,201,7,24299.87,1,2,5,125,8,Potential Loyalists
C004922,3,9,21840.64,5,3,4,534,12,Loyal Customers
C004923,42,12,24763.600000000002,4,5,5,455,14,Champions
C004924,85,8,22508.620000000003,2,3,4,234,9,Potential Loyalists
C004925,106,11,17435.28,2,5,4,254,11,Loyal Customers
C004926,79,2,3770.17,3,1,1,311,5,Recent Customers
C004927,73,10,20731.93,3,4,4,344,11,Loyal Customers
C004928,12,5,4707.02,5,1,1,511,7,Potential Loyalists
C004929,2,7,7893.89,5,2,1,521,8,Potential Loyalists
C004930,212,7,12461.04,1,2,2,122,5,At Risk
C004931,38,10,25747.07,4,4,5,445,13,Champions
C004932,39,7,10293.82,4,2,2,422,8,Potential Loyalists
C004933,40,6,5358.45,4,2,1,421,7,Potential Loyalists
C004934,144,6,17155.78,1,2,3,123,6,At Risk
C004935,45,10,41515.51,4,4,5,445,13,Champions
C004936,132,8,6722.97,2,3,1,231,6,At Risk
C004937,26,8,22949.57,4,3,4,434,11,Loyal Customers
C004938,143,7,13689.93,1,2,3,123,6,At Risk
C004939,253,10,26399.97,1,4,5,145,10,Loyal Customers
C004940,82,12,35055.33,2,5,5,255,12,Loyal Customers
C004941,3,8,32729.29,5,3,5,535,13,Champions
C004942,218,11,44103.57,1,5,5,155,11,Loyal Customers
C004943,54,7,7153.0599999999995,3,2,1,321,6,Recent Customers
C004944,66,15,38298.77,3,5,5,355,13,Champions
C004945,2,5,9305.880000000001,5,1,2,512,8,Potential Loyalists
C004946,71,9,10195.62,3,3,2,332,8,Potential Loyalists
C004947,138,5,13857.68,2,1,3,213,6,At Risk
C004948,105,8,17993.22,2,3,4,234,9,Potential Loyalists
C004949,13,11,27174.96,5,5,5,555,15,Champions
C004950,55,9,24618.68,3,3,5,335,11,Loyal Customers
C004951,109,3,11104.56,2,1,2,212,5,At Risk
C004952,6,8,17640.94,5,3,4,534,12,Loyal Customers
C004953,22,14,28078.62,4,5,5,455,14,Champions
C004954,82,8,15642.5,2,3,3,233,8,Potential Loyalists
C004955,12,10,19072.34,5,4,4,544,13,Champions
C004956,39,9,14321.56,4,3,3,433,10,Loyal Customers
C004957,235,11,30536.16,1,5,5,155,11,Loyal Customers
C004958,11,11,31831.44,5,5,5,555,15,Champions
C004959,206,3,19041.61,1,1,4,114,6,At Risk
C004960,34,13,14143.279999999999,4,5,3,453,12,Loyal Customers
C004961,15,7,17789.07,5,2,4,524,11,Loyal Customers
C004962,5,10,11801.08,5,4,2,542,11,Loyal Customers
C004963,98,3,4236.75,2,1,1,211,4,Lost Customers
C004964,37,7,8901.539999999999,4,2,2,422,8,Potential Loyalists
C004965,27,9,22603.89,4,3,4,434,11,Loyal Customers
C004966,26,13,27871.28,4,5,5,455,14,Champions
C004967,9,8,11968.9,5,3,2,532,10,Loyal Customers
C004968,27,8,35373.619999999995,4,3,5,435,12,Loyal Customers
C004969,74,12,28218.1,3,5,5,355,13,Champions
C004970,44,8,15645.45,4,3,3,433,10,Loyal Customers
C004971,70,6,8674.9,3,2,1,321,6,Recent Customers
C004972,12,12,17652.74,5,5,4,554,14,Champions
C004973,18,4,14799.53,5,1,3,513,9,Potential Loyalists
C004974,56,9,17161.97,3,4,3,343,10,Loyal Customers
C004975,248,8,6744.87,1,3,1,131,5,At Risk
C004976,51,11,10066.25,3,5,2,352,10,Loyal Customers
C004977,98,7,13527.05,2,2,3,223,7,Potential Loyalists
C004978,247,6,11806.6,1,2,2,122,5,At Risk
C004979,18,9,10331.8,5,4,2,542,11,Loyal Customers
C004980,3,10,11649.439999999999,5,4,2,542,11,Loyal Customers
C004981,216,9,18518.12,1,4,4,144,9,Potential Loyalists
C004982,251,10,21420.03,1,4,4,144,9,Potential Loyalists
C004983,55,12,44789.02,3,5,5,355,13,Champions
C004984,95,11,27956.02,2,5,5,255,12,Loyal Customers
C004985,19,3,5817.95,5,1,1,511,7,Potential Loyalists
C004986,47,9,20197.39,3,4,4,344,11,Loyal Customers
C004987,278,5,8389.84,1,1,1,111,3,Lost Customers
C004988,46,4,7685.5199999999995,3,1,1,311,5,Recent Customers
C004989,34,8,7738.52,4,3,1,431,8,Potential Loyalists
C004990,100,5,5394.73,2,1,1,211,4,Lost Customers
C004991,12,7,19921.15,5,2,4,524,11,Loyal Customers
C004992,85,10,20043.14,2,4,4,244,10,Loyal Customers
C004993,17,11,22481.03,5,5,4,554,14,Champions
C004994,221,8,10041.63,1,3,2,132,6,At Risk
C004995,210,12,37038.46,1,5,5,155,11,Loyal Customers
C004996,221,9,20284.16,1,4,4,144,9,Potential Loyalists
C004997,200,8,8440.78,1,3,1,131,5,At Risk
C004998,46,7,6814.92,3,2,1,321,6,Recent Customers
C004999,250,7,12858.7,1,2,3,123,6,At Risk
C005000,87,10,15021.44,2,4,3,243,9,Potential Loyalists
C005001,33,11,31756.53,4,5,5,455,14,Champions
C005002,5,12,51137.16,5,5,5,555,15,Champions
C005003,36,10,21977.0,4,4,4,444,12,Loyal Customers
C005004,35,12,12678.12,4,5,2,452,11,Loyal Customers
C005005,113,8,10063.44,2,3,2,232,7,Potential Loyalists
C005006,21,10,13395.41,5,4,3,543,12,Loyal Customers
C005007,508,6,12399.01,1,2,2,122,5,At Risk
C005008,166,5,7225.22,1,1,1,111,3,Lost Customers
C005009,34,7,8688.07,4,2,1,421,7,Potential Loyalists
C005010,35,7,8789.57,4,2,2,422,8,Potential Loyalists
C005011,25,11,16215.0,4,5,3,453,12,Loyal Customers
C005012,18,8,17396.43,5,3,3,533,11,Loyal Customers
C005013,57,7,14666.08,3,2,3,323,8,Potential Loyalists
C005014,59,8,10384.31,3,3,2,332,8,Potential Loyalists
C005015,49,9,14140.18,3,4,3,343,10,Loyal Customers
C005016,74,6,4736.33,3,2,1,321,6,Recent Customers
C005017,118,8,17831.95,2,3,4,234,9,Potential Loyalists
C005018,272,6,4860.5,1,2,1,121,4,Lost Customers
C005019,118,3,4012.76,2,1,1,211,4,Lost Customers
C005020,30,11,9595.29,4,5,2,452,11,Loyal Customers
C005021,19,11,25502.62,5,5,5,555,15,Champions
C005022,203,8,17574.64,1,3,4,134,8,Potential Loyalists
C005023,23,7,24830.71,4,2,5,425,11,Loyal Customers
C005024,39,8,8197.029999999999,4,3,1,431,8,Potential Loyalists
C005025,5,8,18065.32,5,3,4,534,12,Loyal Customers
C005026,203,7,8550.5,1,2,1,121,4,Lost Customers
C005027,112,12,26701.7,2,5,5,255,12,Loyal Customers
C005028,46,8,8410.96,3,3,1,331,7,Potential Loyalists
C005029,92,7,7594.4800000000005,2,2,1,221,5,At Risk
C005030,54,12,27311.52,3,5,5,355,13,Champions
C005031,60,7,14597.2,3,2,3,323,8,Potential Loyalists
C005032,35,9,6774.389999999999,4,4,1,441,9,Potential Loyalists
C005033,105,9,13123.990000000002,2,4,3,243,9,Potential Loyalists
C005034,191,8,7801.53,1,3,1,131,5,At Risk
C005035,57,13,47419.44,3,5,5,355,13,Champions
C005036,44,7,12890.27,4,2,3,423,9,Potential Loyalists
C005037,179,11,33984.68,1,5,5,155,11,Loyal Customers
C005038,75,8,24537.38,3,3,5,335,11,Loyal Customers
C005039,35,9,32737.85,4,4,5,445,13,Champions
C005040,98,10,36893.97,2,4,5,245,11,Loyal Customers
C005041,6,8,9733.55,5,3,2,532,10,Loyal Customers
C005042,83,6,4420.51,2,2,1,221,5,At Risk
C005043,3,6,4448.61,5,2,1,521,8,Potential Loyalists
C005044,79,9,11767.380000000001,3,4,2,342,9,Potential Loyalists
C005045,55,8,9030.49,3,3,2,332,8,Potential Loyalists
C005046,199,4,7725.29,1,1,1,111,3,Lost Customers
C005047,389,4,9780.16,1,1,2,112,4,Lost Customers
C005048,99,8,7063.0,2,3,1,231,6,At Risk
C005049,4,6,17621.9,5,2,4,524,11,Loyal Customers
C005050,96,5,4015.35,2,1,1,211,4,Lost Customers
C005051,41,12,11152.55,4,5,2,452,11,Loyal Customers
C005052,263,7,20204.18,1,2,4,124,7,Potential Loyalists
C005053,26,8,19622.69,4,3,4,434,11,Loyal Customers
C005054,53,6,29461.839999999997,3,2,5,325,10,Loyal Customers
C005055,75,6,6169.59,3,2,1,321,6,Recent Customers
C005056,22,7,7146.57,4,2,1,421,7,Potential Loyalists
C005057,6,11,14396.58,5,5,3,553,13,Champions
C005058,53,5,12464.32,3,1,2,312,6,Recent Customers
C005059,10,10,19349.489999999998,5,4,4,544,13,Champions
C005060,118,6,11030.470000000001,2,2,2,222,6,At Risk
C005061,50,6,13766.730000000001,3,2,3,323,8,Potential Loyalists
C005062,107,10,25653.43,2,4,5,245,11,Loyal Customers
C005063,51,6,4156.59,3,2,1,321,6,Recent Customers
C005064,50,9,13204.02,3,4,3,343,10,Loyal Customers
C005065,103,4,3620.98,2,1,1,211,4,Lost Customers
C005066,228,7,15650.619999999999,1,2,3,123,6,At Risk
C005067,99,10,39003.19,2,4,5,245,11,Loyal Customers
C005068,78,10,18706.92,3,4,4,344,11,Loyal Customers
C005069,68,7,29130.239999999998,3,2,5,325,10,Loyal Customers
C005070,53,10,34312.270000000004,3,4,5,345,12,Loyal Customers
C005071,157,8,13090.65,1,3,3,133,7,Potential Loyalists
C005072,14,7,17100.58,5,2,3,523,10,Loyal Customers
C005073,186,7,24180.4,1,2,4,124,7,Potential Loyalists
C005074,120,5,7934.7,2,1,1,211,4,Lost Customers
C005075,57,6,15928.439999999999,3,2,3,323,8,Potential Loyalists
C005076,135,12,36602.479999999996,2,5,5,255,12,Loyal Customers
C005077,123,8,34074.82,2,3,5,235,10,Loyal Customers
C005078,93,7,8195.95,2,2,1,221,5,At Risk
C005079,22,4,2409.5,4,1,1,411,6,Recent Customers
C005080,71,7,18863.43,3,2,4,324,9,Potential Loyalists
C005081,27,11,23188.31,4,5,4,454,13,Champions
C005082,46,9,39350.28,3,4,5,345,12,Loyal Customers
C005083,62,10,7880.45,3,4,1,341,8,Potential Loyalists
C005084,96,6,13374.76,2,2,3,223,7,Potential Loyalists
C005085,93,10,25768.37,2,4,5,245,11,Loyal Customers
C005086,186,7,10667.51,1,2,2,122,5,At Risk
C005087,34,7,14686.93,4,2,3,423,9,Potential Loyalists
C005088,178,9,14404.33,1,4,3,143,8,Potential Loyalists
C005089,29,12,11783.84,4,5,2,452,11,Loyal Customers
C005090,108,11,43438.44,2,5,5,255,12,Loyal Customers
C005091,26,10,14000.55,4,4,3,443,11,Loyal Customers
C005092,243,3,7983.219999999999,1,1,1,111,3,Lost Customers
C005093,55,9,16707.53,3,4,3,343,10,Loyal Customers
C005094,126,10,21019.11,2,4,4,244,10,Loyal Customers
C005095,40,9,11354.89,4,4,2,442,10,Loyal Customers
C005096,61,12,35988.36,3,5,5,355,13,Champions
C005097,49,7,10580.15,3,2,2,322,7,Potential Loyalists
C005098,21,5,14107.130000000001,5,1,3,513,9,Potential Loyalists
C005099,4,8,13225.630000000001,5,3,3,533,11,Loyal Customers
C005100,72,9,16897.0,3,4,3,343,10,Loyal Customers
C005101,166,7,6510.74,1,2,1,121,4,Lost Customers
C005102,49,5,16038.66,3,1,3,313,7,Potential Loyalists
C005103,102,5,18207.82,2,1,4,214,7,Potential Loyalists
C005104,23,6,10258.21,4,2,2,422,8,Potential Loyalists
C005105,96,8,6719.71,2,3,1,231,6,At Risk
C005106,231,5,4767.88,1,1,1,111,3,Lost Customers
C005107,508,1,417.2,1,1,1,111,3,Lost Customers
C005108,139,9,23078.16,2,4,4,244,10,Loyal Customers
C005109,119,3,5712.49,2,1,1,211,4,Lost Customers
C005110,78,10,48521.33,3,4,5,345,12,Loyal Customers
C005111,52,11,12403.41,3,5,2,352,10,Loyal Customers
C005112,13,7,16478.260000000002,5,2,3,523,10,Loyal Customers
C005113,42,8,27936.18,4,3,5,435,12,Loyal Customers
C005114,8,12,23657.25,5,5,4,554,14,Champions
C005115,26,9,19020.07,4,4,4,444,12,Loyal Customers
C005116,2,9,10513.07,5,4,2,542,11,Loyal Customers
C005117,10,7,7075.41,5,2,1,521,8,Potential Loyalists
C005118,42,13,36589.23,4,5,5,455,14,Champions
C005119,387,5,8565.15,1,1,1,111,3,Lost Customers
C005120,47,4,3871.8500000000004,3,1,1,311,5,Recent Customers
C005121,82,12,24499.85,2,5,5,255,12,Loyal Customers
C005122,93,7,11770.939999999999,2,2,2,222,6,At Risk
C005123,274,10,24982.69,1,4,5,145,10,Loyal Customers
C005124,334,2,4835.35,1,1,1,111,3,Lost Customers
C005125,457,5,4668.0,1,1,1,111,3,Lost Customers
C005126,19,9,8576.13,5,4,1,541,10,Loyal Customers
C005127,123,9,11791.5,2,4,2,242,8,Potential Loyalists
C005128,278,5,5205.03,1,1,1,111,3,Lost Customers
C005129,102,5,7612.9800000000005,2,1,1,211,4,Lost Customers
C005130,136,12,13356.52,2,5,3,253,10,Loyal Customers
C005131,64,7,10218.06,3,2,2,322,7,Potential Loyalists
C005132,5,11,28049.28,5,5,5,555,15,Champions
C005133,208,12,15159.72,1,5,3,153,9,Potential Loyalists
C005134,106,8,25098.63,2,3,5,235,10,Loyal Customers
C005135,328,6,9392.45,1,2,2,122,5,At Risk
C005136,122,10,19644.79,2,4,4,244,10,Loyal Customers
C005137,18,6,7271.2699999999995,5,2,1,521,8,Potential Loyalists
C005138,26,6,18363.79,4,2,4,424,10,Loyal Customers
C005139,216,5,5673.3099999999995,1,1,1,111,3,Lost Customers
C005140,262,8,15815.49,1,3,3,133,7,Potential Loyalists
C005141,296,7,12047.869999999999,1,2,2,122,5,At Risk
C005142,28,8,22390.2,4,3,4,434,11,Loyal Customers
C005143,4,8,8703.14,5,3,1,531,9,Potential Loyalists
C005144,11,7,13147.470000000001,5,2,3,523,10,Loyal Customers
C005145,156,8,12312.35,1,3,2,132,6,At Risk
C005146,5,10,10942.33,5,4,2,542,11,Loyal Customers
C005147,180,7,10699.789999999999,1,2,2,122,5,At Risk
C005148,160,8,28174.059999999998,1,3,5,135,9,Potential Loyalists
C005149,65,8,15022.91,3,3,3,333,9,Potential Loyalists
C005150,87,4,4503.71,2,1,1,211,4,Lost Customers
C005151,15,7,12591.58,5,2,2,522,9,Potential Loyalists
C005152,51,13,12024.82,3,5,2,352,10,Loyal Customers
C005153,69,7,13463.18,3,2,3,323,8,Potential Loyalists
C005154,46,8,22370.89,3,3,4,334,10,Loyal Customers
C005155,82,6,6392.08,2,2,1,221,5,At Risk
C005156,2,9,8190.67,5,4,1,541,10,Loyal Customers
C005157,72,8,8170.45,3,3,1,331,7,Potential Loyalists
C005158,71,11,30150.05,3,5,5,355,13,Champions
C005159,111,8,29395.0,2,3,5,235,10,Loyal Customers
C005160,158,8,20251.32,1,3,4,134,8,Potential Loyalists
C005161,56,7,21325.0,3,2,4,324,9,Potential Loyalists
C005162,25,11,21199.829999999998,4,5,4,454,13,Champions
C005163,15,9,19137.03,5,4,4,544,13,Champions
C005164,56,10,9128.84,3,4,2,342,9,Potential Loyalists
C005165,136,8,5605.0599999999995,2,3,1,231,6,At Risk
C005166,250,2,4767.96,1,1,1,111,3,Lost Customers
C005167,45,14,16473.27,4,5,3,453,12,Loyal Customers
C005168,10,5,6698.06,5,1,1,511,7,Potential Loyalists
C005169,31,7,18185.92,4,2,4,424,10,Loyal Customers
C005170,96,8,13366.01,2,3,3,233,8,Potential Loyalists
C005171,1,8,12108.58,5,3,2,532,10,Loyal Customers
C005172,86,8,12567.51,2,3,2,232,7,Potential Loyalists
C005173,263,3,4599.18,1,1,1,111,3,Lost Customers
C005174,32,7,16676.48,4,2,3,423,9,Potential Loyalists
C005175,137,9,9168.92,2,4,2,242,8,Potential Loyalists
C005176,46,7,14283.490000000002,3,2,3,323,8,Potential Loyalists
C005177,178,15,17142.32,1,5,3,153,9,Potential Loyalists
C005178,425,4,5432.53,1,1,1,111,3,Lost Customers
C005179,4,9,8611.85,5,4,1,541,10,Loyal Customers
C005180,64,8,14871.43,3,3,3,333,9,Potential Loyalists
C005181,27,7,10718.53,4,2,2,422,8,Potential Loyalists
C005182,17,13,21511.85,5,5,4,554,14,Champions
C005183,132,8,9132.23,2,3,2,232,7,Potential Loyalists
C005184,2,9,22166.08,5,4,4,544,13,Champions
C005185,89,4,6578.46,2,1,1,211,4,Lost Customers
C005186,162,9,19480.54,1,4,4,144,9,Potential Loyalists
C005187,181,10,10093.83,1,4,2,142,7,Potential Loyalists
C005188,32,8,13647.14,4,3,3,433,10,Loyal Customers
C005189,75,8,17135.9,3,3,3,333,9,Potential Loyalists
C005190,30,14,27248.239999999998,4,5,5,455,14,Champions
C005191,45,11,38936.39,4,5,5,455,14,Champions
C005192,53,9,12519.8,3,4,2,342,9,Potential Loyalists
C005193,90,8,10158.61,2,3,2,232,7,Potential Loyalists
C005194,52,7,11912.99,3,2,2,322,7,Potential Loyalists
C005195,141,12,17724.71,1,5,4,154,10,Loyal Customers
C005196,116,6,14817.519999999999,2,2,3,223,7,Potential Loyalists
C005197,253,4,8616.35,1,1,1,111,3,Lost Customers
C005198,4,11,29027.02,5,5,5,555,15,Champions
C005199,22,11,21608.24,4,5,4,454,13,Champions
C005200,36,7,10448.86,4,2,2,422,8,Potential Loyalists
C005201,36,7,10478.97,4,2,2,422,8,Potential Loyalists
C005202,24,11,11697.52,4,5,2,452,11,Loyal Customers
C005203,36,6,4165.05,4,2,1,421,7,Potential Loyalists
C005204,113,12,19368.98,2,5,4,254,11,Loyal Customers
C005205,13,10,20571.32,5,4,4,544,13,Champions
C005206,137,6,7107.74,2,2,1,221,5,At Risk
C005207,72,5,10666.01,3,1,2,312,6,Recent Customers
C005208,31,3,2340.26,4,1,1,411,6,Recent Customers
C005209,132,8,39387.5,2,3,5,235,10,Loyal Customers
C005210,116,7,31167.359999999997,2,2,5,225,9,Potential Loyalists
C005211,246,8,8819.15,1,3,2,132,6,At Risk
C005212,53,11,19865.37,3,5,4,354,12,Loyal Customers
C005213,1,6,5249.89,5,2,1,521,8,Potential Loyalists
C005214,123,9,17286.64,2,4,3,243,9,Potential Loyalists
C005215,147,10,12325.11,1,4,2,142,7,Potential Loyalists
C005216,23,13,24721.27,4,5,5,455,14,Champions
C005217,120,12,21340.64,2,5,4,254,11,Loyal Customers
C005218,2,11,13262.72,5,5,3,553,13,Champions
C005219,67,8,11084.710000000001,3,3,2,332,8,Potential Loyalists
C005220,45,7,13689.45,4,2,3,423,9,Potential Loyalists
C005221,47,9,14539.49,3,4,3,343,10,Loyal Customers
C005222,52,6,8453.09,3,2,1,321,6,Recent Customers
C005223,58,4,16828.67,3,1,3,313,7,Potential Loyalists
C005224,270,6,4078.56,1,2,1,121,4,Lost Customers
C005225,103,4,2947.29,2,1,1,211,4,Lost Customers
C005226,51,10,21223.469999999998,3,4,4,344,11,Loyal Customers
C005227,265,6,14633.789999999999,1,2,3,123,6,At Risk
C005228,81,8,7951.32,2,3,1,231,6,At Risk
C005229,1,6,13760.24,5,2,3,523,10,Loyal Customers
C005230,71,7,10361.53,3,2,2,322,7,Potential Loyalists
C005231,181,11,9532.62,1,5,2,152,8,Potential Loyalists
C005232,190,12,17889.079999999998,1,5,4,154,10,Loyal Customers
C005233,56,14,21391.8,3,5,4,354,12,Loyal Customers
C005234,91,6,15290.48,2,2,3,223,7,Potential Loyalists
C005235,20,5,10698.98,5,1,2,512,8,Potential Loyalists
