CustomerID,TotalRevenue,TotalPurchases,FirstPurchase,LastPurchase,CustomerTenure,AvgOrderValue,RFM_Segment
C004656,6570.39,7,2023-12-01,2024-12-22,387,938.6271428571429,Potential Loyalists
C004657,14146.29,9,2023-01-28,2024-07-21,540,1571.8100000000002,Potential Loyalists
C004658,14520.07,13,2023-01-09,2024-10-31,661,1116.9284615384615,Loyal Customers
C004659,30802.09,9,2023-02-18,2024-07-05,503,3422.4544444444446,Potential Loyalists
C004660,18375.18,7,2023-01-11,2024-07-06,542,2625.0257142857145,Potential Loyalists
C004661,9279.6,10,2023-02-08,2024-11-09,640,927.96,Potential Loyalists
C004662,13727.36,13,2023-04-24,2024-12-19,605,1055.9507692307693,Champions
C004663,27117.940000000002,9,2023-01-20,2024-12-17,697,3013.1044444444447,Champions
C004664,11874.18,8,2023-01-31,2024-07-28,544,1484.2725,At Risk
C004665,6451.67,4,2023-01-11,2024-07-03,539,1612.9175,Lost Customers
C004666,8482.29,9,2023-05-31,2024-11-13,532,942.4766666666668,Potential Loyalists
C004667,17726.02,7,2023-10-01,2024-12-12,438,2532.2885714285717,Loyal Customers
C004668,24510.37,10,2023-01-08,2024-09-09,610,2451.037,Loyal Customers
C004669,16146.619999999999,10,2023-03-08,2024-11-17,620,1614.6619999999998,Loyal Customers
C004670,15828.99,7,2023-04-15,2024-09-19,523,2261.2842857142855,Potential Loyalists
C004671,11801.15,12,2023-03-23,2024-11-27,615,983.4291666666667,Loyal Customers
C004672,27155.43,13,2023-01-09,2024-12-31,722,2088.8792307692306,Champions
C004673,11401.79,7,2023-02-28,2024-11-16,627,1628.827142857143,Potential Loyalists
C004674,17217.239999999998,8,2023-03-30,2024-10-07,557,2152.1549999999997,Potential Loyalists
C004675,8497.36,11,2023-01-14,2024-10-30,655,772.4872727272727,Potential Loyalists
C004676,19770.7,8,2023-02-20,2024-12-23,672,2471.3375,Loyal Customers
C004677,10545.52,11,2023-02-17,2024-11-14,636,958.6836363636364,Loyal Customers
C004678,22655.63,14,2023-01-12,2024-12-06,694,1618.2592857142859,Champions
C004679,4067.8500000000004,3,2023-02-03,2024-09-13,588,1355.95,Lost Customers
C004680,29979.82,11,2023-02-20,2024-04-08,413,2725.438181818182,Loyal Customers
C004681,9349.94,7,2023-04-09,2024-12-03,604,1335.7057142857143,Potential Loyalists
C004682,5213.24,7,2023-01-07,2024-08-09,580,744.7485714285714,Lost Customers
C004683,29346.75,9,2023-01-29,2024-04-23,450,3260.75,Potential Loyalists
C004684,11193.47,6,2023-01-05,2023-08-04,211,1865.5783333333331,At Risk
C004685,13465.41,8,2023-02-26,2024-09-27,579,1683.17625,Potential Loyalists
C004686,20235.54,8,2023-03-29,2024-11-06,588,2529.4425,Loyal Customers
C004687,5731.719999999999,6,2023-06-30,2024-12-29,548,955.2866666666665,Potential Loyalists
C004688,24005.28,12,2023-01-02,2024-11-24,692,2000.4399999999998,Champions
C004689,5845.38,5,2023-07-06,2024-10-30,482,1169.076,Recent Customers
C004690,22693.690000000002,6,2023-10-17,2024-11-19,399,3782.281666666667,Loyal Customers
C004691,5846.13,5,2023-04-14,2024-10-15,550,1169.226,Recent Customers
C004692,8375.25,4,2024-01-04,2024-11-09,310,2093.8125,Recent Customers
C004693,4873.12,8,2023-02-01,2024-12-21,689,609.14,Potential Loyalists
C004694,13384.52,10,2023-08-27,2024-12-27,488,1338.452,Loyal Customers
C004695,9319.63,9,2023-03-11,2024-11-05,605,1035.5144444444443,Potential Loyalists
C004696,9507.619999999999,7,2023-04-02,2024-08-10,496,1358.2314285714285,At Risk
C004697,13142.07,6,2023-01-03,2024-11-20,687,2190.345,Potential Loyalists
C004698,13342.58,5,2023-06-25,2024-12-29,553,2668.516,Potential Loyalists
C004699,9773.42,8,2023-04-06,2024-10-26,569,1221.6775,Potential Loyalists
C004700,10426.08,6,2023-01-01,2024-12-03,702,1737.68,Potential Loyalists
C004701,29454.02,8,2023-01-28,2024-10-27,638,3681.7525,Loyal Customers
C004702,9321.01,8,2023-03-09,2024-08-28,538,1165.12625,Potential Loyalists
C004703,20584.73,7,2023-02-15,2024-10-30,623,2940.675714285714,Potential Loyalists
C004704,28546.17,5,2023-12-31,2024-12-06,341,5709.2339999999995,Loyal Customers
C004705,2184.45,4,2023-01-07,2024-11-08,671,546.1125,Recent Customers
C004706,13279.39,10,2023-01-13,2024-12-24,711,1327.9389999999999,Loyal Customers
C004707,27200.02,7,2023-02-13,2024-09-17,582,3885.717142857143,Potential Loyalists
C004708,17447.87,9,2023-06-22,2024-11-30,527,1938.652222222222,Loyal Customers
C004709,10134.79,7,2023-09-20,2024-11-20,427,1447.827142857143,Potential Loyalists
C004710,9844.66,8,2023-02-15,2024-12-02,656,1230.5825,Potential Loyalists
C004711,10625.28,8,2023-01-20,2024-08-27,585,1328.16,Potential Loyalists
C004712,32254.41,14,2023-03-10,2024-12-07,638,2303.8864285714285,Champions
C004713,6779.15,7,2023-03-25,2024-10-25,580,968.4499999999999,Recent Customers
C004714,10814.220000000001,7,2023-07-24,2024-12-02,497,1544.8885714285716,Potential Loyalists
C004715,13300.93,8,2023-03-02,2024-07-22,508,1662.61625,Potential Loyalists
C004716,9314.59,10,2023-02-04,2024-10-30,634,931.4590000000001,Potential Loyalists
C004717,21089.17,9,2023-06-02,2024-11-12,529,2343.241111111111,Loyal Customers
C004718,10944.22,10,2023-04-22,2024-12-12,600,1094.422,Loyal Customers
C004719,46521.02,9,2023-05-27,2024-10-23,515,5169.0022222222215,Loyal Customers
C004720,27529.96,12,2023-02-03,2024-12-29,695,2294.1633333333334,Champions
C004721,10012.91,9,2023-12-29,2024-12-14,351,1112.5455555555554,Loyal Customers
C004722,47966.299999999996,14,2023-01-25,2024-10-10,624,3426.1642857142856,Loyal Customers
C004723,31062.879999999997,15,2023-01-04,2024-12-07,703,2070.8586666666665,Champions
C004724,17761.33,13,2023-01-02,2024-07-29,574,1366.256153846154,Loyal Customers
C004725,23403.440000000002,6,2023-08-09,2024-12-17,496,3900.5733333333337,Loyal Customers
C004726,15066.11,14,2023-01-31,2024-12-29,698,1076.1507142857142,Champions
C004727,17056.88,8,2023-03-27,2024-10-07,560,2132.11,Potential Loyalists
C004728,5927.29,4,2023-01-17,2024-09-28,620,1481.8225,Lost Customers
C004729,29804.37,13,2023-02-28,2024-09-23,573,2292.643846153846,Loyal Customers
C004730,15114.54,7,2023-03-05,2024-07-01,484,2159.2200000000003,At Risk
C004731,41042.86,11,2023-01-08,2024-10-08,639,3731.1690909090908,Loyal Customers
C004732,4679.18,7,2023-01-30,2024-08-14,562,668.4542857142858,Lost Customers
C004733,11660.09,10,2023-08-05,2024-10-29,451,1166.009,Potential Loyalists
C004734,25313.68,12,2023-01-17,2024-12-19,702,2109.4733333333334,Champions
C004735,20131.01,8,2023-01-19,2024-10-08,628,2516.37625,Potential Loyalists
C004736,10580.04,11,2023-04-28,2024-09-08,499,961.8218181818182,Potential Loyalists
C004737,13579.07,15,2023-01-08,2024-10-29,660,905.2713333333334,Loyal Customers
C004738,13730.73,6,2023-02-09,2024-12-06,666,2288.455,Potential Loyalists
C004739,8448.89,6,2023-03-09,2024-10-27,598,1408.1483333333333,Recent Customers
C004740,14468.669999999998,8,2023-03-13,2024-08-05,511,1808.5837499999998,Potential Loyalists
C004741,20464.5,9,2023-03-19,2024-12-07,629,2273.8333333333335,Loyal Customers
C004742,19688.62,8,2023-01-03,2024-12-19,716,2461.0775,Loyal Customers
C004743,17980.0,12,2023-01-07,2024-11-25,688,1498.3333333333333,Champions
C004744,34993.22,11,2023-01-20,2024-12-23,703,3181.2018181818185,Champions
C004745,22057.03,6,2023-02-04,2024-12-31,696,3676.1716666666666,Loyal Customers
C004746,25623.03,9,2023-04-12,2024-11-22,590,2847.003333333333,Loyal Customers
C004747,20706.64,12,2023-05-14,2024-11-12,548,1725.5533333333333,Loyal Customers
C004748,7350.3,8,2023-02-02,2024-08-11,556,918.7875,At Risk
C004749,36566.09,15,2023-01-23,2024-11-24,671,2437.739333333333,Champions
C004750,11195.98,8,2023-01-07,2024-08-08,579,1399.4975,At Risk
C004751,8404.58,6,2023-01-13,2023-10-07,267,1400.7633333333333,Lost Customers
C004752,11091.59,6,2023-02-19,2024-10-08,597,1848.5983333333334,At Risk
C004753,11650.57,7,2023-01-24,2024-10-07,622,1664.3671428571429,At Risk
C004754,24258.5,11,2023-01-21,2024-12-14,693,2205.318181818182,Champions
C004755,18729.24,8,2023-04-15,2024-08-02,475,2341.155,Potential Loyalists
C004756,17781.14,9,2023-02-12,2024-10-27,623,1975.6822222222222,Loyal Customers
C004757,20953.93,10,2023-03-09,2024-08-05,515,2095.393,Potential Loyalists
C004758,11982.099999999999,8,2023-09-14,2024-12-31,474,1497.7624999999998,Loyal Customers
C004759,5032.860000000001,6,2023-01-23,2024-06-07,501,838.8100000000001,Lost Customers
C004760,13470.98,11,2023-02-05,2024-12-31,695,1224.6345454545453,Champions
C004761,9403.23,5,2023-03-04,2024-02-15,348,1880.646,Lost Customers
C004762,9189.26,6,2023-02-22,2024-12-22,669,1531.5433333333333,Potential Loyalists
C004763,7565.96,2,2023-09-13,2023-11-19,67,3782.98,Lost Customers
C004764,27602.45,6,2023-03-16,2024-12-19,644,4600.408333333334,Loyal Customers
C004765,24826.21,7,2023-01-03,2024-05-28,511,3546.6014285714286,Potential Loyalists
C004766,14070.17,10,2023-05-09,2024-12-14,585,1407.017,Loyal Customers
C004767,13173.19,8,2023-04-29,2024-10-10,530,1646.64875,Potential Loyalists
C004768,5897.07,7,2023-01-17,2024-09-30,622,842.4385714285714,At Risk
C004769,6094.28,5,2023-01-03,2023-09-14,254,1218.856,Lost Customers
C004770,27102.42,8,2023-01-19,2024-09-23,613,3387.8025,Loyal Customers
C004771,14189.77,8,2023-03-17,2024-12-23,647,1773.72125,Loyal Customers
C004772,23054.65,11,2023-02-12,2024-12-13,670,2095.877272727273,Champions
C004773,8591.51,7,2023-02-19,2024-10-13,602,1227.3585714285714,Recent Customers
C004774,16372.650000000001,7,2023-02-06,2024-04-18,437,2338.9500000000003,At Risk
C004775,9695.67,5,2023-01-08,2024-10-08,639,1939.134,At Risk
C004776,28194.68,8,2023-01-06,2024-06-28,539,3524.335,Potential Loyalists
C004777,19729.25,12,2023-01-17,2024-07-12,542,1644.1041666666667,Loyal Customers
C004778,12054.43,9,2023-06-18,2024-12-11,542,1339.381111111111,Loyal Customers
C004779,45540.28,15,2023-01-27,2024-11-21,664,3036.0186666666664,Champions
C004780,18566.12,6,2023-09-28,2024-11-18,417,3094.353333333333,Loyal Customers
C004781,18509.66,9,2023-07-04,2024-10-23,477,2056.628888888889,Loyal Customers
C004782,15996.31,7,2023-03-02,2024-09-17,565,2285.1871428571426,Potential Loyalists
C004783,6054.73,7,2023-05-18,2024-09-01,472,864.9614285714285,At Risk
C004784,37148.96,11,2023-02-08,2024-10-14,614,3377.1781818181817,Champions
C004785,18326.14,10,2023-01-10,2024-12-26,716,1832.614,Champions
C004786,8052.77,6,2023-01-31,2024-12-21,690,1342.1283333333333,Potential Loyalists
C004787,11383.94,7,2023-03-16,2024-12-17,642,1626.277142857143,Potential Loyalists
C004788,21949.05,11,2023-01-17,2024-12-05,688,1995.3681818181817,Champions
C004789,20612.870000000003,7,2023-09-17,2024-10-10,389,2944.6957142857145,Potential Loyalists
C004790,26537.65,7,2023-05-11,2024-10-31,539,3791.092857142857,Loyal Customers
C004791,24823.18,9,2023-01-21,2024-12-26,705,2758.1311111111113,Champions
C004792,28342.92,14,2023-03-05,2024-11-09,615,2024.4942857142855,Champions
C004793,6288.78,6,2023-01-06,2024-07-24,565,1048.1299999999999,Lost Customers
C004794,6243.46,3,2023-10-30,2024-01-05,67,2081.153333333333,Lost Customers
C004795,14938.39,9,2023-01-31,2024-12-28,697,1659.8211111111111,Loyal Customers
C004796,12751.25,10,2023-01-10,2024-12-14,704,1275.125,Loyal Customers
C004797,7830.73,5,2023-07-01,2024-08-11,407,1566.146,Lost Customers
C004798,36949.51,9,2023-04-06,2024-09-19,532,4105.501111111112,Loyal Customers
C004799,32545.28,9,2023-01-12,2024-08-12,578,3616.1422222222222,Potential Loyalists
C004800,19383.42,16,2023-02-15,2024-11-02,626,1211.46375,Loyal Customers
C004801,20556.23,7,2023-02-12,2024-11-19,646,2936.6042857142857,Loyal Customers
C004802,30751.18,8,2023-04-15,2024-08-24,497,3843.8975,Loyal Customers
C004803,17834.64,5,2023-01-05,2024-05-27,508,3566.928,At Risk
C004804,13450.38,7,2023-02-19,2024-11-05,625,1921.482857142857,Potential Loyalists
C004805,25770.67,11,2023-03-23,2024-07-24,489,2342.788181818182,Loyal Customers
C004806,14319.32,4,2023-02-20,2024-03-27,401,3579.83,At Risk
C004807,8961.35,5,2023-02-22,2024-12-26,673,1792.27,Potential Loyalists
C004808,22486.2,7,2023-03-10,2024-12-03,634,3212.3142857142857,Loyal Customers
C004809,6125.68,4,2023-02-18,2024-07-05,503,1531.42,Lost Customers
C004810,8835.12,7,2023-04-27,2024-10-15,537,1262.16,Potential Loyalists
C004811,30296.18,6,2023-02-02,2024-06-27,511,5049.363333333334,Potential Loyalists
C004812,16820.66,16,2023-01-06,2024-11-07,671,1051.29125,Loyal Customers
C004813,36940.36,14,2023-02-01,2024-10-06,613,2638.597142857143,Loyal Customers
C004814,2950.6800000000003,3,2023-05-20,2024-08-24,462,983.5600000000001,Lost Customers
C004815,12623.6,11,2023-01-04,2024-12-21,717,1147.6000000000001,Loyal Customers
C004816,11170.03,5,2023-08-17,2024-12-21,492,2234.0060000000003,Potential Loyalists
C004817,44955.76,10,2023-04-17,2024-06-14,424,4495.576,Loyal Customers
C004818,19249.96,7,2023-01-23,2024-11-21,668,2749.9942857142855,Loyal Customers
C004819,9900.39,10,2023-01-14,2024-12-09,695,990.039,Loyal Customers
C004820,8635.6,8,2023-01-04,2024-10-08,643,1079.45,At Risk
C004821,5342.5,4,2023-05-05,2023-10-04,152,1335.625,Lost Customers
C004822,11785.51,5,2023-01-27,2024-10-19,631,2357.102,Recent Customers
C004823,15163.470000000001,8,2023-08-28,2024-12-14,474,1895.4337500000001,Loyal Customers
C004824,13194.16,8,2023-03-16,2024-10-17,581,1649.27,Potential Loyalists
C004825,5993.79,2,2023-10-29,2024-06-28,243,2996.895,Lost Customers
C004826,3998.97,6,2023-03-24,2024-09-14,540,666.495,At Risk
C004827,22519.8,12,2023-05-03,2024-10-11,527,1876.6499999999999,Loyal Customers
C004828,47029.87,9,2023-04-15,2024-07-13,455,5225.541111111112,Potential Loyalists
C004829,8927.3,8,2023-01-16,2024-06-30,531,1115.9125,At Risk
C004830,8372.0,11,2023-06-13,2024-08-29,443,761.0909090909091,Potential Loyalists
C004831,13375.28,13,2023-02-11,2024-12-03,661,1028.8676923076923,Loyal Customers
C004832,11984.92,8,2023-03-10,2024-12-29,660,1498.115,Loyal Customers
C004833,15776.45,7,2023-01-09,2024-11-19,680,2253.7785714285715,Potential Loyalists
C004834,11943.93,13,2023-01-13,2024-12-21,708,918.7638461538462,Loyal Customers
C004835,32423.33,7,2023-02-06,2024-10-02,604,4631.904285714286,Potential Loyalists
C004836,25990.08,6,2023-03-10,2024-09-01,541,4331.68,Potential Loyalists
C004837,12671.07,12,2023-04-03,2024-11-27,604,1055.9225,Loyal Customers
C004838,5484.56,6,2023-08-26,2024-10-21,422,914.0933333333334,Recent Customers
C004839,33065.31,13,2023-01-23,2024-12-13,690,2543.4853846153846,Champions
C004840,6598.76,7,2023-01-05,2024-12-30,725,942.6800000000001,Potential Loyalists
C004841,24163.79,12,2023-03-23,2024-09-15,542,2013.6491666666668,Loyal Customers
C004842,10967.98,5,2023-04-03,2024-11-09,586,2193.596,Recent Customers
C004843,10090.99,5,2023-01-27,2024-09-18,600,2018.1979999999999,At Risk
C004844,27016.08,11,2023-04-26,2024-10-24,547,2456.0072727272727,Champions
C004845,6921.04,5,2023-07-16,2024-10-28,470,1384.208,Recent Customers
C004846,21283.6,9,2023-05-22,2024-12-10,568,2364.8444444444444,Loyal Customers
C004847,12560.24,7,2023-02-18,2024-08-25,554,1794.32,At Risk
C004848,17842.45,10,2023-01-17,2024-06-21,521,1784.2450000000001,Potential Loyalists
C004849,9454.48,9,2023-02-06,2024-12-25,688,1050.4977777777776,Loyal Customers
C004850,27903.94,11,2023-04-18,2024-11-10,572,2536.721818181818,Champions
C004851,12125.990000000002,6,2023-05-13,2024-01-26,258,2020.9983333333337,At Risk
C004852,27013.719999999998,9,2023-01-29,2024-10-16,626,3001.5244444444443,Loyal Customers
C004853,13399.55,7,2023-04-06,2024-11-19,593,1914.2214285714285,Potential Loyalists
C004854,3556.7599999999998,6,2023-01-10,2024-11-25,685,592.7933333333333,Potential Loyalists
C004855,11586.55,7,2023-05-18,2024-12-14,576,1655.2214285714285,Potential Loyalists
C004856,9223.61,5,2023-02-18,2024-10-21,611,1844.7220000000002,Recent Customers
C004857,24350.42,10,2023-03-27,2024-12-17,631,2435.042,Champions
C004858,10157.36,5,2023-09-13,2024-10-29,412,2031.4720000000002,Recent Customers
C004859,8177.54,6,2023-06-25,2024-08-20,422,1362.9233333333334,At Risk
C004860,9225.5,9,2023-05-15,2024-12-18,583,1025.0555555555557,Loyal Customers
C004861,20398.48,7,2023-08-26,2024-12-04,466,2914.0685714285714,Loyal Customers
C004862,18586.239999999998,7,2023-05-03,2024-11-25,572,2655.1771428571424,Loyal Customers
C004863,8024.89,7,2023-01-01,2024-09-22,630,1146.412857142857,At Risk
C004864,8110.47,8,2023-09-15,2024-10-15,396,1013.80875,Potential Loyalists
C004865,25029.99,8,2023-03-27,2024-10-19,572,3128.74875,Loyal Customers
C004866,29631.73,16,2023-01-14,2024-11-16,672,1851.983125,Champions
C004867,13381.09,6,2023-01-02,2024-09-28,635,2230.181666666667,Potential Loyalists
C004868,25445.120000000003,11,2023-06-21,2024-10-08,475,2313.1927272727276,Loyal Customers
C004869,5934.88,5,2023-03-11,2024-09-21,560,1186.976,Lost Customers
C004870,27531.8,11,2023-01-04,2024-12-11,707,2502.890909090909,Champions
C004871,12727.41,7,2023-02-04,2024-06-13,495,1818.2014285714286,At Risk
C004872,27109.440000000002,10,2023-03-24,2024-08-10,505,2710.9440000000004,Loyal Customers
C004873,27500.920000000002,13,2023-03-11,2024-12-20,650,2115.455384615385,Champions
C004874,23849.29,10,2023-02-19,2024-04-18,424,2384.929,Potential Loyalists
C004875,18526.6,6,2023-02-15,2024-09-17,580,3087.7666666666664,Potential Loyalists
C004876,8264.35,5,2023-11-11,2024-11-23,378,1652.8700000000001,Recent Customers
C004877,15258.81,18,2023-01-07,2024-12-17,710,847.7116666666666,Champions
C004878,17788.5,8,2023-02-05,2024-12-13,677,2223.5625,Loyal Customers
C004879,15656.78,10,2023-03-28,2024-10-07,559,1565.678,Potential Loyalists
C004880,7672.4,6,2023-08-29,2024-09-03,371,1278.7333333333333,At Risk
C004881,34319.6,11,2023-03-05,2024-11-01,607,3119.9636363636364,Champions
C004882,17130.7,12,2023-03-13,2024-10-28,595,1427.5583333333334,Loyal Customers
C004883,23864.83,10,2023-07-01,2024-07-09,374,2386.483,Potential Loyalists
C004884,8461.13,11,2023-02-01,2024-12-21,689,769.1936363636363,Loyal Customers
C004885,31107.13,9,2023-01-18,2024-11-28,680,3456.347777777778,Loyal Customers
C004886,12000.18,7,2023-05-05,2024-08-19,472,1714.3114285714287,At Risk
C004887,13937.63,12,2023-11-07,2024-12-01,390,1161.4691666666665,Loyal Customers
C004888,30193.73,11,2023-01-29,2024-11-21,662,2744.8845454545453,Champions
C004889,16726.19,10,2023-02-06,2024-12-02,665,1672.619,Loyal Customers
C004890,23809.58,9,2023-01-04,2024-12-23,719,2645.508888888889,Loyal Customers
C004891,24200.88,11,2023-02-04,2024-11-01,636,2200.08,Loyal Customers
C004892,14123.630000000001,12,2023-01-04,2024-11-12,678,1176.9691666666668,Loyal Customers
C004893,34861.159999999996,11,2023-01-03,2024-12-31,728,3169.1963636363635,Champions
C004894,17138.75,7,2023-02-02,2024-07-06,520,2448.3928571428573,At Risk
C004895,14300.86,6,2023-01-05,2024-07-27,569,2383.476666666667,At Risk
C004896,14227.9,5,2023-02-05,2023-11-16,284,2845.58,At Risk
C004897,14472.89,6,2023-03-14,2024-09-22,558,2412.148333333333,Potential Loyalists
C004898,9616.09,5,2023-01-17,2024-08-26,587,1923.218,At Risk
C004899,11544.21,6,2023-07-24,2024-11-04,469,1924.0349999999999,Potential Loyalists
C004900,13816.32,8,2023-02-24,2024-12-09,654,1727.04,Loyal Customers
C004901,32065.4,10,2023-01-22,2024-12-20,698,3206.54,Champions
C004902,11327.36,10,2023-04-04,2024-12-09,615,1132.736,Loyal Customers
C004903,7137.65,7,2023-11-04,2024-11-07,369,1019.6642857142857,Recent Customers
C004904,18150.079999999998,7,2023-02-14,2024-08-08,541,2592.868571428571,Potential Loyalists
C004905,31936.18,9,2023-02-09,2024-11-20,650,3548.4644444444443,Loyal Customers
C004906,20518.809999999998,8,2024-01-27,2024-11-04,282,2564.8512499999997,Loyal Customers
C004907,16104.78,7,2023-01-20,2024-07-02,529,2300.6828571428573,At Risk
C004908,19145.75,10,2023-01-04,2024-05-25,507,1914.575,Potential Loyalists
C004909,28962.55,9,2023-01-17,2024-11-17,670,3218.061111111111,Loyal Customers
C004910,9882.63,7,2023-04-25,2024-10-05,529,1411.8042857142857,At Risk
C004911,16902.0,6,2023-01-09,2024-12-12,703,2817.0,Loyal Customers
C004912,13147.67,14,2023-03-07,2024-11-22,626,939.1192857142858,Loyal Customers
C004913,43672.1,12,2023-02-05,2024-10-16,619,3639.3416666666667,Champions
C004914,8742.88,8,2023-03-21,2024-12-30,650,1092.86,Potential Loyalists
C004915,10141.22,7,2023-01-31,2024-09-04,582,1448.7457142857143,At Risk
C004916,6882.16,5,2023-06-24,2024-04-18,299,1376.432,Lost Customers
C004917,14172.07,10,2023-01-12,2024-12-19,707,1417.2069999999999,Loyal Customers
C004918,22086.33,12,2023-01-31,2024-10-27,635,1840.5275000000001,Loyal Customers
C004919,9356.119999999999,7,2023-01-05,2024-09-29,633,1336.5885714285712,At Risk
C004920,15861.189999999999,8,2023-07-07,2024-10-23,474,1982.6487499999998,Potential Loyalists
C004921,24299.87,7,2023-02-13,2024-06-14,487,3471.41,Potential Loyalists
C004922,21840.64,9,2023-04-02,2024-12-29,637,2426.737777777778,Loyal Customers
C004923,24763.600000000002,12,2023-03-03,2024-11-20,628,2063.6333333333337,Champions
C004924,22508.620000000003,8,2023-01-01,2024-10-08,646,2813.5775000000003,Potential Loyalists
C004925,17435.28,11,2023-01-02,2024-09-17,624,1585.0254545454545,Loyal Customers
C004926,3770.17,2,2024-02-28,2024-10-14,229,1885.085,Recent Customers
C004927,20731.93,10,2023-03-16,2024-10-20,584,2073.193,Loyal Customers
C004928,4707.02,5,2023-06-09,2024-12-20,560,941.4040000000001,Potential Loyalists
C004929,7893.89,7,2023-01-16,2024-12-30,714,1127.6985714285715,Potential Loyalists
C004930,12461.04,7,2023-01-09,2024-06-03,511,1780.1485714285716,At Risk
C004931,25747.07,10,2023-01-01,2024-11-24,693,2574.707,Champions
C004932,10293.82,7,2023-01-01,2024-11-23,692,1470.5457142857142,Potential Loyalists
C004933,5358.45,6,2023-07-03,2024-11-22,508,893.0749999999999,Potential Loyalists
C004934,17155.78,6,2023-02-01,2024-08-10,556,2859.2966666666666,At Risk
C004935,41515.51,10,2023-11-06,2024-11-17,377,4151.551,Champions
C004936,6722.97,8,2023-01-26,2024-08-22,574,840.37125,At Risk
C004937,22949.57,8,2023-01-27,2024-12-06,679,2868.69625,Loyal Customers
C004938,13689.93,7,2023-01-23,2024-08-11,566,1955.7042857142858,At Risk
C004939,26399.97,10,2023-04-01,2024-04-23,388,2639.9970000000003,Loyal Customers
C004940,35055.33,12,2023-02-02,2024-10-11,617,2921.2775,Loyal Customers
C004941,32729.29,8,2023-01-27,2024-12-29,702,4091.16125,Champions
C004942,44103.57,11,2023-01-10,2024-05-28,504,4009.4154545454544,Loyal Customers
C004943,7153.0599999999995,7,2023-02-10,2024-11-08,637,1021.8657142857143,Recent Customers
C004944,38298.77,15,2023-03-29,2024-10-27,578,2553.251333333333,Champions
C004945,9305.880000000001,5,2023-03-17,2024-12-30,654,1861.1760000000002,Potential Loyalists
C004946,10195.62,9,2023-07-19,2024-10-22,461,1132.8466666666668,Potential Loyalists
C004947,13857.68,5,2023-03-23,2024-08-16,512,2771.536,At Risk
C004948,17993.22,8,2023-01-19,2024-09-18,608,2249.1525,Potential Loyalists
C004949,27174.96,11,2023-03-31,2024-12-19,629,2470.450909090909,Champions
C004950,24618.68,9,2023-01-01,2024-11-07,676,2735.408888888889,Loyal Customers
C004951,11104.56,3,2023-11-11,2024-09-14,308,3701.52,At Risk
C004952,17640.94,8,2023-05-26,2024-12-26,580,2205.1175,Loyal Customers
C004953,28078.62,14,2023-04-16,2024-12-10,604,2005.6157142857141,Champions
C004954,15642.5,8,2023-07-29,2024-10-11,440,1955.3125,Potential Loyalists
C004955,19072.34,10,2023-03-21,2024-12-20,640,1907.234,Champions
C004956,14321.56,9,2023-06-16,2024-11-23,526,1591.2844444444445,Loyal Customers
C004957,30536.16,11,2023-02-13,2024-05-11,453,2776.0145454545454,Loyal Customers
C004958,31831.44,11,2023-01-25,2024-12-21,696,2893.7672727272725,Champions
C004959,19041.61,3,2023-10-09,2024-06-09,244,6347.203333333334,At Risk
C004960,14143.279999999999,13,2023-01-18,2024-11-28,680,1087.9446153846152,Loyal Customers
C004961,17789.07,7,2023-10-06,2024-12-17,438,2541.2957142857144,Loyal Customers
C004962,11801.08,10,2023-08-18,2024-12-27,497,1180.108,Loyal Customers
C004963,4236.75,3,2023-02-10,2024-09-25,593,1412.25,Lost Customers
C004964,8901.539999999999,7,2023-09-25,2024-11-25,427,1271.6485714285714,Potential Loyalists
C004965,22603.89,9,2023-02-25,2024-12-05,649,2511.543333333333,Loyal Customers
C004966,27871.28,13,2023-02-23,2024-12-06,652,2143.944615384615,Champions
C004967,11968.9,8,2023-01-03,2024-12-23,720,1496.1125,Loyal Customers
C004968,35373.619999999995,8,2023-02-26,2024-12-05,648,4421.702499999999,Loyal Customers
C004969,28218.1,12,2023-04-08,2024-10-19,560,2351.508333333333,Champions
C004970,15645.45,8,2023-05-17,2024-11-18,551,1955.68125,Loyal Customers
C004971,8674.9,6,2023-05-06,2024-10-23,536,1445.8166666666666,Recent Customers
C004972,17652.74,12,2023-03-27,2024-12-20,634,1471.0616666666667,Champions
C004973,14799.53,4,2023-06-06,2024-12-14,557,3699.8825,Potential Loyalists
C004974,17161.97,9,2023-06-15,2024-11-06,510,1906.8855555555556,Loyal Customers
C004975,6744.87,8,2023-05-16,2024-04-28,348,843.10875,At Risk
C004976,10066.25,11,2023-01-06,2024-11-11,675,915.1136363636364,Loyal Customers
C004977,13527.05,7,2023-12-17,2024-09-25,283,1932.435714285714,Potential Loyalists
C004978,11806.6,6,2023-12-19,2024-04-29,132,1967.7666666666667,At Risk
C004979,10331.8,9,2023-06-29,2024-12-14,534,1147.9777777777776,Loyal Customers
C004980,11649.439999999999,10,2023-01-22,2024-12-29,707,1164.944,Loyal Customers
C004981,18518.12,9,2023-01-22,2024-05-30,494,2057.568888888889,Potential Loyalists
C004982,21420.03,10,2023-03-20,2024-04-25,402,2142.0029999999997,Potential Loyalists
C004983,44789.02,12,2023-01-24,2024-11-07,653,3732.418333333333,Champions
C004984,27956.02,11,2023-05-11,2024-09-28,506,2541.4563636363637,Loyal Customers
C004985,5817.95,3,2023-01-25,2024-12-13,688,1939.3166666666666,Potential Loyalists
C004986,20197.39,9,2023-06-18,2024-11-15,516,2244.1544444444444,Loyal Customers
