ProductID,ProductName,Category,StockLevel,UnitsSold_12M,TurnoverRatio,TurnoverCategory,StockValue
P0619,LittleFashion Sleepwear Beige 3-6M,Infants,16,41,2.56,Regular,261.28
P0620,BabyChic Sleepwear Black 0-3M,Infants,7,46,6.57,Fast Moving,114.17
P0621,SmallStyle Sleepwear Gray 0-3M,Infants,14,44,3.14,Regular,249.48
P0622,BabyChic Sleepwear Red 12-18M,Infants,8,31,3.88,Regular,132.96
P0623,LittleFashion Sleepwear Yellow 3-6M,Infants,12,41,3.42,Regular,186.36
P0624,MiniMode Sleepwear Beige 18-24M,Infants,2,39,19.5,Fast Moving,10.5
P0625,MiniMode Sleepwear Red 0-3M,Infants,15,37,2.47,Regular,267.45
P0626,LittleFashion Sleepwear Red 12-18M,Infants,12,38,3.17,Regular,184.92
P0627,BabyChic Sleepwear Green 12-18M,Infants,13,39,3.0,Regular,68.12
P0628,SmallStyle Sleepwear White 6-12M,Infants,3,44,14.67,Fast Moving,40.92
P0629,MiniMode Sleepwear Orange 0-3M,Infants,11,37,3.36,Regular,77.22
P0630,JuniorWear Sleepwear Yellow 0-3M,Infants,17,49,2.88,Regular,88.91
P0631,KidsStyle Rompers White 18-24M,Infants,12,50,4.17,Regular,104.28
P0632,SmallStyle Rompers Green 18-24M,Infants,13,25,1.92,Slow Moving,110.37
P0633,MiniMode Rompers Beige 18-24M,Infants,5,27,5.4,Fast Moving,19.15
P0634,KidsStyle Rompers Black 3-6M,Infants,14,56,4.0,Regular,135.94
P0635,KidsStyle Rompers White 18-24M,Infants,16,36,2.25,Regular,191.2
P0636,TinyTrends Rompers Green 12-18M,Infants,17,48,2.82,Regular,263.33
P0637,KidsStyle Rompers Pink 12-18M,Infants,16,34,2.12,Regular,212.0
P0638,MiniMode Rompers Orange 0-3M,Infants,19,58,3.05,Regular,185.63
P0639,SmallStyle Rompers Blue 12-18M,Infants,12,51,4.25,Regular,104.28
P0640,SmallStyle Rompers Navy 12-18M,Infants,8,63,7.88,Fast Moving,49.76
P0641,JuniorWear Rompers Yellow 3-6M,Infants,6,43,7.17,Fast Moving,82.26
P0642,BabyChic Rompers Purple 12-18M,Infants,17,33,1.94,Slow Moving,177.31
P0643,LittleFashion Rompers Navy 0-3M,Infants,12,49,4.08,Regular,106.44
P0644,KiddoFashion Rompers Purple 0-3M,Infants,18,51,2.83,Regular,93.78
P0645,BabyChic Rompers Green 0-3M,Infants,19,43,2.26,Regular,78.09
P0646,TinyTrends Rompers Blue 12-18M,Infants,18,33,1.83,Slow Moving,158.4
P0647,MiniMode Rompers White 18-24M,Infants,6,42,7.0,Fast Moving,77.46
P0648,YouthStyle Rompers Orange 3-6M,Infants,11,43,3.91,Regular,156.42
P0649,LittleFashion Rompers Red 6-12M,Infants,19,46,2.42,Regular,110.77
P0650,MiniMode Rompers Blue 18-24M,Infants,18,43,2.39,Regular,252.0
P0651,KidsStyle Rompers Red 3-6M,Infants,13,65,5.0,Fast Moving,67.99
P0652,YouthStyle Rompers White 3-6M,Infants,9,47,5.22,Fast Moving,44.91
P0653,SmallStyle Rompers Yellow 0-3M,Infants,6,36,6.0,Fast Moving,94.56
P0654,MiniMode Rompers Gray 0-3M,Infants,12,39,3.25,Regular,186.72
P0655,TinyTrends Rompers Red 0-3M,Infants,18,32,1.78,Slow Moving,176.94
P0656,YouthStyle Rompers Beige 3-6M,Infants,11,45,4.09,Regular,65.34
P0657,YouthStyle Rompers Pink 0-3M,Infants,16,18,1.12,Slow Moving,208.64
P0658,JuniorWear Rompers Purple 3-6M,Infants,19,38,2.0,Regular,209.95
P0659,SmallStyle Rompers Navy 0-3M,Infants,15,34,2.27,Regular,186.45
P0660,YouthStyle Rompers Orange 6-12M,Infants,7,39,5.57,Fast Moving,32.76
P0661,YouthStyle Rompers Pink 0-3M,Infants,5,53,10.6,Fast Moving,34.75
P0662,PetitMode Rompers Red 18-24M,Infants,7,34,4.86,Regular,106.61
P0663,KiddoFashion Rompers White 12-18M,Infants,14,51,3.64,Regular,240.66
P0664,YouthStyle Rompers Yellow 18-24M,Infants,14,37,2.64,Regular,102.76
P0665,MiniMode Rompers Red 6-12M,Infants,6,47,7.83,Fast Moving,81.18
P0666,PetitMode Rompers White 0-3M,Infants,12,48,4.0,Regular,153.96
P0667,TinyTrends Rompers Green 3-6M,Infants,1,43,43.0,Fast Moving,8.49
P0668,KidsStyle Rompers Green 6-12M,Infants,12,22,1.83,Slow Moving,225.48
P0669,LittleFashion Rompers Green 6-12M,Infants,16,37,2.31,Regular,118.24
P0670,KidsStyle Rompers Beige 6-12M,Infants,14,35,2.5,Regular,63.28
P0671,LittleFashion Bibs Navy 18-24M,Infants,14,33,2.36,Regular,108.78
P0672,LittleFashion Bibs Purple 18-24M,Infants,17,33,1.94,Slow Moving,298.86
P0673,SmallStyle Bibs Green 0-3M,Infants,7,42,6.0,Fast Moving,100.87
P0674,BabyChic Bibs Navy 12-18M,Infants,12,42,3.5,Regular,105.24
P0675,BabyChic Bibs Red 6-12M,Infants,18,40,2.22,Regular,284.58
P0676,TinyTrends Bibs Orange 18-24M,Infants,13,26,2.0,Regular,219.18
P0677,YouthStyle Bibs Navy 0-3M,Infants,14,26,1.86,Slow Moving,155.26
P0678,LittleFashion Bibs Pink 6-12M,Infants,20,51,2.55,Regular,245.6
P0679,LittleFashion Bibs Beige 12-18M,Infants,16,56,3.5,Regular,265.44
P0680,SmallStyle Bibs Pink 6-12M,Infants,7,40,5.71,Fast Moving,58.38
P0681,LittleFashion Bibs Beige 6-12M,Infants,1,46,46.0,Fast Moving,15.71
P0682,KidsStyle Bibs Pink 12-18M,Infants,5,34,6.8,Fast Moving,67.6
P0683,SmallStyle Bibs Blue 18-24M,Infants,8,33,4.12,Regular,104.4
P0684,TinyTrends Bibs Green 3-6M,Infants,9,43,4.78,Regular,144.27
P0685,BabyChic Bibs Purple 3-6M,Infants,7,43,6.14,Fast Moving,43.68
P0686,TinyTrends Bibs White 3-6M,Infants,9,34,3.78,Regular,146.97
P0687,YouthStyle Bibs Purple 0-3M,Infants,6,52,8.67,Fast Moving,97.68
P0688,KiddoFashion Bibs Black 3-6M,Infants,18,41,2.28,Regular,153.36
P0689,KiddoFashion Bibs Navy 12-18M,Infants,16,34,2.12,Regular,168.8
P0690,TinyTrends Bibs Red 3-6M,Infants,14,35,2.5,Regular,133.56
P0691,TinyTrends Bibs Blue 6-12M,Infants,8,30,3.75,Regular,50.56
P0692,TinyTrends Bibs Orange 12-18M,Infants,14,38,2.71,Regular,233.8
P0693,SmallStyle Bibs Purple 6-12M,Infants,19,39,2.05,Regular,243.77
P0694,SmallStyle Bibs Black 12-18M,Infants,5,43,8.6,Fast Moving,67.8
P0695,MiniMode Bibs Green 0-3M,Infants,10,40,4.0,Regular,177.1
P0696,JuniorWear Bibs Yellow 18-24M,Infants,15,28,1.87,Slow Moving,99.3
P0697,SmallStyle Bibs Orange 0-3M,Infants,17,37,2.18,Regular,112.88
P0698,BabyChic Bibs Red 3-6M,Infants,15,41,2.73,Regular,147.3
P0699,KiddoFashion Bibs Green 6-12M,Infants,10,37,3.7,Regular,95.7
P0700,JuniorWear Bibs Blue 3-6M,Infants,7,48,6.86,Fast Moving,95.97
P0701,KiddoFashion Bibs Purple 6-12M,Infants,17,35,2.06,Regular,100.98
P0702,PetitMode Bibs Black 6-12M,Infants,7,34,4.86,Regular,35.28
P0703,LittleFashion Bibs Purple 12-18M,Infants,16,48,3.0,Regular,216.16
P0704,JuniorWear Bibs Green 12-18M,Infants,9,34,3.78,Regular,158.22
P0705,LittleFashion Bibs Beige 18-24M,Infants,12,36,3.0,Regular,165.72
P0706,PetitMode Bibs Black 0-3M,Infants,13,32,2.46,Regular,82.29
P0707,KidsStyle Bibs Black 3-6M,Infants,6,66,11.0,Fast Moving,42.06
P0708,KiddoFashion Bibs Navy 12-18M,Infants,0,27,0.0,Very Slow/Dead Stock,0.0
P0709,TinyTrends Bibs Black 12-18M,Infants,16,41,2.56,Regular,67.84
P0710,PetitMode Bibs Navy 18-24M,Infants,7,45,6.43,Fast Moving,83.51
P0711,KiddoFashion Blankets Pink 3-6M,Infants,15,43,2.87,Regular,130.5
P0712,KidsStyle Blankets Black 3-6M,Infants,7,26,3.71,Regular,30.17
P0713,LittleFashion Blankets Navy 12-18M,Infants,11,49,4.45,Regular,226.6
P0714,YouthStyle Blankets Orange 0-3M,Infants,15,40,2.67,Regular,72.3
P0715,PetitMode Blankets Purple 6-12M,Infants,14,46,3.29,Regular,205.24
P0716,PetitMode Blankets Black 18-24M,Infants,6,43,7.17,Fast Moving,64.14
P0717,SmallStyle Blankets Navy 3-6M,Infants,9,51,5.67,Fast Moving,104.94
P0718,TinyTrends Blankets Yellow 0-3M,Infants,9,32,3.56,Regular,48.15
P0719,JuniorWear Blankets Black 6-12M,Infants,18,36,2.0,Regular,163.08
P0720,KiddoFashion Blankets Red 18-24M,Infants,18,35,1.94,Slow Moving,133.38
P0721,SmallStyle Blankets Navy 12-18M,Infants,14,48,3.43,Regular,222.18
P0722,BabyChic Blankets Beige 0-3M,Infants,2,53,26.5,Fast Moving,27.02
P0723,BabyChic Blankets Red 12-18M,Infants,11,32,2.91,Regular,164.78
P0724,KiddoFashion Blankets Beige 6-12M,Infants,12,38,3.17,Regular,184.44
P0725,JuniorWear Blankets Beige 3-6M,Infants,18,48,2.67,Regular,333.18
P0726,SmallStyle Blankets Gray 6-12M,Infants,1,22,22.0,Fast Moving,11.62
P0727,YouthStyle Blankets Beige 12-18M,Infants,14,46,3.29,Regular,235.9
P0728,PetitMode Blankets Pink 6-12M,Infants,19,41,2.16,Regular,98.8
P0729,LittleFashion Blankets Orange 18-24M,Infants,11,43,3.91,Regular,161.48
P0730,MiniMode Blankets Green 0-3M,Infants,7,39,5.57,Fast Moving,53.06
P0731,KiddoFashion Blankets Red 3-6M,Infants,8,39,4.88,Regular,81.6
P0732,BabyChic Blankets Purple 3-6M,Infants,11,39,3.55,Regular,65.67
P0733,MiniMode Blankets White 0-3M,Infants,9,45,5.0,Fast Moving,143.91
P0734,KiddoFashion Blankets Navy 12-18M,Infants,9,35,3.89,Regular,158.13
P0735,JuniorWear Blankets Beige 6-12M,Infants,16,53,3.31,Regular,286.08
P0736,YouthStyle Blankets Red 6-12M,Infants,7,36,5.14,Fast Moving,91.49
P0737,MiniMode Blankets Gray 3-6M,Infants,8,31,3.88,Regular,129.6
P0738,KidsStyle Blankets Gray 12-18M,Infants,7,39,5.57,Fast Moving,64.82
P0739,SmallStyle Blankets Red 3-6M,Infants,7,40,5.71,Fast Moving,117.74
P0740,JuniorWear Blankets Black 18-24M,Infants,8,28,3.5,Regular,121.76
P0741,JuniorWear Blankets Green 6-12M,Infants,15,43,2.87,Regular,211.2
P0742,YouthStyle Blankets Navy 18-24M,Infants,12,51,4.25,Regular,122.76
P0743,PetitMode Blankets Gray 18-24M,Infants,10,50,5.0,Fast Moving,84.6
P0744,TinyTrends Blankets Purple 6-12M,Infants,10,36,3.6,Regular,103.7
P0745,JuniorWear Blankets Yellow 6-12M,Infants,20,48,2.4,Regular,191.2
P0746,LittleFashion Blankets Orange 6-12M,Infants,5,36,7.2,Fast Moving,36.45
P0747,YouthStyle Blankets Gray 0-3M,Infants,10,51,5.1,Fast Moving,65.2
P0748,KiddoFashion Blankets Yellow 3-6M,Infants,13,43,3.31,Regular,173.81
P0749,KidsStyle Blankets Navy 12-18M,Infants,11,33,3.0,Regular,141.35
P0750,MiniMode Blankets Gray 3-6M,Infants,2,27,13.5,Fast Moving,21.16
P0751,PetitMode Shoes Yellow L,Accessories,12,29,2.42,Regular,145.08
P0752,JuniorWear Shoes Blue XL,Accessories,5,30,6.0,Fast Moving,14.8
P0753,LittleFashion Shoes Gray M,Accessories,7,20,2.86,Regular,65.31
P0754,BabyChic Shoes Green XS,Accessories,5,40,8.0,Fast Moving,67.1
P0755,BabyChic Shoes Yellow L,Accessories,17,38,2.24,Regular,252.28
P0756,KiddoFashion Shoes Red L,Accessories,3,38,12.67,Fast Moving,55.98
P0757,SmallStyle Shoes Blue XL,Accessories,17,35,2.06,Regular,295.8
P0758,YouthStyle Shoes Orange XL,Accessories,19,27,1.42,Slow Moving,101.65
P0759,LittleFashion Shoes Green XS,Accessories,8,29,3.62,Regular,129.36
P0760,LittleFashion Shoes White XL,Accessories,11,29,2.64,Regular,87.56
P0761,BabyChic Shoes Gray XS,Accessories,18,35,1.94,Slow Moving,75.6
P0762,KiddoFashion Shoes Yellow XS,Accessories,15,23,1.53,Slow Moving,120.75
P0763,KiddoFashion Shoes Blue XL,Accessories,8,25,3.12,Regular,86.0
P0764,YouthStyle Shoes Black L,Accessories,9,10,1.11,Slow Moving,66.87
P0765,PetitMode Shoes Green XS,Accessories,20,37,1.85,Slow Moving,351.6
P0766,PetitMode Shoes Green XS,Accessories,9,25,2.78,Regular,77.49
P0767,MiniMode Shoes Beige XS,Accessories,16,39,2.44,Regular,236.16
P0768,TinyTrends Shoes Black M,Accessories,20,20,1.0,Slow Moving,182.4
P0769,TinyTrends Shoes Red M,Accessories,17,33,1.94,Slow Moving,106.42
P0770,SmallStyle Shoes Orange L,Accessories,20,31,1.55,Slow Moving,120.0
P0771,KiddoFashion Shoes White S,Accessories,5,16,3.2,Regular,69.5
P0772,KidsStyle Shoes Green S,Accessories,13,39,3.0,Regular,157.82
P0773,SmallStyle Shoes Orange S,Accessories,13,28,2.15,Regular,262.86
P0774,YouthStyle Shoes Gray M,Accessories,11,31,2.82,Regular,194.59
P0775,SmallStyle Shoes Red XL,Accessories,18,34,1.89,Slow Moving,63.9
P0776,TinyTrends Shoes Black XS,Accessories,10,28,2.8,Regular,206.9
P0777,JuniorWear Shoes Purple XS,Accessories,11,32,2.91,Regular,215.82
P0778,JuniorWear Shoes Black S,Accessories,10,17,1.7,Slow Moving,62.5
P0779,SmallStyle Shoes Navy XL,Accessories,6,38,6.33,Fast Moving,81.0
P0780,PetitMode Shoes Beige L,Accessories,16,41,2.56,Regular,321.92
P0781,TinyTrends Hats Purple M,Accessories,5,24,4.8,Regular,42.15
P0782,PetitMode Hats Green S,Accessories,17,29,1.71,Slow Moving,269.96
P0783,KidsStyle Hats Orange M,Accessories,6,26,4.33,Regular,104.1
P0784,MiniMode Hats Red L,Accessories,20,24,1.2,Slow Moving,263.4
P0785,SmallStyle Hats Gray XS,Accessories,9,27,3.0,Regular,125.1
P0786,TinyTrends Hats Beige XS,Accessories,19,36,1.89,Slow Moving,230.47
P0787,KiddoFashion Hats Yellow M,Accessories,10,28,2.8,Regular,178.4
P0788,LittleFashion Hats Red XS,Accessories,6,36,6.0,Fast Moving,35.1
P0789,YouthStyle Hats Beige M,Accessories,1,37,37.0,Fast Moving,3.18
P0790,LittleFashion Hats Gray XS,Accessories,12,27,2.25,Regular,167.64
P0791,KiddoFashion Hats Navy M,Accessories,9,35,3.89,Regular,60.03
P0792,LittleFashion Hats Blue M,Accessories,11,19,1.73,Slow Moving,148.94
P0793,YouthStyle Hats Beige L,Accessories,11,26,2.36,Regular,204.82
P0794,TinyTrends Hats Pink L,Accessories,9,40,4.44,Regular,134.82
P0795,YouthStyle Hats Navy S,Accessories,7,30,4.29,Regular,78.05
P0796,SmallStyle Hats Black L,Accessories,5,32,6.4,Fast Moving,87.55
P0797,LittleFashion Hats Purple XL,Accessories,5,20,4.0,Regular,22.1
P0798,KiddoFashion Hats Red XS,Accessories,4,34,8.5,Fast Moving,65.16
P0799,PetitMode Hats Beige M,Accessories,9,26,2.89,Regular,60.66
P0800,PetitMode Hats Orange S,Accessories,5,13,2.6,Regular,23.35
P0801,MiniMode Hats Purple XS,Accessories,11,23,2.09,Regular,64.24
P0802,PetitMode Hats Navy L,Accessories,18,33,1.83,Slow Moving,117.18
P0803,KiddoFashion Hats Purple S,Accessories,4,39,9.75,Fast Moving,15.68
P0804,BabyChic Hats Green XS,Accessories,8,23,2.88,Regular,33.6
P0805,MiniMode Hats Orange XS,Accessories,6,40,6.67,Fast Moving,42.0
P0806,TinyTrends Hats Purple L,Accessories,6,32,5.33,Fast Moving,117.66
P0807,KiddoFashion Hats Purple L,Accessories,18,21,1.17,Slow Moving,212.22
P0808,TinyTrends Hats Black L,Accessories,7,25,3.57,Regular,64.19
P0809,KidsStyle Hats Blue XL,Accessories,13,31,2.38,Regular,284.18
P0810,PetitMode Hats Orange XL,Accessories,16,30,1.88,Slow Moving,219.52
P0811,BabyChic Bags Red L,Accessories,9,23,2.56,Regular,87.93
P0812,PetitMode Bags Navy L,Accessories,10,52,5.2,Fast Moving,146.5
P0813,TinyTrends Bags Blue M,Accessories,16,31,1.94,Slow Moving,98.72
P0814,BabyChic Bags White S,Accessories,13,24,1.85,Slow Moving,82.94
P0815,PetitMode Bags White M,Accessories,9,22,2.44,Regular,39.06
P0816,KiddoFashion Bags Pink XS,Accessories,6,24,4.0,Regular,94.8
P0817,SmallStyle Bags Green XS,Accessories,16,29,1.81,Slow Moving,257.44
P0818,KiddoFashion Bags Green L,Accessories,15,15,1.0,Slow Moving,272.55
P0819,KidsStyle Bags Gray XS,Accessories,19,42,2.21,Regular,170.43
P0820,KiddoFashion Bags Purple XL,Accessories,15,37,2.47,Regular,351.15
P0821,KiddoFashion Bags Red XL,Accessories,5,13,2.6,Regular,68.85
P0822,SmallStyle Bags Purple XL,Accessories,20,22,1.1,Slow Moving,252.6
P0823,LittleFashion Bags Beige S,Accessories,19,32,1.68,Slow Moving,86.83
P0824,SmallStyle Bags Navy XS,Accessories,8,33,4.12,Regular,43.44
P0825,YouthStyle Bags Navy XL,Accessories,5,23,4.6,Regular,90.05
P0826,BabyChic Bags Yellow M,Accessories,17,37,2.18,Regular,52.87
P0827,SmallStyle Bags Beige S,Accessories,20,31,1.55,Slow Moving,143.2
P0828,BabyChic Bags Beige M,Accessories,17,24,1.41,Slow Moving,81.09
P0829,MiniMode Bags Navy S,Accessories,15,40,2.67,Regular,181.35
P0830,LittleFashion Bags Orange M,Accessories,13,28,2.15,Regular,127.01
P0831,BabyChic Bags Orange M,Accessories,17,22,1.29,Slow Moving,233.24
P0832,PetitMode Bags Yellow XL,Accessories,15,24,1.6,Slow Moving,292.5
P0833,TinyTrends Bags Red XS,Accessories,11,41,3.73,Regular,252.45
P0834,MiniMode Bags Yellow XS,Accessories,18,28,1.56,Slow Moving,130.5
P0835,LittleFashion Bags Red M,Accessories,10,30,3.0,Regular,51.9
P0836,KidsStyle Bags White S,Accessories,1,27,27.0,Fast Moving,10.66
P0837,PetitMode Bags Green XS,Accessories,12,37,3.08,Regular,242.4
P0838,MiniMode Bags Orange XL,Accessories,17,23,1.35,Slow Moving,275.06
P0839,YouthStyle Bags Black XS,Accessories,9,33,3.67,Regular,36.0
P0840,KidsStyle Bags Beige XL,Accessories,17,29,1.71,Slow Moving,104.38
P0841,MiniMode Socks Gray XL,Accessories,11,30,2.73,Regular,112.2
P0842,PetitMode Socks Beige M,Accessories,7,25,3.57,Regular,110.11
P0843,KiddoFashion Socks Pink S,Accessories,5,20,4.0,Regular,27.9
P0844,PetitMode Socks Blue S,Accessories,14,25,1.79,Slow Moving,273.14
P0845,PetitMode Socks Yellow L,Accessories,16,43,2.69,Regular,236.96
P0846,KidsStyle Socks White XL,Accessories,15,30,2.0,Regular,87.6
P0847,BabyChic Socks Navy XS,Accessories,20,12,0.6,Slow Moving,178.8
P0848,KiddoFashion Socks Navy XL,Accessories,12,27,2.25,Regular,98.64
P0849,PetitMode Socks Green XS,Accessories,20,35,1.75,Slow Moving,55.4
P0850,LittleFashion Socks Black XS,Accessories,7,30,4.29,Regular,144.27
P0851,BabyChic Socks Green L,Accessories,10,27,2.7,Regular,199.8
P0852,BabyChic Socks Yellow M,Accessories,15,29,1.93,Slow Moving,125.55
P0853,PetitMode Socks Gray XL,Accessories,5,25,5.0,Fast Moving,47.45
P0854,MiniMode Socks Gray M,Accessories,9,20,2.22,Regular,119.07
P0855,BabyChic Socks Black S,Accessories,13,23,1.77,Slow Moving,189.93
P0856,PetitMode Socks Beige L,Accessories,9,38,4.22,Regular,42.66
P0857,PetitMode Socks Orange XL,Accessories,10,41,4.1,Regular,167.8
P0858,MiniMode Socks White XS,Accessories,16,23,1.44,Slow Moving,67.52
P0859,PetitMode Socks Orange XS,Accessories,9,21,2.33,Regular,35.01
P0860,MiniMode Socks Gray XS,Accessories,7,23,3.29,Regular,134.12
P0861,YouthStyle Socks Gray S,Accessories,5,24,4.8,Regular,23.35
P0862,KiddoFashion Socks Beige S,Accessories,17,27,1.59,Slow Moving,123.42
P0863,KidsStyle Socks Pink XS,Accessories,11,31,2.82,Regular,147.73
P0864,SmallStyle Socks Green XL,Accessories,14,24,1.71,Slow Moving,191.66
P0865,KiddoFashion Socks Gray L,Accessories,12,25,2.08,Regular,217.92
P0866,YouthStyle Socks Gray M,Accessories,20,22,1.1,Slow Moving,171.0
P0867,TinyTrends Socks Beige XS,Accessories,13,37,2.85,Regular,156.65
P0868,PetitMode Socks Blue XS,Accessories,19,23,1.21,Slow Moving,106.02
P0869,JuniorWear Socks Purple XL,Accessories,2,38,19.0,Fast Moving,19.88
P0870,LittleFashion Socks Orange XS,Accessories,11,27,2.45,Regular,100.65
P0871,JuniorWear Belts Gray L,Accessories,6,36,6.0,Fast Moving,114.12
P0872,PetitMode Belts Orange M,Accessories,13,27,2.08,Regular,187.46
P0873,SmallStyle Belts Navy XS,Accessories,14,31,2.21,Regular,143.08
P0874,JuniorWear Belts Green XL,Accessories,17,28,1.65,Slow Moving,47.09
P0875,PetitMode Belts Pink S,Accessories,8,23,2.88,Regular,118.96
P0876,JuniorWear Belts Green S,Accessories,10,40,4.0,Regular,114.5
P0877,PetitMode Belts Purple XL,Accessories,9,41,4.56,Regular,23.76
P0878,TinyTrends Belts Yellow XS,Accessories,18,20,1.11,Slow Moving,401.94
P0879,BabyChic Belts White XL,Accessories,17,38,2.24,Regular,343.23
P0880,JuniorWear Belts Navy S,Accessories,10,27,2.7,Regular,47.0
P0881,KiddoFashion Belts White M,Accessories,5,32,6.4,Fast Moving,60.25
P0882,LittleFashion Belts Navy M,Accessories,9,34,3.78,Regular,39.69
P0883,LittleFashion Belts Red M,Accessories,20,28,1.4,Slow Moving,102.2
P0884,JuniorWear Belts White S,Accessories,8,29,3.62,Regular,128.48
P0885,KiddoFashion Belts Purple M,Accessories,15,27,1.8,Slow Moving,138.75
P0886,TinyTrends Belts Pink L,Accessories,16,27,1.69,Slow Moving,191.52
P0887,LittleFashion Belts Orange XS,Accessories,6,46,7.67,Fast Moving,128.94
P0888,KidsStyle Belts Orange XS,Accessories,14,28,2.0,Regular,226.52
P0889,YouthStyle Belts Navy XL,Accessories,6,31,5.17,Fast Moving,89.94
P0890,PetitMode Belts Orange XL,Accessories,3,27,9.0,Fast Moving,24.03
P0891,YouthStyle Belts Green S,Accessories,6,27,4.5,Regular,22.26
P0892,KiddoFashion Belts Orange M,Accessories,18,29,1.61,Slow Moving,207.72
P0893,PetitMode Belts Red L,Accessories,20,30,1.5,Slow Moving,328.2
P0894,PetitMode Belts Pink XL,Accessories,11,33,3.0,Regular,162.69
P0895,SmallStyle Belts Gray S,Accessories,15,38,2.53,Regular,58.05
P0896,KidsStyle Belts Green L,Accessories,18,25,1.39,Slow Moving,103.5
P0897,JuniorWear Belts White S,Accessories,15,29,1.93,Slow Moving,189.9
P0898,BabyChic Belts Black S,Accessories,13,45,3.46,Regular,38.87
P0899,BabyChic Belts Blue XS,Accessories,7,27,3.86,Regular,97.02
P0900,SmallStyle Belts Orange M,Accessories,18,19,1.06,Slow Moving,60.84
