ProductID,Views,AvgTimeOnPage,AddToCartCount,AddToCartRate,ProductName,Category,Price
P0814,59,81.79220779220779,18,30.51,BabyChic Bags White S,Accessories,12.03
P0794,59,80.76923076923077,19,32.2,TinyTrends Hats Pink L,Accessories,29.33
P0010,59,77.66279069767442,27,45.76,SmallStyle Shirts Green 14,Boys Clothing,26.25
P0710,59,75.14285714285714,25,42.37,PetitMode Bibs Navy 18-24M,Infants,20.21
P0709,59,84.35,21,35.59,TinyTrends Bibs Black 12-18M,Infants,9.06
P0820,59,80.2,26,44.07,KiddoFashion Bags Purple XL,Accessories,39.74
P0531,59,85.46341463414635,23,38.98,JuniorWear Jackets Beige 5T,Girls Clothing,49.95
P0514,59,84.01234567901234,22,37.29,KiddoFashion Jackets White 2T,Girls Clothing,49.48
P0254,59,89.90123456790124,22,37.29,PetitMode Dresses Green 3T,Girls Clothing,51.44
P0556,59,71.69662921348315,30,50.85,JuniorWear Onesies Navy 18-24M,Infants,30.03
P0247,59,79.24691358024691,22,37.29,KiddoFashion Sweaters Black 8,Boys Clothing,21.15
P0509,59,93.3108108108108,15,25.42,MiniMode Jackets White 10,Girls Clothing,22.22
P0582,59,82.43529411764706,26,44.07,BabyChic Onesies Navy 12-18M,Infants,17.05
P0336,59,87.78481012658227,20,33.9,MiniMode Tops Red 2T,Girls Clothing,21.93
P0504,59,83.6625,21,35.59,LittleFashion Jackets Navy 3T,Girls Clothing,42.69
P0517,59,85.5925925925926,22,37.29,PetitMode Jackets Blue 3T,Girls Clothing,24.2
P0491,58,75.20731707317073,24,41.38,KidsStyle Jackets Red 12,Girls Clothing,28.37
P0492,58,76.78823529411764,27,46.55,KidsStyle Jackets Orange 12,Girls Clothing,19.26
P0722,58,91.11111111111111,23,39.66,BabyChic Blankets Beige 0-3M,Infants,26.16
P0066,58,76.63095238095238,26,44.83,JuniorWear Pants Yellow 12,Boys Clothing,25.77
P0269,58,74.30337078651685,31,53.45,MiniMode Dresses Pink 5T,Girls Clothing,48.99
P0375,58,75.09411764705882,27,46.55,JuniorWear Skirts Purple 12,Girls Clothing,51.26
P0655,58,86.12987012987013,19,32.76,TinyTrends Rompers Red 0-3M,Infants,17.17
P0249,58,84.8,22,37.93,TinyTrends Sweaters Blue 4T,Boys Clothing,31.26
P0353,58,78.09411764705882,27,46.55,TinyTrends Tops Red 6,Girls Clothing,17.53
P0853,58,90.18666666666667,17,29.31,PetitMode Socks Gray XL,Accessories,20.38
P0327,58,74.48780487804878,24,41.38,KidsStyle Tops Navy 6,Girls Clothing,38.47
P0370,58,81.59493670886076,21,36.21,PetitMode Tops Blue 6,Girls Clothing,32.57
P0082,58,79.1358024691358,23,39.66,TinyTrends Pants Navy 6,Boys Clothing,32.91
P0725,58,83.21794871794872,20,34.48,JuniorWear Blankets Beige 3-6M,Infants,33.5
P0819,58,78.51764705882353,27,46.55,KidsStyle Bags Gray XS,Accessories,18.98
P0770,58,84.53164556962025,21,36.21,SmallStyle Shoes Orange L,Accessories,11.35
P0479,58,91.5657894736842,18,31.03,TinyTrends Leggings Beige 10,Girls Clothing,35.76
P0808,58,84.10975609756098,24,41.38,TinyTrends Hats Black L,Accessories,16.66
P0749,58,76.37349397590361,25,43.1,KidsStyle Blankets Navy 12-18M,Infants,24.73
P0472,58,74.28048780487805,24,41.38,JuniorWear Leggings Black 5T,Girls Clothing,41.06
P0284,58,91.72151898734177,21,36.21,SmallStyle Dresses Gray 14,Girls Clothing,30.69
P0801,58,92.87179487179488,20,34.48,MiniMode Hats Purple XS,Accessories,11.72
P0704,58,85.14285714285714,19,32.76,JuniorWear Bibs Green 12-18M,Infants,30.79
P0792,58,74.77777777777777,32,55.17,LittleFashion Hats Blue M,Accessories,25.81
P0108,58,75.55952380952381,26,44.83,YouthStyle Shorts Black 5T,Boys Clothing,35.5
P0217,58,93.15384615384616,20,34.48,BabyChic Sweaters Blue 8,Boys Clothing,32.4
P0720,58,81.6125,22,37.93,KiddoFashion Blankets Red 18-24M,Infants,13.45
P0726,58,79.79518072289157,25,43.1,SmallStyle Blankets Gray 6-12M,Infants,21.42
P0123,58,85.02439024390245,24,41.38,SmallStyle Shorts Navy 7,Boys Clothing,12.51
P0639,58,73.84146341463415,24,41.38,SmallStyle Rompers Blue 12-18M,Infants,14.54
P0419,58,80.78313253012048,25,43.1,KidsStyle Skirts Blue 5T,Girls Clothing,51.59
P0603,58,78.69135802469135,23,39.66,JuniorWear Sleepwear Green 6-12M,Infants,21.19
P0738,58,86.04819277108433,25,43.1,KidsStyle Blankets Gray 12-18M,Infants,16.83
P0019,58,78.31645569620254,21,36.21,JuniorWear Shirts Pink 10,Boys Clothing,22.05
P0613,58,77.70238095238095,26,44.83,MiniMode Sleepwear Pink 0-3M,Infants,19.33
P0602,58,84.45569620253164,21,36.21,PetitMode Sleepwear Navy 0-3M,Infants,8.6
P0881,58,81.36708860759494,21,36.21,KiddoFashion Belts White M,Accessories,20.9
P0139,58,73.97674418604652,28,48.28,KidsStyle Shorts Blue 10,Boys Clothing,38.34
P0756,58,72.69662921348315,31,53.45,KiddoFashion Shoes Red L,Accessories,33.45
P0145,58,76.12658227848101,21,36.21,SmallStyle Shorts Yellow 14,Boys Clothing,21.46
P0874,58,85.3974358974359,20,34.48,JuniorWear Belts Green XL,Accessories,5.67
P0573,58,78.31764705882352,27,46.55,YouthStyle Onesies Pink 6-12M,Infants,15.21
P0243,58,86.6829268292683,24,41.38,JuniorWear Sweaters Navy 3T,Boys Clothing,31.28
P0686,57,76.90361445783132,26,45.61,TinyTrends Bibs White 3-6M,Infants,34.23
P0779,57,79.05128205128206,21,36.84,SmallStyle Shoes Navy XL,Accessories,26.38
P0309,57,87.45454545454545,20,35.09,SmallStyle Dresses Yellow 5T,Girls Clothing,17.44
P0785,57,88.61538461538461,21,36.84,SmallStyle Hats Gray XS,Accessories,26.84
P0242,57,86.72972972972973,17,29.82,TinyTrends Sweaters White 10,Boys Clothing,27.0
P0136,57,76.54320987654322,24,42.11,SmallStyle Shorts Beige 7,Boys Clothing,38.71
P0585,57,79.6547619047619,27,47.37,SmallStyle Onesies Pink 6-12M,Infants,8.17
P0799,57,90.79746835443038,22,38.6,PetitMode Hats Beige M,Accessories,14.6
P0170,57,85.32051282051282,21,36.84,KiddoFashion Jackets White 10,Boys Clothing,27.65
P0804,57,74.26829268292683,25,43.86,BabyChic Hats Green XS,Accessories,7.37
P0236,57,76.34939759036145,26,45.61,KidsStyle Sweaters Pink 14,Boys Clothing,12.4
P0538,57,82.10126582278481,22,38.6,YouthStyle Jackets Blue 8,Girls Clothing,54.51
P0796,57,83.09638554216868,26,45.61,SmallStyle Hats Black L,Accessories,29.24
P0161,57,92.8082191780822,16,28.07,YouthStyle Jackets Blue 14,Boys Clothing,30.12
P0743,57,96.73913043478261,12,21.05,PetitMode Blankets Gray 18-24M,Infants,16.76
P0439,57,89.475,23,40.35,PetitMode Leggings Purple 7,Girls Clothing,43.64
P0381,57,80.9367088607595,22,38.6,TinyTrends Skirts Red 5T,Girls Clothing,21.07
P0729,57,88.65333333333334,18,31.58,LittleFashion Blankets Orange 18-24M,Infants,26.62
P0872,57,78.63855421686748,26,45.61,PetitMode Belts Orange M,Accessories,31.93
P0119,57,82.67469879518072,26,45.61,PetitMode Shorts Red 10,Boys Clothing,21.27
P0494,57,83.09756097560975,25,43.86,SmallStyle Jackets Orange 5T,Girls Clothing,42.54
P0354,57,73.0,24,42.11,YouthStyle Tops Orange 10,Girls Clothing,27.89
P0717,57,79.18823529411765,28,49.12,SmallStyle Blankets Navy 3-6M,Infants,21.2
P0465,57,70.9247311827957,36,63.16,PetitMode Leggings Purple 4T,Girls Clothing,40.34
P0355,57,76.4875,23,40.35,MiniMode Tops Navy 6,Girls Clothing,25.19
P0665,57,79.83333333333333,27,47.37,MiniMode Rompers Red 6-12M,Infants,25.79
P0598,57,82.24691358024691,24,42.11,BabyChic Sleepwear Beige 3-6M,Infants,9.24
P0477,57,79.025,23,40.35,BabyChic Leggings Yellow 5T,Girls Clothing,22.01
P0232,57,73.1046511627907,29,50.88,PetitMode Sweaters Green 5T,Boys Clothing,36.62
P0858,57,78.20731707317073,25,43.86,MiniMode Socks White XS,Accessories,7.04
P0513,56,81.89333333333333,19,33.93,BabyChic Jackets White 4T,Girls Clothing,52.77
P0367,56,79.50617283950618,25,44.64,JuniorWear Tops Pink 12,Girls Clothing,41.61
P0778,56,79.97402597402598,21,37.5,JuniorWear Shoes Black S,Accessories,12.98
P0111,56,84.0126582278481,23,41.07,JuniorWear Shorts Black 2T,Boys Clothing,33.7
P0511,56,77.97333333333333,19,33.93,MiniMode Jackets Beige 14,Girls Clothing,42.9
P0705,56,72.525,24,42.86,LittleFashion Bibs Beige 18-24M,Infants,23.8
P0463,56,78.09876543209876,25,44.64,LittleFashion Leggings Gray 5T,Girls Clothing,32.01
P0159,56,80.03703703703704,25,44.64,KidsStyle Jackets Green 10,Boys Clothing,25.5
P0376,56,87.34210526315789,20,35.71,TinyTrends Skirts Beige 6,Girls Clothing,19.68
P0777,56,72.7710843373494,27,48.21,JuniorWear Shoes Purple XS,Accessories,33.67
P0576,56,79.48809523809524,28,50.0,JuniorWear Onesies Orange 6-12M,Infants,27.13
P0259,56,80.9090909090909,21,37.5,BabyChic Dresses Red 6,Girls Clothing,30.06
P0606,56,86.24675324675324,21,37.5,PetitMode Sleepwear Red 18-24M,Infants,19.51
P0275,56,73.0813953488372,30,53.57,TinyTrends Dresses Black 8,Girls Clothing,35.81
P0383,56,72.14942528735632,31,55.36,MiniMode Skirts Pink 14,Girls Clothing,16.34
P0297,56,82.21052631578948,20,35.71,JuniorWear Dresses Beige 8,Girls Clothing,22.28
P0399,56,80.6025641025641,22,39.29,KiddoFashion Skirts Red 14,Girls Clothing,52.28
P0045,56,72.72839506172839,25,44.64,MiniMode Shirts Orange 5T,Boys Clothing,41.28
P0222,56,80.16455696202532,23,41.07,YouthStyle Sweaters Blue 10,Boys Clothing,24.35
P0549,56,71.02247191011236,33,58.93,YouthStyle Jackets Black 4T,Girls Clothing,23.82
P0106,56,83.21518987341773,23,41.07,BabyChic Shorts White 5T,Boys Clothing,30.11
P0052,56,92.94666666666667,19,33.93,PetitMode Pants Red 2T,Boys Clothing,22.37
P0429,56,83.6891891891892,18,32.14,KidsStyle Skirts Beige 6,Girls Clothing,16.46
P0061,56,88.02631578947368,20,35.71,TinyTrends Pants Blue 14,Boys Clothing,38.65
P0842,56,87.75675675675676,18,32.14,PetitMode Socks Beige M,Accessories,27.43
P0202,56,85.91025641025641,22,39.29,KiddoFashion Sweaters Yellow 10,Boys Clothing,28.67
P0545,56,85.07792207792208,21,37.5,BabyChic Jackets Blue 10,Girls Clothing,54.65
P0839,56,81.92207792207792,21,37.5,YouthStyle Bags Black XS,Accessories,7.83
P0481,56,91.4,19,33.93,KidsStyle Leggings Yellow 5T,Girls Clothing,18.31
P0525,56,79.07692307692308,22,39.29,BabyChic Jackets Purple 14,Girls Clothing,49.8
P0674,56,80.55696202531645,23,41.07,BabyChic Bibs Navy 12-18M,Infants,17.34
P0527,56,85.46052631578948,20,35.71,LittleFashion Jackets Black 10,Girls Clothing,52.56
P0363,56,76.66233766233766,21,37.5,YouthStyle Tops Navy 12,Girls Clothing,37.98
P0285,56,85.45945945945945,18,32.14,LittleFashion Dresses Purple 7,Girls Clothing,51.17
P0307,56,75.34146341463415,26,46.43,LittleFashion Dresses Beige 4T,Girls Clothing,40.12
P0380,56,81.15384615384616,22,39.29,KiddoFashion Skirts Blue 7,Girls Clothing,50.76
P0687,56,83.74074074074075,25,44.64,YouthStyle Bibs Purple 0-3M,Infants,31.07
P0173,56,93.41891891891892,18,32.14,BabyChic Jackets Blue 7,Boys Clothing,25.15
P0172,56,82.90361445783132,27,48.21,PetitMode Jackets Red 6,Boys Clothing,17.72
P0258,56,78.45121951219512,26,46.43,JuniorWear Dresses Red 2T,Girls Clothing,16.81
P0889,55,84.35526315789474,21,38.18,YouthStyle Belts Navy XL,Accessories,29.08
P0012,55,74.64197530864197,26,47.27,JuniorWear Shirts Purple 3T,Boys Clothing,21.64
P0544,55,75.48101265822785,24,43.64,KiddoFashion Jackets White 5T,Girls Clothing,39.54
P0754,55,76.10975609756098,27,49.09,BabyChic Shoes Green XS,Accessories,25.31
P0752,55,77.82278481012658,24,43.64,JuniorWear Shoes Blue XL,Accessories,5.9
P0126,55,76.75,25,45.45,TinyTrends Shorts Beige 14,Boys Clothing,21.72
P0422,55,81.0253164556962,24,43.64,KidsStyle Skirts Blue 7,Girls Clothing,22.12
P0856,55,79.52054794520548,18,32.73,PetitMode Socks Beige L,Accessories,10.32
P0124,55,85.03846153846153,23,41.82,TinyTrends Shorts Navy 4T,Boys Clothing,26.13
P0030,55,79.4342105263158,21,38.18,TinyTrends Shirts White 10,Boys Clothing,13.49
P0873,55,81.42105263157895,21,38.18,SmallStyle Belts Navy XS,Accessories,19.57
P0329,55,84.67088607594937,24,43.64,TinyTrends Tops Orange 12,Girls Clothing,26.35
P0118,55,81.0875,25,45.45,JuniorWear Shorts Black 7,Boys Clothing,18.44
P0862,55,84.54666666666667,20,36.36,KiddoFashion Socks Beige S,Accessories,15.61
P0825,55,79.17333333333333,20,36.36,YouthStyle Bags Navy XL,Accessories,32.37
P0324,55,79.59210526315789,21,38.18,MiniMode Tops Black 3T,Girls Clothing,38.74
P0811,55,79.8125,25,45.45,BabyChic Bags Red L,Accessories,21.28
P0800,55,81.65789473684211,21,38.18,PetitMode Hats Orange S,Accessories,8.0
P0280,55,79.12658227848101,24,43.64,PetitMode Dresses Green 3T,Girls Clothing,45.21
P0442,55,74.27272727272727,22,40.0,MiniMode Leggings Navy 12,Girls Clothing,15.79
P0900,55,77.15,25,45.45,SmallStyle Belts Orange M,Accessories,7.49
P0662,55,82.98648648648648,19,34.55,PetitMode Rompers Red 18-24M,Infants,31.54
P0151,55,81.27272727272727,22,40.0,TinyTrends Jackets Navy 8,Boys Clothing,13.71
P0683,55,85.81333333333333,20,36.36,SmallStyle Bibs Blue 18-24M,Infants,27.79
P0252,55,80.67469879518072,28,50.91,YouthStyle Dresses White 7,Girls Clothing,27.38
P0192,55,78.79220779220779,22,40.0,YouthStyle Jackets Gray 2T,Boys Clothing,32.76
P0153,55,84.39473684210526,21,38.18,YouthStyle Jackets Navy 3T,Boys Clothing,35.96
P0626,55,81.03896103896103,22,40.0,LittleFashion Sleepwear Red 12-18M,Infants,29.51
P0625,55,91.82432432432432,19,34.55,MiniMode Sleepwear Red 0-3M,Infants,32.86
P0469,55,81.0375,25,45.45,PetitMode Leggings Black 10,Girls Clothing,15.74
P0616,55,85.10126582278481,24,43.64,SmallStyle Sleepwear Navy 0-3M,Infants,32.14
P0140,55,78.15492957746478,16,29.09,JuniorWear Shorts Gray 8,Boys Clothing,35.16
P0149,54,76.05,26,48.15,KiddoFashion Shorts Purple 14,Boys Clothing,37.41
P0822,54,86.53623188405797,15,27.78,SmallStyle Bags Purple XL,Accessories,23.23
P0434,54,81.02631578947368,22,40.74,SmallStyle Leggings Beige 7,Girls Clothing,21.21
P0832,54,81.075,26,48.15,PetitMode Bags Yellow XL,Accessories,37.18
P0453,54,80.48717948717949,24,44.44,PetitMode Leggings Black 3T,Girls Clothing,31.86
P0418,54,80.0,19,35.19,KidsStyle Skirts Gray 5T,Girls Clothing,34.93
P0786,54,83.06666666666666,21,38.89,TinyTrends Hats Beige XS,Accessories,25.53
P0699,54,82.16438356164383,19,35.19,KiddoFashion Bibs Green 6-12M,Infants,19.63
P0166,54,74.08,21,38.89,JuniorWear Jackets Red 7,Boys Clothing,23.75
P0593,54,88.44927536231884,15,27.78,KidsStyle Sleepwear Beige 12-18M,Infants,10.77
P0335,54,81.20270270270271,20,37.04,TinyTrends Tops Beige 4T,Girls Clothing,22.46
P0095,54,78.1125,26,48.15,MiniMode Pants Gray 7,Boys Clothing,29.48
P0441,54,91.62857142857143,16,29.63,TinyTrends Leggings Navy 12,Girls Clothing,24.24
P0691,54,86.52702702702703,20,37.04,TinyTrends Bibs Blue 6-12M,Infants,12.42
P0342,54,83.0,23,42.59,YouthStyle Tops Navy 8,Girls Clothing,21.84
P0325,54,82.72368421052632,22,40.74,TinyTrends Tops Purple 10,Girls Clothing,46.57
P0444,54,78.75949367088607,25,46.3,KiddoFashion Leggings Blue 5T,Girls Clothing,41.11
P0074,54,79.6219512195122,28,51.85,PetitMode Pants Black 3T,Boys Clothing,32.12
P0068,54,77.68354430379746,25,46.3,YouthStyle Pants Yellow 2T,Boys Clothing,43.12
P0447,54,88.09722222222223,18,33.33,YouthStyle Leggings Yellow 6,Girls Clothing,48.21
P0760,54,89.0,16,29.63,LittleFashion Shoes White XL,Accessories,13.52
P0774,54,79.32051282051282,24,44.44,YouthStyle Shoes Gray M,Accessories,33.21
P0449,54,79.84615384615384,24,44.44,KidsStyle Leggings Blue 3T,Girls Clothing,26.73
P0245,54,79.42465753424658,19,35.19,SmallStyle Sweaters Black 10,Boys Clothing,43.36
P0293,54,82.0632911392405,25,46.3,MiniMode Dresses Beige 4T,Girls Clothing,40.34
P0248,54,78.56756756756756,20,37.04,BabyChic Sweaters Gray 7,Boys Clothing,27.3
P0861,54,84.63157894736842,22,40.74,YouthStyle Socks Gray S,Accessories,9.98
P0659,54,84.45833333333333,18,33.33,SmallStyle Rompers Navy 0-3M,Infants,22.21
P0231,53,78.62162162162163,21,39.62,BabyChic Sweaters Green 2T,Boys Clothing,15.88
P0476,53,83.57894736842105,23,43.4,SmallStyle Leggings Beige 10,Girls Clothing,39.02
P0524,53,67.87951807228916,30,56.6,JuniorWear Jackets Red 3T,Girls Clothing,24.32
P0633,53,82.84931506849315,20,37.74,MiniMode Rompers Beige 18-24M,Infants,8.31
P0635,53,89.6891891891892,21,39.62,KidsStyle Rompers White 18-24M,Infants,24.2
P0039,53,78.88461538461539,25,47.17,PetitMode Shirts Green 7,Boys Clothing,37.45
P0440,53,78.74025974025975,24,45.28,SmallStyle Leggings Blue 5T,Girls Clothing,16.08
P0520,53,92.61428571428571,17,32.08,LittleFashion Jackets Yellow 8,Girls Clothing,17.61
P0394,53,81.98611111111111,19,35.85,PetitMode Skirts Red 12,Girls Clothing,38.34
P0350,53,78.56944444444444,19,35.85,YouthStyle Tops Navy 7,Girls Clothing,21.17
P0555,53,84.17808219178082,20,37.74,BabyChic Onesies White 18-24M,Infants,26.79
P0684,53,85.74647887323944,18,33.96,TinyTrends Bibs Green 3-6M,Infants,27.33
P0553,53,79.25,23,43.4,TinyTrends Onesies Yellow 3-6M,Infants,34.86
P0452,53,83.6056338028169,18,33.96,PetitMode Leggings Pink 8,Girls Clothing,22.26
P0780,53,71.64102564102564,25,47.17,PetitMode Shoes Beige L,Accessories,34.4
P0697,53,83.48611111111111,19,35.85,SmallStyle Bibs Orange 0-3M,Infants,12.58
P0103,53,81.78947368421052,23,43.4,KiddoFashion Shorts Pink 8,Boys Clothing,32.01
P0112,53,77.25675675675676,21,39.62,SmallStyle Shorts Green 12,Boys Clothing,15.09
P0277,53,77.3896103896104,24,45.28,TinyTrends Dresses Green 3T,Girls Clothing,37.08
P0507,53,82.48648648648648,21,39.62,BabyChic Jackets Navy 5T,Girls Clothing,52.76
P0028,52,79.0,22,42.31,SmallStyle Shirts Green 6,Boys Clothing,31.73
P0882,52,75.7948717948718,26,50.0,LittleFashion Belts Navy M,Accessories,8.43
P0448,52,91.91428571428571,18,34.62,TinyTrends Leggings Red 5T,Girls Clothing,41.72
P0396,52,85.03030303030303,14,26.92,LittleFashion Skirts White 14,Girls Clothing,21.13
P0632,52,84.70422535211267,19,36.54,SmallStyle Rompers Green 18-24M,Infants,16.38
P0323,52,74.76712328767124,21,40.38,TinyTrends Tops Yellow 12,Girls Clothing,19.79
P0317,52,87.5,18,34.62,KidsStyle Tops Black 10,Girls Clothing,35.47
P0220,52,76.1875,28,53.85,KidsStyle Sweaters Navy 5T,Boys Clothing,35.31
P0147,52,83.72222222222223,20,38.46,JuniorWear Shorts Red 12,Boys Clothing,39.15
P0866,52,86.85714285714286,18,34.62,YouthStyle Socks Gray M,Accessories,15.72
P0707,52,83.42857142857143,18,34.62,KidsStyle Bibs Black 3-6M,Infants,15.28
P0086,52,80.04225352112677,19,36.54,YouthStyle Pants Blue 5T,Boys Clothing,34.36
P0233,52,89.32835820895522,15,28.85,LittleFashion Sweaters Navy 5T,Boys Clothing,43.75
P0295,52,85.75,16,30.77,YouthStyle Dresses White 6,Girls Clothing,20.12
P0612,52,76.77333333333333,23,44.23,LittleFashion Sleepwear Yellow 18-24M,Infants,19.67
P0338,52,77.52054794520548,21,40.38,KidsStyle Tops Gray 10,Girls Clothing,31.42
P0890,52,79.1891891891892,22,42.31,PetitMode Belts Orange XL,Accessories,13.91
P0501,52,92.53030303030303,14,26.92,KidsStyle Jackets Blue 10,Girls Clothing,22.41
P0366,52,80.33333333333333,23,44.23,PetitMode Tops Red 4T,Girls Clothing,21.57
P0090,52,83.23684210526316,24,46.15,SmallStyle Pants Yellow 4T,Boys Clothing,42.91
P0666,51,76.98684210526316,25,49.02,PetitMode Rompers White 0-3M,Infants,22.99
P0848,51,79.23287671232876,22,43.14,KiddoFashion Socks Navy XL,Accessories,17.86
P0391,51,83.87323943661971,20,39.22,PetitMode Skirts Yellow 12,Girls Clothing,42.76
P0322,51,81.80281690140845,20,39.22,MiniMode Tops Pink 2T,Girls Clothing,23.46
P0368,51,86.52941176470588,17,33.33,PetitMode Tops Yellow 5T,Girls Clothing,29.35
P0840,51,82.28169014084507,20,39.22,KidsStyle Bags Beige XL,Accessories,11.07
P0209,51,79.5068493150685,22,43.14,SmallStyle Sweaters White 6,Boys Clothing,21.68
P0730,51,79.1891891891892,23,45.1,MiniMode Blankets Green 0-3M,Infants,13.82
P0769,51,70.57692307692308,27,52.94,TinyTrends Shoes Red M,Accessories,11.34
P0257,51,79.48051948051948,26,50.98,SmallStyle Dresses Gray 12,Girls Clothing,52.31
P0155,51,82.50704225352112,20,39.22,YouthStyle Jackets Yellow 6,Boys Clothing,38.24
P0114,51,72.48684210526316,25,49.02,KiddoFashion Shorts Pink 8,Boys Clothing,44.11
P0468,51,75.19736842105263,25,49.02,MiniMode Leggings Yellow 10,Girls Clothing,21.87
P0782,51,84.65333333333334,24,47.06,PetitMode Hats Green S,Accessories,32.32
P0131,51,78.23611111111111,21,41.18,PetitMode Shorts Purple 6,Boys Clothing,32.3
P0702,51,87.16666666666667,21,41.18,PetitMode Bibs Black 6-12M,Infants,8.99
P0017,51,82.7605633802817,20,39.22,JuniorWear Shirts Blue 7,Boys Clothing,14.15
P0694,51,75.85135135135135,23,45.1,SmallStyle Bibs Black 12-18M,Infants,28.88
P0818,51,83.22972972972973,23,45.1,KiddoFashion Bags Green L,Accessories,37.45
P0478,51,85.32307692307693,14,27.45,JuniorWear Leggings Yellow 12,Girls Clothing,31.75
P0278,50,83.67164179104478,17,34.0,TinyTrends Dresses Black 8,Girls Clothing,50.07
P0224,50,76.11267605633803,21,42.0,YouthStyle Sweaters Purple 12,Boys Clothing,44.54
P0083,50,90.76923076923077,15,30.0,SmallStyle Pants Orange 7,Boys Clothing,14.98
P0570,50,76.73972602739725,23,46.0,YouthStyle Onesies Blue 18-24M,Infants,20.98
P0213,50,80.78571428571429,20,40.0,YouthStyle Sweaters Pink 6,Boys Clothing,13.9
P0653,50,91.75384615384615,15,30.0,SmallStyle Rompers Yellow 0-3M,Infants,27.14
P0895,50,87.42647058823529,18,36.0,SmallStyle Belts Gray S,Accessories,7.33
P0120,50,83.2,15,30.0,KidsStyle Shorts Green 3T,Boys Clothing,33.3
P0803,50,70.64788732394366,21,42.0,KiddoFashion Hats Purple S,Accessories,7.43
P0294,50,83.08695652173913,19,38.0,SmallStyle Dresses Pink 12,Girls Clothing,18.03
P0345,50,81.81818181818181,16,32.0,BabyChic Tops Purple 4T,Girls Clothing,45.78
P0857,49,75.17391304347827,20,40.82,PetitMode Socks Orange XL,Accessories,32.33
P0122,49,80.08955223880596,18,36.73,MiniMode Shorts Purple 3T,Boys Clothing,42.19
P0390,49,79.34285714285714,21,42.86,PetitMode Skirts Yellow 5T,Girls Clothing,43.8
P0359,49,86.70588235294117,19,38.78,PetitMode Tops Green 4T,Girls Clothing,48.22
P0174,49,79.79166666666667,23,46.94,PetitMode Jackets Purple 12,Boys Clothing,32.96
P0129,49,91.98387096774194,13,26.53,KiddoFashion Shorts Blue 2T,Boys Clothing,42.89
P0652,49,83.58461538461539,16,32.65,YouthStyle Rompers White 3-6M,Infants,9.4
P0824,49,90.63636363636364,17,34.69,SmallStyle Bags Navy XS,Accessories,9.47
P0735,49,84.23529411764706,19,38.78,JuniorWear Blankets Beige 6-12M,Infants,31.51
P0035,48,73.67164179104478,19,39.58,BabyChic Shirts Purple 6,Boys Clothing,14.46
P0116,48,76.69565217391305,21,43.75,LittleFashion Shorts Purple 3T,Boys Clothing,38.23
P0384,48,80.44615384615385,17,35.42,JuniorWear Skirts Purple 10,Girls Clothing,45.5
P0351,48,82.91803278688525,13,27.08,BabyChic Tops White 4T,Girls Clothing,36.3
P0041,48,78.22222222222223,24,50.0,MiniMode Shirts Purple 14,Boys Clothing,40.48
P0797,48,82.6875,16,33.33,LittleFashion Hats Purple XL,Accessories,9.49
P0831,48,83.5909090909091,18,37.5,BabyChic Bags Orange M,Accessories,26.02
P0849,48,87.8529411764706,20,41.67,PetitMode Socks Green XS,Accessories,5.9
P0590,47,85.3913043478261,22,46.81,YouthStyle Onesies Gray 3-6M,Infants,28.55
P0340,47,75.32352941176471,21,44.68,KiddoFashion Tops Black 8,Girls Clothing,53.78
P0407,47,74.3731343283582,20,42.55,PetitMode Skirts Green 2T,Girls Clothing,19.99
P0594,47,97.36666666666666,13,27.66,KiddoFashion Sleepwear Blue 12-18M,Infants,26.57
P0132,47,83.640625,17,36.17,BabyChic Shorts Green 14,Boys Clothing,16.62
P0143,47,95.33333333333333,13,27.66,MiniMode Shorts White 5T,Boys Clothing,31.08
P0308,47,83.18461538461538,18,38.3,KidsStyle Dresses Black 4T,Girls Clothing,49.94
P0223,47,90.34375,17,36.17,KiddoFashion Sweaters Blue 2T,Boys Clothing,38.82
P0395,47,76.20588235294117,21,44.68,KiddoFashion Skirts Orange 4T,Girls Clothing,33.48
P0714,46,80.63076923076923,19,41.3,YouthStyle Blankets Orange 0-3M,Infants,8.13
P0219,46,84.84375,18,39.13,YouthStyle Sweaters Gray 6,Boys Clothing,14.4
P0498,45,85.53225806451613,17,37.78,KidsStyle Jackets Beige 10,Girls Clothing,29.44
P0763,45,71.92424242424242,21,46.67,KiddoFashion Shoes Blue XL,Accessories,22.01
P0423,45,96.88135593220339,14,31.11,KidsStyle Skirts Pink 5T,Girls Clothing,20.95
P0663,45,83.36923076923077,20,44.44,KiddoFashion Rompers White 12-18M,Infants,34.35
P0273,45,81.10344827586206,13,28.89,KiddoFashion Dresses Blue 8,Girls Clothing,39.73
P0753,45,83.90163934426229,16,35.56,LittleFashion Shoes Gray M,Accessories,18.31
P0290,44,82.15384615384616,21,47.73,KiddoFashion Dresses Navy 12,Girls Clothing,34.68
P0646,44,75.56923076923077,21,47.73,TinyTrends Rompers Blue 12-18M,Infants,18.72
P0692,44,81.95238095238095,19,43.18,TinyTrends Bibs Orange 12-18M,Infants,34.17
P0591,44,79.84126984126983,19,43.18,TinyTrends Sleepwear Red 12-18M,Infants,34.0
P0408,43,84.87719298245614,14,32.56,YouthStyle Skirts White 10,Girls Clothing,49.8
P0628,41,71.79310344827586,17,41.46,SmallStyle Sleepwear White 6-12M,Infants,26.51
P0833,40,80.51724137931035,18,45.0,TinyTrends Bags Red XS,Accessories,39.73
