product_id,category,product_name,base_price,margin_percent,cost
P0825,Beauty & Personal Care,Beauty & Personal Care Product 45,6299.82,40.63,3740.13
P0826,Beauty & Personal Care,Beauty & Personal Care Product 46,482.05,34.55,315.52
P0827,Beauty & Personal Care,Beauty & Personal Care Product 47,2252.28,35.4,1454.93
P0828,Beauty & Personal Care,Beauty & Personal Care Product 48,883.61,44.05,494.34
P0829,Beauty & Personal Care,Beauty & Personal Care Product 49,4519.66,34.58,2956.63
P0830,Beauty & Personal Care,Beauty & Personal Care Product 50,3296.46,36.71,2086.39
P0831,Beauty & Personal Care,Beauty & Personal Care Product 51,4884.64,37.74,3041.41
P0832,Beauty & Personal Care,Beauty & Personal Care Product 52,7371.26,37.45,4610.39
P0833,Beauty & Personal Care,Beauty & Personal Care Product 53,7938.83,42.77,4543.28
P0834,Beauty & Personal Care,Beauty & Personal Care Product 54,1826.38,43.96,1023.52
P0835,Beauty & Personal Care,Beauty & Personal Care Product 55,1107.66,42.26,639.54
P0836,Beauty & Personal Care,Beauty & Personal Care Product 56,3168.86,43.17,1800.88
P0837,Beauty & Personal Care,Beauty & Personal Care Product 57,6970.84,42.09,4036.89
P0838,Beauty & Personal Care,Beauty & Personal Care Product 58,6362.24,34.57,4162.8
P0839,Beauty & Personal Care,Beauty & Personal Care Product 59,831.17,36.04,531.58
P0840,Beauty & Personal Care,Beauty & Personal Care Product 60,1553.49,40.42,925.5
P0841,Beauty & Personal Care,Beauty & Personal Care Product 61,2899.58,44.63,1605.38
P0842,Beauty & Personal Care,Beauty & Personal Care Product 62,5199.58,42.34,2998.22
P0843,Beauty & Personal Care,Beauty & Personal Care Product 63,1233.69,42.93,704.07
P0844,Beauty & Personal Care,Beauty & Personal Care Product 64,7397.51,37.31,4637.8
P0845,Beauty & Personal Care,Beauty & Personal Care Product 65,4928.77,41.47,2884.7
P0846,Beauty & Personal Care,Beauty & Personal Care Product 66,1563.74,37.54,976.74
P0847,Beauty & Personal Care,Beauty & Personal Care Product 67,3309.57,32.2,2244.03
P0848,Beauty & Personal Care,Beauty & Personal Care Product 68,3066.77,31.02,2115.38
P0849,Beauty & Personal Care,Beauty & Personal Care Product 69,401.33,32.03,272.8
P0850,Beauty & Personal Care,Beauty & Personal Care Product 70,7712.3,38.24,4762.89
P0851,Beauty & Personal Care,Beauty & Personal Care Product 71,7733.41,36.49,4911.69
P0852,Beauty & Personal Care,Beauty & Personal Care Product 72,2632.17,37.59,1642.68
P0853,Beauty & Personal Care,Beauty & Personal Care Product 73,3628.19,31.58,2482.23
P0854,Beauty & Personal Care,Beauty & Personal Care Product 74,5198.45,33.24,3470.45
P0855,Beauty & Personal Care,Beauty & Personal Care Product 75,5032.79,39.75,3032.1
P0856,Beauty & Personal Care,Beauty & Personal Care Product 76,1385.79,30.92,957.3
P0857,Beauty & Personal Care,Beauty & Personal Care Product 77,6289.94,36.9,3969.14
P0858,Beauty & Personal Care,Beauty & Personal Care Product 78,653.68,44.92,360.03
P0859,Beauty & Personal Care,Beauty & Personal Care Product 79,650.69,40.43,387.64
P0860,Beauty & Personal Care,Beauty & Personal Care Product 80,7872.7,33.59,5228.44
P0861,Beauty & Personal Care,Beauty & Personal Care Product 81,1309.55,31.82,892.84
P0862,Beauty & Personal Care,Beauty & Personal Care Product 82,2565.55,31.52,1757.0
P0863,Beauty & Personal Care,Beauty & Personal Care Product 83,5598.86,30.93,3866.89
P0864,Beauty & Personal Care,Beauty & Personal Care Product 84,4173.49,44.95,2297.49
P0865,Beauty & Personal Care,Beauty & Personal Care Product 85,6548.97,39.23,3979.92
P0866,Beauty & Personal Care,Beauty & Personal Care Product 86,2588.78,39.36,1569.88
P0867,Beauty & Personal Care,Beauty & Personal Care Product 87,4310.92,36.39,2742.12
P0868,Beauty & Personal Care,Beauty & Personal Care Product 88,1219.54,43.3,691.49
P0869,Beauty & Personal Care,Beauty & Personal Care Product 89,3708.32,32.92,2487.57
P0870,Beauty & Personal Care,Beauty & Personal Care Product 90,3068.52,36.21,1957.35
P0871,Beauty & Personal Care,Beauty & Personal Care Product 91,6654.8,41.0,3926.05
P0872,Beauty & Personal Care,Beauty & Personal Care Product 92,6200.58,30.17,4330.14
P0873,Beauty & Personal Care,Beauty & Personal Care Product 93,3446.0,37.22,2163.39
P0874,Beauty & Personal Care,Beauty & Personal Care Product 94,349.7,33.9,231.16
P0875,Beauty & Personal Care,Beauty & Personal Care Product 95,6130.26,32.06,4165.1
P0876,Beauty & Personal Care,Beauty & Personal Care Product 96,4375.42,33.23,2921.55
P0877,Beauty & Personal Care,Beauty & Personal Care Product 97,294.54,33.62,195.52
P0878,Beauty & Personal Care,Beauty & Personal Care Product 98,7811.82,42.02,4529.05
P0879,Beauty & Personal Care,Beauty & Personal Care Product 99,7684.7,37.32,4816.94
P0880,Beauty & Personal Care,Beauty & Personal Care Product 100,1055.94,38.22,652.37
P0881,Beauty & Personal Care,Beauty & Personal Care Product 101,3744.14,42.67,2146.69
P0882,Beauty & Personal Care,Beauty & Personal Care Product 102,965.04,37.32,604.85
P0883,Beauty & Personal Care,Beauty & Personal Care Product 103,1370.38,34.87,892.53
P0884,Beauty & Personal Care,Beauty & Personal Care Product 104,5951.39,37.14,3741.02
P0885,Beauty & Personal Care,Beauty & Personal Care Product 105,3131.93,35.92,2007.03
P0886,Beauty & Personal Care,Beauty & Personal Care Product 106,3783.68,41.78,2203.04
P0887,Beauty & Personal Care,Beauty & Personal Care Product 107,7158.26,44.33,3985.0
P0888,Beauty & Personal Care,Beauty & Personal Care Product 108,6337.85,34.73,4136.64
P0889,Beauty & Personal Care,Beauty & Personal Care Product 109,5567.45,36.56,3531.77
P0890,Beauty & Personal Care,Beauty & Personal Care Product 110,2186.43,42.61,1254.73
P0891,Beauty & Personal Care,Beauty & Personal Care Product 111,499.73,43.53,282.21
P0892,Beauty & Personal Care,Beauty & Personal Care Product 112,3799.52,39.56,2296.51
P0893,Beauty & Personal Care,Beauty & Personal Care Product 113,5342.96,43.43,3022.69
P0894,Beauty & Personal Care,Beauty & Personal Care Product 114,5166.02,39.21,3140.48
P0895,Beauty & Personal Care,Beauty & Personal Care Product 115,719.89,37.78,447.94
P0896,Beauty & Personal Care,Beauty & Personal Care Product 116,1371.32,41.06,808.23
P0897,Beauty & Personal Care,Beauty & Personal Care Product 117,4195.33,40.2,2508.66
P0898,Beauty & Personal Care,Beauty & Personal Care Product 118,525.05,31.27,360.86
P0899,Beauty & Personal Care,Beauty & Personal Care Product 119,5787.32,31.08,3988.55
P0900,Beauty & Personal Care,Beauty & Personal Care Product 120,755.8,30.18,527.69
P0901,Sports & Fitness,Sports & Fitness Product 1,23934.28,36.06,15302.95
P0902,Sports & Fitness,Sports & Fitness Product 2,9154.66,29.45,6458.79
P0903,Sports & Fitness,Sports & Fitness Product 3,9067.73,36.62,5747.14
P0904,Sports & Fitness,Sports & Fitness Product 4,16703.58,27.78,12063.67
P0905,Sports & Fitness,Sports & Fitness Product 5,4765.68,26.48,3503.92
P0906,Sports & Fitness,Sports & Fitness Product 6,16677.42,36.47,10595.9
P0907,Sports & Fitness,Sports & Fitness Product 7,6993.64,25.31,5223.26
P0908,Sports & Fitness,Sports & Fitness Product 8,2513.21,39.52,1520.04
P0909,Sports & Fitness,Sports & Fitness Product 9,7738.4,36.54,4910.91
P0910,Sports & Fitness,Sports & Fitness Product 10,15804.26,30.73,10947.75
P0911,Sports & Fitness,Sports & Fitness Product 11,5539.34,26.82,4053.64
P0912,Sports & Fitness,Sports & Fitness Product 12,15567.82,36.62,9866.96
P0913,Sports & Fitness,Sports & Fitness Product 13,16275.65,32.95,10912.09
P0914,Sports & Fitness,Sports & Fitness Product 14,1527.8,39.53,923.9
P0915,Sports & Fitness,Sports & Fitness Product 15,20068.5,29.39,14169.9
P0916,Sports & Fitness,Sports & Fitness Product 16,24509.27,34.03,16169.2
P0917,Sports & Fitness,Sports & Fitness Product 17,14769.36,36.22,9419.73
P0918,Sports & Fitness,Sports & Fitness Product 18,20388.36,34.85,13283.59
P0919,Sports & Fitness,Sports & Fitness Product 19,3638.35,30.07,2544.15
P0920,Sports & Fitness,Sports & Fitness Product 20,23238.05,28.37,16645.59
P0921,Sports & Fitness,Sports & Fitness Product 21,9618.09,31.48,6590.21
P0922,Sports & Fitness,Sports & Fitness Product 22,11265.42,34.19,7413.31
P0923,Sports & Fitness,Sports & Fitness Product 23,23605.36,28.61,16851.77
P0924,Sports & Fitness,Sports & Fitness Product 24,3476.78,27.96,2504.6
P0925,Sports & Fitness,Sports & Fitness Product 25,22229.66,34.69,14518.82
P0926,Sports & Fitness,Sports & Fitness Product 26,7504.72,37.24,4710.02
P0927,Sports & Fitness,Sports & Fitness Product 27,21603.56,37.7,13459.51
P0928,Sports & Fitness,Sports & Fitness Product 28,23013.7,28.78,16389.53
P0929,Sports & Fitness,Sports & Fitness Product 29,18998.53,31.91,12936.46
P0930,Sports & Fitness,Sports & Fitness Product 30,21128.96,35.93,13537.89
P0931,Sports & Fitness,Sports & Fitness Product 31,19522.96,34.84,12720.69
P0932,Sports & Fitness,Sports & Fitness Product 32,4847.0,33.18,3238.99
P0933,Sports & Fitness,Sports & Fitness Product 33,24624.41,39.06,15005.91
P0934,Sports & Fitness,Sports & Fitness Product 34,1557.76,27.47,1129.81
P0935,Sports & Fitness,Sports & Fitness Product 35,3727.35,35.89,2389.62
P0936,Sports & Fitness,Sports & Fitness Product 36,20535.74,28.2,14744.11
P0937,Sports & Fitness,Sports & Fitness Product 37,12893.39,37.61,8044.12
P0938,Sports & Fitness,Sports & Fitness Product 38,18453.64,33.13,12339.29
P0939,Sports & Fitness,Sports & Fitness Product 39,14963.52,32.63,10081.61
P0940,Sports & Fitness,Sports & Fitness Product 40,7789.94,33.48,5182.23
P0941,Sports & Fitness,Sports & Fitness Product 41,17377.69,38.1,10756.82
P0942,Sports & Fitness,Sports & Fitness Product 42,16089.14,36.42,10229.99
P0943,Sports & Fitness,Sports & Fitness Product 43,4421.76,31.92,3010.18
P0944,Sports & Fitness,Sports & Fitness Product 44,728.62,28.7,519.51
P0945,Sports & Fitness,Sports & Fitness Product 45,18298.31,39.88,11001.47
P0946,Sports & Fitness,Sports & Fitness Product 46,2929.86,31.02,2020.95
P0947,Sports & Fitness,Sports & Fitness Product 47,20101.74,28.06,14461.08
P0948,Sports & Fitness,Sports & Fitness Product 48,14099.58,36.0,9024.29
P0949,Sports & Fitness,Sports & Fitness Product 49,15591.64,27.82,11253.99
P0950,Sports & Fitness,Sports & Fitness Product 50,9206.92,36.76,5822.74
P0951,Sports & Fitness,Sports & Fitness Product 51,14078.55,25.08,10547.87
P0952,Sports & Fitness,Sports & Fitness Product 52,19144.27,25.53,14256.8
P0953,Sports & Fitness,Sports & Fitness Product 53,18770.48,28.04,13507.76
P0954,Sports & Fitness,Sports & Fitness Product 54,23972.8,30.52,16656.51
P0955,Sports & Fitness,Sports & Fitness Product 55,8509.82,27.23,6192.32
P0956,Sports & Fitness,Sports & Fitness Product 56,7987.3,38.15,4940.17
P0957,Sports & Fitness,Sports & Fitness Product 57,24910.19,30.52,17306.44
P0958,Sports & Fitness,Sports & Fitness Product 58,11490.96,35.83,7373.63
P0959,Sports & Fitness,Sports & Fitness Product 59,22211.8,33.9,14682.96
P0960,Sports & Fitness,Sports & Fitness Product 60,10092.38,31.19,6944.63
P0961,Sports & Fitness,Sports & Fitness Product 61,17542.64,25.05,13148.51
P0962,Sports & Fitness,Sports & Fitness Product 62,15679.94,30.33,10923.84
P0963,Sports & Fitness,Sports & Fitness Product 63,19957.83,26.39,14689.99
P0964,Sports & Fitness,Sports & Fitness Product 64,14910.96,32.21,10107.45
P0965,Sports & Fitness,Sports & Fitness Product 65,16236.98,25.97,12019.78
P0966,Sports & Fitness,Sports & Fitness Product 66,14709.6,33.42,9793.32
P0967,Sports & Fitness,Sports & Fitness Product 67,14236.17,34.05,9388.43
P0968,Sports & Fitness,Sports & Fitness Product 68,17073.46,37.07,10743.51
P0969,Sports & Fitness,Sports & Fitness Product 69,7110.61,37.38,4452.97
P0970,Sports & Fitness,Sports & Fitness Product 70,12707.26,26.16,9383.57
P0971,Sports & Fitness,Sports & Fitness Product 71,1934.5,30.01,1353.89
P0972,Sports & Fitness,Sports & Fitness Product 72,19729.98,35.62,12703.1
P0973,Sports & Fitness,Sports & Fitness Product 73,19821.07,32.76,13327.88
P0974,Sports & Fitness,Sports & Fitness Product 74,11284.88,27.21,8214.06
P0975,Sports & Fitness,Sports & Fitness Product 75,8540.72,31.51,5849.52
P0976,Sports & Fitness,Sports & Fitness Product 76,2670.71,28.31,1914.65
P0977,Sports & Fitness,Sports & Fitness Product 77,15156.52,36.03,9694.88
P0978,Sports & Fitness,Sports & Fitness Product 78,24959.51,39.0,15226.13
P0979,Sports & Fitness,Sports & Fitness Product 79,16242.85,31.32,11155.8
P0980,Sports & Fitness,Sports & Fitness Product 80,16086.35,36.78,10169.02
P0981,Sports & Fitness,Sports & Fitness Product 81,3399.24,31.15,2340.42
P0982,Sports & Fitness,Sports & Fitness Product 82,21075.16,30.76,14592.97
P0983,Sports & Fitness,Sports & Fitness Product 83,14510.87,33.82,9603.8
P0984,Sports & Fitness,Sports & Fitness Product 84,5019.67,30.43,3492.01
P0985,Sports & Fitness,Sports & Fitness Product 85,8695.53,25.39,6487.48
P0986,Sports & Fitness,Sports & Fitness Product 86,1092.7,37.48,683.2
P0987,Sports & Fitness,Sports & Fitness Product 87,7190.23,32.77,4833.91
P0988,Sports & Fitness,Sports & Fitness Product 88,7818.78,39.11,4760.84
P0989,Sports & Fitness,Sports & Fitness Product 89,6852.77,31.44,4697.93
P0990,Sports & Fitness,Sports & Fitness Product 90,21881.89,37.63,13647.95
P0991,Sports & Fitness,Sports & Fitness Product 91,5059.48,37.04,3185.47
P0992,Sports & Fitness,Sports & Fitness Product 92,11725.58,32.24,7944.72
P0993,Sports & Fitness,Sports & Fitness Product 93,3770.26,26.21,2782.11
P0994,Sports & Fitness,Sports & Fitness Product 94,18334.51,32.45,12385.53
P0995,Sports & Fitness,Sports & Fitness Product 95,11202.84,35.94,7176.25
P0996,Sports & Fitness,Sports & Fitness Product 96,19255.07,27.38,13982.33
P0997,Sports & Fitness,Sports & Fitness Product 97,15450.52,27.03,11274.19
P0998,Sports & Fitness,Sports & Fitness Product 98,18908.69,34.85,12318.19
P0999,Sports & Fitness,Sports & Fitness Product 99,23937.06,26.03,17705.2
P1000,Sports & Fitness,Sports & Fitness Product 100,1897.84,29.23,1343.05
